SafetyMargin,Eta,Tau,meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,rangeEntropy,percentile10Entropy,percentile25Entropy,percentile75Entropy,percentile90Entropy,kurtosisEntropy,skewnessEntropy,autoCorrEntropy,adfStatEntropy,output
0.0666034966707229,0.0809430405497551,0.7533698081970215,2.68633635,2.68475,0.0297479973053229,0.0407249999999996,0.1391999999999997,2.64929,2.6648,2.699,2.7286,-0.4119217425866281,0.2247253746019022,0.9983545507307732,0.9988539777196332,0
0.0448454804718494,0.6633477210998535,0.2826760113239288,2.6788795,2.6806,0.0270031162970128,0.0304999999999999,0.1569000000000002,2.64048,2.6658,2.69313,2.70791,0.4978373988662099,-0.193460414752518,0.9961835938983592,0.9966819348657918,0
0.0299000889062881,0.5670105218887329,0.947417974472046,2.64762,2.644,0.0360123240016525,0.049925,0.1802000000000001,2.60329,2.621775,2.66493,2.6993,-0.3018041584218798,0.3493243514930954,0.9969922076817336,0.9974909531583126,14
0.0490946508944034,0.1724432408809662,0.8960833549499512,2.6623270000000003,2.6619,0.0288593506683709,0.0295,0.1918999999999999,2.6326,2.6469,2.6728,2.6986,2.0888608633584465,-0.3905559256971354,0.9972340963090818,0.9977329627904772,23
0.0826740264892578,0.2525982558727264,0.0266002789139747,2.69967465,2.7006,0.0309640269082931,0.0446249999999999,0.1549,2.65809,2.678575,2.71943,2.73781,-0.5124406682283502,-0.1889057588242652,0.9971060932431338,0.9976048956909792,0
0.0231039766222238,0.0959400981664657,0.2288902997970581,2.6652171500000006,2.6667,0.0311064144651469,0.0423,0.169,2.62369,2.6446,2.68213,2.70431,-0.0591973186494239,-0.3260344185688615,0.9962928561772726,0.9967912518031742,12
0.00837008561939,0.1391866207122802,0.509604275226593,2.6351146,2.63405,0.0332599608664832,0.0462500000000001,0.1728999999999998,2.59478,2.611475,2.65276,2.6788,-0.2685558793717955,0.1110785269596591,0.9972544337677636,0.9977533104229752,200
0.0058652572333812,0.1799199730157852,0.4398390650749206,2.6379751,2.63795,0.036795606666965,0.044,0.2201999999999997,2.5931,2.6163,2.65583,2.68666,0.9108590066576304,-0.3146788037745817,0.9978932859730384,0.9983924822141454,149
0.0339954756200313,0.7377549409866333,0.7734761834144592,2.65307765,2.6548,0.0296880950126056,0.0429999999999997,0.1598999999999999,2.61079,2.6324,2.6712,2.69071,-0.4676903273173205,-0.233866049923648,0.9976548209616944,0.9981538979106496,0
0.0663772076368331,0.1028680875897407,0.6153825521469116,2.6813342,2.6782,0.0308942538404797,0.0416499999999997,0.1564000000000001,2.64429,2.6594,2.69643,2.72351,-0.2529217773190355,0.235023255324868,0.9980462937902644,0.9985455665735514,0
0.090254969894886,0.3358587026596069,0.9965810179710388,2.6750952,2.6743,0.0253208415531553,0.0320999999999997,0.129,2.64218,2.6585,2.6858,2.7096,-0.1606578263380145,0.1891216377291752,0.9976837606902704,0.9981828521163284,0
0.0894800871610641,0.1604453325271606,0.8283696174621582,2.6993186000000007,2.7003,0.0210775094363636,0.0261249999999999,0.1271,2.67179,2.6856750000000003,2.7088,2.7255,0.3895640725474218,-0.0398478272930055,0.9969678929100518,0.9974666262231634,0
0.0331684201955795,0.0520761869847774,0.7235724329948425,2.65457455,2.65615,0.0372358709754115,0.049725,0.1985999999999999,2.60599,2.627975,2.67283,2.7008300000000003,-0.0638564532579257,0.2357208754761584,0.9979965571316068,0.998495805034124,43
0.0955809876322746,0.9204707741737366,0.545378565788269,2.705197,2.70525,0.019134062846139,0.0234,0.0940000000000003,2.67938,2.6924,2.7132,2.73271,-0.2557115544610164,0.1030955826348518,0.9967280292005762,0.9972266425218376,0
0.0039544343017041,0.2985825836658478,0.1198447048664093,2.6454940500000004,2.646,0.0375101268939135,0.0414999999999996,0.2242000000000001,2.59929,2.6232,2.6608,2.6886,1.0085040298338583,0.3395782303664197,0.997750608822343,0.9982497336891876,44
0.0207936260849237,0.5919808745384216,0.1233770251274108,2.6544077,2.65305,0.0282116710017326,0.038675,0.1568,2.6213,2.634175,2.6688,2.69273,-0.0785680057181346,0.1427973917512301,0.996312179574952,0.9968105848673856,0
0.0778689906001091,0.9592467546463012,0.1848287582397461,2.7042418,2.70315,0.0271608319600118,0.0339,0.1896,2.67179,2.6871,2.7166,2.7402300000000004,1.2391408867617928,-0.201718259312693,0.9927437644722632,0.9932403846645956,0
0.0862239673733711,0.5694488286972046,0.8193957209587097,2.6914958,2.6942500000000003,0.0297398004761296,0.0404249999999999,0.1484000000000001,2.6483,2.6721,2.70743,2.72671,-0.2374585115310998,-0.3165748433915664,0.9976128116969902,0.9981118676308054,0
0.0545978620648384,0.7030426263809204,0.4271783232688904,2.6733903,2.6747,0.0273547739144376,0.0391000000000003,0.1381999999999998,2.6338600000000003,2.6548,2.6909,2.70761,-0.436261691079288,-0.3073902976142474,0.9978466117971196,0.998345784689464,0
0.000869070761837,0.1731242835521698,0.2194805443286895,2.638585,2.6414,0.033788160278417,0.0470999999999999,0.2165999999999996,2.5941,2.6153,2.65863,2.6795,0.4433585243250149,-0.4114108751187594,0.9971776867072628,0.9976765249697478,79
0.0217475779354572,0.3633650243282318,0.6318639516830444,2.66071075,2.66125,0.0282190642906085,0.0407000000000001,0.1459000000000001,2.6247,2.6414,2.67859,2.69671,-0.1446979656387572,-0.3692199576960179,0.9966086168993766,0.9971071704846192,12
0.0190738402307033,0.2507043480873108,0.0306750256568193,2.66111945,2.66205,0.0288871434499415,0.0376250000000002,0.1617999999999999,2.6243,2.644475,2.6776,2.698,0.5803643215155376,-0.6110873463352631,0.9969911858365172,0.9974899308019184,10
0.0437647737562656,0.0701607391238212,0.8022415041923523,2.65775075,2.6635,0.0320275507873689,0.0448249999999998,0.1814,2.61418,2.635275,2.67623,2.69332,0.0186518234389545,-0.3948321673541651,0.9973343159950788,0.9978332326113843,18
0.0688273161649704,0.745272159576416,0.3115171194076538,2.6926453,2.6937,0.0248323103619055,0.0323999999999999,0.1417000000000001,2.66239,2.6768,2.70603,2.72321,0.2385705388212282,-0.2760923029658822,0.9971517968352064,0.99765062214628,0
0.0476700887084007,0.0508576333522796,0.5395352840423584,2.66987765,2.66665,0.0362566758746234,0.0529999999999999,0.1848,2.62308,2.6431,2.6891,2.72092,-0.5759363776120949,0.1632082462958433,0.9983157052940588,0.998815112850484,8
0.0396010391414165,0.932957112789154,0.4924294948577881,2.6579671500000006,2.6569,0.0299337278981001,0.0421749999999998,0.1509,2.61819,2.63865,2.67493,2.6977100000000003,-0.3926816122847896,-0.171382939426521,0.996969045202952,0.997467779092498,1
0.0767346024513244,0.016930328682065,0.0056299846619367,2.69174245,2.687,0.0346822408877728,0.0491000000000001,0.1804000000000001,2.6476,2.6673,2.71153,2.73471,-0.0666988584609038,0.3508485546796413,0.997499544384222,0.99799854365605,0
0.078835405409336,0.4193164706230163,0.901952028274536,2.68433495,2.6839,0.0245354478968185,0.0336250000000002,0.1184999999999996,2.65179,2.668875,2.69883,2.7173,-0.4439649901500488,-0.1445951179044465,0.9976187860494226,0.9981178449719088,0
0.0783749222755432,0.6816558837890625,0.529003381729126,2.6945358,2.6948,0.0226964807483451,0.0266999999999999,0.1202,2.6632,2.6807,2.7046,2.722,0.124238718730643,0.1456528086070533,0.99660842645079,0.9971069799407604,0
0.011689830571413,0.9373517632484436,0.9717785716056824,2.62754515,2.6293,0.0354665668831577,0.0521000000000002,0.1617999999999999,2.57717,2.602,2.64903,2.6759,-0.685821480504798,-0.1890502803397573,0.9973358764347228,0.9978347938316388,109
0.0599822290241718,0.5948169827461243,0.360735148191452,2.6678977500000003,2.6683,0.0366318525321543,0.0568499999999998,0.1667,2.6207,2.640275,2.69113,2.7183,-0.7612250673075307,-0.0654297267071098,0.9982652313658006,0.9987646136726368,0
0.0728950724005699,0.5432910919189453,0.3431772589683532,2.6871037,2.689,0.0265603660801202,0.0364000000000004,0.1336999999999997,2.65066,2.6693,2.7025,2.72081,-0.3727808037311595,-0.2266844322882107,0.9975153184595156,0.9980143256223268,0
0.0780902132391929,0.0202324967831373,0.8842790722846985,2.6828549,2.68215,0.0253335693495804,0.0325000000000001,0.1368,2.6482,2.6677,2.6969,2.71521,-0.1984846567019089,-0.0541194563350635,0.9969752155836358,0.997473952559916,0
0.0684456303715705,0.8065394163131714,0.8657968640327454,2.67882005,2.67685,0.0337664840188832,0.0421499999999999,0.1735999999999999,2.6352,2.65615,2.69413,2.7202,0.0731812409053209,0.2916910792301447,0.9981968028244004,0.99869615089985,0
0.012703170068562,0.8963863253593445,0.2246972918510437,2.639597,2.637,0.0354532180626808,0.0476999999999998,0.1812,2.5893,2.6175,2.65783,2.6889,-0.3985032582013224,-0.0898494985066166,0.9978907170732092,0.9983899120292238,0
0.0510908439755439,0.5969306230545044,0.0593112520873546,2.67892105,2.67845,0.0354205992594351,0.0489250000000001,0.1957999999999997,2.63618,2.654375,2.69773,2.72701,-0.0932277935618968,-0.0896814516853068,0.996948955590567,0.9974476794302822,0
0.0586095340549945,0.8405155539512634,0.5803791284561157,2.6885657000000003,2.69105,0.0303858311308083,0.0413249999999996,0.1654,2.6467,2.6675750000000003,2.7043,2.72631,-0.1055369699939556,-0.1246904425852491,0.9969250338593536,0.9974237457322196,0
0.0769830197095871,0.4000897109508514,0.9488996267318726,2.6767775,2.6771,0.0244066805147689,0.0358,0.1238999999999999,2.64459,2.6598,2.6905,2.7078100000000003,-0.5306629172478274,-0.0570761436072983,0.9971830683838212,0.9976819093384908,0
0.0192162189632654,0.2801205813884735,0.816956102848053,2.6504347000000004,2.6526,0.0260173673900723,0.029725,0.1528,2.616,2.636075,2.6626,2.6843,0.8010467135344133,-0.5548253768395532,0.9967139133624912,0.9972125196223024,69
0.084771804511547,0.670535147190094,0.3612985908985138,2.7070313,2.7068,0.0290347770838696,0.0415249999999995,0.1474999999999999,2.66939,2.6859,2.724,2.74131,-0.2910056479408229,0.0212506766425877,0.9976632962346668,0.9981623774233788,0
0.0388734117150306,0.7815358638763428,0.5215679407119751,2.6771139,2.672,0.0303022388082134,0.0417999999999998,0.1612,2.64069,2.6587,2.69033,2.7199,-0.2150288955418107,0.1829142065035127,0.9971792440986188,0.9976780831401892,0
0.0832192227244377,0.6068397760391235,0.9794955849647522,2.6852257,2.68685,0.0228279243364349,0.0330249999999998,0.1162999999999998,2.65229,2.668175,2.69793,2.7141,-0.4771657734707428,-0.0589012202068944,0.9974010358411918,0.9978999858341092,1
0.012089597992599,0.5329065918922424,0.3085763454437256,2.6398214,2.6397,0.0345973149541984,0.0409000000000001,0.1957999999999997,2.59788,2.6207,2.6553,2.687,0.5448660163253027,-0.3271150803483495,0.9961762826373536,0.9966746199473272,32
0.0755755230784416,0.3210000693798065,0.7622047066688538,2.69265395,2.6927,0.0218040256465979,0.0301,0.1166,2.6649,2.6764,2.70393,2.7219100000000003,-0.1509451902697747,0.2458816799921109,0.997499309705334,0.9979983088597638,0
0.0971754267811775,0.2415552586317062,0.9505839943885804,2.6881975,2.69095,0.0236548072017084,0.032925,0.1254999999999997,2.65378,2.6731,2.70343,2.71671,-0.1326071527506895,-0.471584253897387,0.996426730458311,0.9969251930548382,0
0.0413440838456153,0.8286281228065491,0.8279396891593933,2.6652559,2.66195,0.0311941644412861,0.0362,0.1888999999999998,2.63047,2.6455,2.6768,2.7016,1.8567928663151465,0.8532542945072121,0.9981304078680832,0.9986297227294482,0
0.0908178240060806,0.5746561884880066,0.9116330146789552,2.6876386,2.6892,0.0241019961837188,0.0325250000000001,0.1469,2.65638,2.672275,2.701,2.71751,0.3454826468394678,-0.4499314707115712,0.9940784904235608,0.9945757783127168,0
0.0707660019397735,0.8721716403961182,0.7163761854171753,2.6820945000000003,2.68085,0.0248896327765196,0.0301249999999999,0.1427,2.6514,2.6665,2.6928,2.71341,0.4700006604858893,0.4115294306553982,0.9965590893772188,0.9970576181863124,0
0.0797314941883087,0.3577356934547424,0.253758043050766,2.691797,2.69235,0.0225310414983417,0.0339,0.1243999999999996,2.66289,2.6751,2.7061,2.71961,-0.3318079222017247,-0.1711316684736946,0.9965137575767558,0.9970122637086104,0
0.0205147974193096,0.3179630041122436,0.8012706637382507,2.6375092,2.6403,0.0395852530036123,0.063625,0.1867999999999998,2.58038,2.605,2.6631,2.685,-0.6860002894607122,-0.0544390859550466,0.998356358575794,0.9988557864690284,144
0.0675052404403686,0.5701528191566467,0.6314834952354431,2.6896388,2.6838,0.0339683671164805,0.0411999999999999,0.1839999999999997,2.65029,2.6671,2.7027,2.73591,0.3787171342091762,0.6105454591245981,0.9983496667233976,0.9988490912690322,0
0.0174214206635952,0.731681227684021,0.0708893537521362,2.6671242000000004,2.6638,0.0315014760663687,0.0451999999999999,0.1695000000000002,2.629,2.6441,2.6832,2.7105,-0.3651760198862583,0.1545151223771106,0.9966127810324412,0.9971113367007918,0
0.0025283975992351,0.690449595451355,0.7452219724655151,2.64018605,2.6334,0.0330282874275597,0.0388999999999999,0.1913,2.60478,2.6189,2.6518,2.6907,0.6096349440755122,0.7487506223686007,0.9971612413540528,0.9976600713897474,165
0.0670030936598777,0.3615338802337646,0.97222101688385,2.6650275500000005,2.66805,0.0249256383267811,0.0291000000000001,0.149,2.63209,2.6498,2.67583,2.69501,0.322743369038279,-0.1908255803186349,0.995926146189164,0.9964243583683484,17
0.0364080518484115,0.366051584482193,0.5264554619789124,2.66453375,2.66065,0.0267364295659966,0.0393249999999998,0.1271,2.63198,2.644375,2.6785,2.703,-0.6736137253925345,0.2545679101675728,0.9969393729382052,0.9974380919841976,1
0.0554195120930671,0.7660720944404602,0.5123807787895203,2.67246415,2.6709,0.0255599166621782,0.0339249999999999,0.1565000000000003,2.64318,2.656275,2.6865,2.7034,0.2590005303578708,-0.0683724447054561,0.9966209038724854,0.9971194636042876,0
0.0512886717915535,0.2075250297784805,0.0435105934739112,2.6886436,2.6902,0.0267257852838789,0.0327000000000001,0.1488999999999998,2.65429,2.6706,2.7005,2.722,0.1902049852529539,0.2783232581880976,0.9956907919180192,0.9961888863612002,0
0.0339109264314174,0.3255874812602997,0.5547763705253601,2.65608095,2.65485,0.0299739383814923,0.0381249999999999,0.1652,2.6169,2.635575,2.66853,2.69481,0.1037007285699469,0.4113897955201961,0.9974258424769514,0.9979248048793916,8
0.0845745429396629,0.7243814468383789,0.7386651039123535,2.7030488000000004,2.7046,0.0240702103970862,0.0313749999999997,0.1282000000000001,2.6716,2.68745,2.7156,2.7322,0.0826339234898116,-0.269210619180136,0.9977450741811102,0.9982441962792497,4
0.0761150419712066,0.7888177633285522,0.3105363845825195,2.6975475500000003,2.69885,0.0252916724238928,0.0322249999999999,0.1526999999999998,2.66558,2.6814,2.71033,2.72845,0.2954057403243268,-0.2102733811517239,0.9942350011418324,0.9947323673254952,0
0.0688675194978714,0.7383690476417542,0.1615451127290725,2.6948836000000003,2.69435,0.0262166960359233,0.0353999999999996,0.1669,2.66599,2.6777,2.7093,2.72831,0.5482697757002781,-0.1932968519610595,0.9967198335566028,0.9972184427779917,0
0.0932191833853721,0.0709422603249549,0.0203225910663604,2.71446605,2.7119,0.0266196717184397,0.0370249999999998,0.1476000000000001,2.6821,2.698575,2.7294,2.75,-0.0027088210081278,-0.2223700228336626,0.9979175304958796,0.9984167388653126,0
0.0552121214568614,0.1437183916568756,0.0069325463846325,2.66071055,2.66005,0.0392887264198968,0.058875,0.1909999999999998,2.60866,2.63275,2.68653,2.7127,-0.6689138329171391,-0.1268981499726652,0.9978882374572052,0.998387431172792,0
0.0586005039513111,0.5330583453178406,0.5756804347038269,2.669816,2.6698,0.0290819666460162,0.0363250000000001,0.1802000000000001,2.63225,2.6519,2.68373,2.7037,0.7313992799841658,0.1578263872799991,0.9978686964894792,0.998367880429694,0
0.0113376704975962,0.1469134986400604,0.0260490830987691,2.6710301499999995,2.6768,0.039584759895413,0.0545999999999997,0.2151,2.61349,2.6436,2.69393,2.7156,-0.2234888497707947,-0.2803392887257905,0.99736755330826,0.997866486551536,7
0.0126208113506436,0.0922133177518844,0.8959164023399353,2.644152,2.6408,0.0380839602194939,0.0563250000000001,0.1913,2.5974,2.6138,2.6621,2.69746,-0.4923758824275128,0.3855319466843016,0.9977231985559704,0.9982223097108258,163
0.0348924063146114,0.1025799885392189,0.5965026021003723,2.6491393,2.6474,0.0328020989497623,0.0402499999999999,0.2052999999999998,2.6119,2.6292,2.6647,2.69142,1.0570862255542215,-0.3283597655480679,0.9983419022302324,0.9988413228916782,39
0.043083481490612,0.1505018770694732,0.9484769105911256,2.6694465,2.66965,0.025446277286668,0.03715,0.1477999999999997,2.63499,2.65015,2.6843,2.7006,-0.3228141719652608,-0.0230373582184201,0.9962337597444194,0.996732125807323,16
0.0871829316020011,0.5330244302749634,0.2206419557332992,2.7090075500000004,2.7071,0.0263996410581185,0.0406249999999999,0.1212999999999997,2.6737,2.688975,2.72523,2.7457,-0.7969737220409807,0.1474026677315979,0.9968520380600268,0.997350713416735,0
0.0588769875466823,0.8219767212867737,0.1218786761164665,2.70070385,2.698,0.0300435011304857,0.0409250000000001,0.1497000000000001,2.663,2.6791,2.7152,2.74141,-0.3080703462215641,0.3791114025453379,0.997893242191764,0.9983924384109696,0
0.0733900070190429,0.7827507853507996,0.8138490915298462,2.68165565,2.68445,0.0264637304263306,0.0310000000000001,0.1680999999999999,2.65109,2.6667,2.6954,2.71271,1.5415697923036653,-0.7493287388640552,0.996959916995293,0.9974586463184528,0
0.0494377650320529,0.6499978303909302,0.4407430291175842,2.6775253,2.677,0.021185849284605,0.025325,0.141,2.6537,2.664775,2.6869,2.70161,1.2993573112598096,-0.1694064613052437,0.9926629620913302,0.9931595418622614,0
0.09475789219141,0.7637166380882263,0.6287285089492798,2.6926454000000004,2.6938500000000003,0.0367837232868017,0.0581,0.1587999999999998,2.64339,2.663,2.7178,2.7419,-0.9647595792205732,-0.0217250894324698,0.9982950108488422,0.9987944080528685,0
0.0260331220924854,0.859987735748291,0.329175055027008,2.6565495,2.6616,0.0408966524271852,0.0613000000000001,0.1924999999999999,2.5976,2.627,2.6813,2.7073,-0.7097232313147521,-0.3090129793191383,0.9981153007102088,0.9986146080142158,0
0.0990622714161872,0.6932381391525269,0.2976130843162536,2.71954555,2.71805,0.0233192377705082,0.0351250000000002,0.1181999999999998,2.6896,2.7015,2.7327,2.7525,-0.6404599200459282,0.1439661236715573,0.9970526815298691,0.9975514572584988,0
0.0036717613693326,0.6769859194755554,0.3647366464138031,2.6345509000000003,2.632,0.0401779990690178,0.0525249999999997,0.2052,2.5831,2.606075,2.6524,2.68773,0.2049685754549539,0.5641421207317288,0.997968812239069,0.9984680462622004,60
0.0423875749111175,0.1488724648952484,0.2944963872432709,2.66741305,2.6661,0.0303892211926778,0.0354000000000001,0.1846999999999998,2.6292,2.6491,2.6819,2.70602,0.470554174470418,0.144491533132313,0.997189585214537,0.9976884294292516,0
0.08625528216362,0.909963309764862,0.6308751702308655,2.69564425,2.6945,0.0254731436406561,0.0326000000000004,0.1470000000000002,2.66488,2.6771,2.70703,2.7280100000000003,0.6980786928175071,0.6138145048165141,0.9977877177399368,0.9982868611705218,0
0.0174215268343687,0.4321112036705017,0.2590940296649933,2.6552387,2.65675,0.0298564656701023,0.0410999999999996,0.1661999999999999,2.61659,2.6354,2.6728,2.6924,0.1030991315963665,-0.4233998276583236,0.9961408150185208,0.9966391345858138,8
0.0110406996682286,0.8425033092498779,0.5721004009246826,2.6559639,2.6521,0.0324345967570124,0.0442999999999997,0.1688999999999998,2.617,2.632,2.6715,2.70421,-0.3906754429033965,0.35108534252389,0.9980403411105108,0.9985396109159684,45
0.0089579494670033,0.6457709074020386,0.4828287661075592,2.6323788500000003,2.6296,0.0348919038987198,0.0467749999999997,0.1846999999999998,2.5886,2.608075,2.64873,2.6823,-0.2600830660982365,0.1547778238492201,0.9964198239631494,0.996918283104702,57
0.0743228271603584,0.5089557766914368,0.4179635941982269,2.69506195,2.6961,0.0298541656590416,0.0380000000000002,0.1629,2.65328,2.678,2.71123,2.73101,0.1196738754144335,-0.327908860982432,0.9973368737907908,0.9978357916866342,0
0.0807977765798568,0.4285594522953033,0.9175162315368652,2.68886815,2.68925,0.0261442970947298,0.0386249999999996,0.1326,2.6547,2.6678,2.703,2.7219,-0.4307829090516883,0.1284241465540737,0.9976064859030842,0.9981055386724204,10
0.0770843178033828,0.0692550763487815,0.9694055318832396,2.6898105,2.6894,0.0261603514836861,0.0355249999999998,0.1478000000000001,2.6582,2.6713,2.703,2.7228,-0.0838202548040829,0.0955323367854196,0.9968214544267302,0.9973201144839724,0
0.0934103205800056,0.4322115480899811,0.682640016078949,2.7022567,2.7003,0.0275145284369912,0.0346000000000001,0.1503999999999998,2.6697,2.6854,2.7162,2.742,0.1791329055353769,-0.1529281153535349,0.9962134938151436,0.9967118497400138,0
0.0502008385956287,0.1800624877214431,0.8902970552444458,2.66100145,2.663,0.0293740193520992,0.0389999999999997,0.1528999999999998,2.6203,2.6423,2.6781,2.69671,-0.1883643142923046,-0.3617895270711445,0.997668876962882,0.9981679609433536,28
0.0411521010100841,0.9597473740577698,0.0524026080965995,2.67915735,2.6761,0.0333129810430933,0.0441499999999996,0.181,2.6362,2.65635,2.69533,2.72153,0.1610406318240067,0.4214566414846091,0.9976535447266096,0.9981526210371277,0
0.0111128482967615,0.2779314815998077,0.5020369291305542,2.6313638,2.6293,0.0411899281324937,0.0611999999999999,0.1962999999999999,2.5769,2.6013,2.6561,2.6845,-0.5199564993289472,0.093304972015232,0.9979041394139566,0.9984033410844988,135
0.0312465466558933,0.9948247075080872,0.989959955215454,2.66534065,2.6619,0.0317752364676881,0.0423,0.1665000000000001,2.62879,2.642,2.67903,2.70641,0.5920747267348978,0.7241037986603944,0.9965261495726258,0.9970246619035774,16
0.0043361047282814,0.2593714594841003,0.4045003652572632,2.6500464000000004,2.6504000000000003,0.0337924628732503,0.0502250000000001,0.1838999999999999,2.60879,2.623475,2.66923,2.69351,-0.4183266038350997,0.2020688145890029,0.9972990341623884,0.997797933128953,87
0.0557393804192543,0.1674795597791671,0.0251450072973966,2.67984085,2.67635,0.0280866287809252,0.0400499999999999,0.1382000000000003,2.64359,2.6591,2.69369,2.71841,-0.4112787767738171,0.3807569469749095,0.9957473401793774,0.996245462910833,0
