meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,rangeEntropy,percentile10Entropy,percentile25Entropy,percentile75Entropy,percentile90Entropy,kurtosisEntropy,skewnessEntropy,autoCorrEntropy,y_true,y_conformal
2.639597,2.637,0.0354532180626808,0.0476999999999998,0.1812,2.5893,2.6175,2.65783,2.6889,-0.3985032582013224,-0.0898494985066166,0.9978907170732092,1.0,-1.0
2.67892105,2.67845,0.0354205992594351,0.0489250000000001,0.1957999999999997,2.63618,2.654375,2.69773,2.72701,-0.0932277935618968,-0.0896814516853068,0.996948955590567,1.0,1.0
2.6885657000000003,2.69105,0.0303858311308083,0.0413249999999996,0.1654,2.6467,2.6675750000000003,2.7043,2.72631,-0.1055369699939556,-0.1246904425852491,0.9969250338593536,1.0,1.0
2.6767775,2.6771,0.0244066805147689,0.0358,0.1238999999999999,2.64459,2.6598,2.6905,2.7078100000000003,-0.5306629172478274,-0.0570761436072983,0.9971830683838212,1.0,1.0
2.6504347000000004,2.6526,0.0260173673900723,0.029725,0.1528,2.616,2.636075,2.6626,2.6843,0.8010467135344133,-0.5548253768395532,0.9967139133624912,-1.0,1.0
2.7070313,2.7068,0.0290347770838696,0.0415249999999995,0.1474999999999999,2.66939,2.6859,2.724,2.74131,-0.2910056479408229,0.0212506766425877,0.9976632962346668,1.0,1.0
2.6771139,2.672,0.0303022388082134,0.0417999999999998,0.1612,2.64069,2.6587,2.69033,2.7199,-0.2150288955418107,0.1829142065035127,0.9971792440986188,1.0,1.0
2.6852257,2.68685,0.0228279243364349,0.0330249999999998,0.1162999999999998,2.65229,2.668175,2.69793,2.7141,-0.4771657734707428,-0.0589012202068944,0.9974010358411918,1.0,1.0
2.6398214,2.6397,0.0345973149541984,0.0409000000000001,0.1957999999999997,2.59788,2.6207,2.6553,2.687,0.5448660163253027,-0.3271150803483495,0.9961762826373536,-1.0,-1.0
2.69265395,2.6927,0.0218040256465979,0.0301,0.1166,2.6649,2.6764,2.70393,2.7219100000000003,-0.1509451902697747,0.2458816799921109,0.997499309705334,1.0,1.0
2.6881975,2.69095,0.0236548072017084,0.032925,0.1254999999999997,2.65378,2.6731,2.70343,2.71671,-0.1326071527506895,-0.471584253897387,0.996426730458311,1.0,1.0
2.6652559,2.66195,0.0311941644412861,0.0362,0.1888999999999998,2.63047,2.6455,2.6768,2.7016,1.8567928663151465,0.8532542945072121,0.9981304078680832,1.0,-1.0
2.6876386,2.6892,0.0241019961837188,0.0325250000000001,0.1469,2.65638,2.672275,2.701,2.71751,0.3454826468394678,-0.4499314707115712,0.9940784904235608,1.0,1.0
2.6820945000000003,2.68085,0.0248896327765196,0.0301249999999999,0.1427,2.6514,2.6665,2.6928,2.71341,0.4700006604858893,0.4115294306553982,0.9965590893772188,1.0,1.0
2.691797,2.69235,0.0225310414983417,0.0339,0.1243999999999996,2.66289,2.6751,2.7061,2.71961,-0.3318079222017247,-0.1711316684736946,0.9965137575767558,1.0,1.0
2.6375092,2.6403,0.0395852530036123,0.063625,0.1867999999999998,2.58038,2.605,2.6631,2.685,-0.6860002894607122,-0.0544390859550466,0.998356358575794,-1.0,-1.0
2.6896388,2.6838,0.0339683671164805,0.0411999999999999,0.1839999999999997,2.65029,2.6671,2.7027,2.73591,0.3787171342091762,0.6105454591245981,0.9983496667233976,1.0,1.0
2.6671242000000004,2.6638,0.0315014760663687,0.0451999999999999,0.1695000000000002,2.629,2.6441,2.6832,2.7105,-0.3651760198862583,0.1545151223771106,0.9966127810324412,1.0,-1.0
2.64018605,2.6334,0.0330282874275597,0.0388999999999999,0.1913,2.60478,2.6189,2.6518,2.6907,0.6096349440755122,0.7487506223686007,0.9971612413540528,-1.0,-1.0
2.6650275500000005,2.66805,0.0249256383267811,0.0291000000000001,0.149,2.63209,2.6498,2.67583,2.69501,0.322743369038279,-0.1908255803186349,0.995926146189164,-1.0,-1.0
2.66453375,2.66065,0.0267364295659966,0.0393249999999998,0.1271,2.63198,2.644375,2.6785,2.703,-0.6736137253925345,0.2545679101675728,0.9969393729382052,1.0,-1.0
2.67246415,2.6709,0.0255599166621782,0.0339249999999999,0.1565000000000003,2.64318,2.656275,2.6865,2.7034,0.2590005303578708,-0.0683724447054561,0.9966209038724854,1.0,1.0
2.6886436,2.6902,0.0267257852838789,0.0327000000000001,0.1488999999999998,2.65429,2.6706,2.7005,2.722,0.1902049852529539,0.2783232581880976,0.9956907919180192,1.0,1.0
2.65608095,2.65485,0.0299739383814923,0.0381249999999999,0.1652,2.6169,2.635575,2.66853,2.69481,0.1037007285699469,0.4113897955201961,0.9974258424769514,-1.0,-1.0
2.7030488000000004,2.7046,0.0240702103970862,0.0313749999999997,0.1282000000000001,2.6716,2.68745,2.7156,2.7322,0.0826339234898116,-0.269210619180136,0.9977450741811102,-1.0,1.0
2.6975475500000003,2.69885,0.0252916724238928,0.0322249999999999,0.1526999999999998,2.66558,2.6814,2.71033,2.72845,0.2954057403243268,-0.2102733811517239,0.9942350011418324,1.0,1.0
2.6948836000000003,2.69435,0.0262166960359233,0.0353999999999996,0.1669,2.66599,2.6777,2.7093,2.72831,0.5482697757002781,-0.1932968519610595,0.9967198335566028,1.0,1.0
2.71446605,2.7119,0.0266196717184397,0.0370249999999998,0.1476000000000001,2.6821,2.698575,2.7294,2.75,-0.0027088210081278,-0.2223700228336626,0.9979175304958796,1.0,1.0
2.66071055,2.66005,0.0392887264198968,0.058875,0.1909999999999998,2.60866,2.63275,2.68653,2.7127,-0.6689138329171391,-0.1268981499726652,0.9978882374572052,1.0,-1.0
2.669816,2.6698,0.0290819666460162,0.0363250000000001,0.1802000000000001,2.63225,2.6519,2.68373,2.7037,0.7313992799841658,0.1578263872799991,0.9978686964894792,1.0,-1.0
2.6710301499999995,2.6768,0.039584759895413,0.0545999999999997,0.2151,2.61349,2.6436,2.69393,2.7156,-0.2234888497707947,-0.2803392887257905,0.99736755330826,-1.0,-1.0
2.644152,2.6408,0.0380839602194939,0.0563250000000001,0.1913,2.5974,2.6138,2.6621,2.69746,-0.4923758824275128,0.3855319466843016,0.9977231985559704,-1.0,-1.0
2.6491393,2.6474,0.0328020989497623,0.0402499999999999,0.2052999999999998,2.6119,2.6292,2.6647,2.69142,1.0570862255542215,-0.3283597655480679,0.9983419022302324,-1.0,1.0
2.6694465,2.66965,0.025446277286668,0.03715,0.1477999999999997,2.63499,2.65015,2.6843,2.7006,-0.3228141719652608,-0.0230373582184201,0.9962337597444194,-1.0,-1.0
2.7090075500000004,2.7071,0.0263996410581185,0.0406249999999999,0.1212999999999997,2.6737,2.688975,2.72523,2.7457,-0.7969737220409807,0.1474026677315979,0.9968520380600268,1.0,1.0
2.70070385,2.698,0.0300435011304857,0.0409250000000001,0.1497000000000001,2.663,2.6791,2.7152,2.74141,-0.3080703462215641,0.3791114025453379,0.997893242191764,1.0,1.0
2.68165565,2.68445,0.0264637304263306,0.0310000000000001,0.1680999999999999,2.65109,2.6667,2.6954,2.71271,1.5415697923036653,-0.7493287388640552,0.996959916995293,1.0,1.0
2.6775253,2.677,0.021185849284605,0.025325,0.141,2.6537,2.664775,2.6869,2.70161,1.2993573112598096,-0.1694064613052437,0.9926629620913302,1.0,1.0
2.6926454000000004,2.6938500000000003,0.0367837232868017,0.0581,0.1587999999999998,2.64339,2.663,2.7178,2.7419,-0.9647595792205732,-0.0217250894324698,0.9982950108488422,1.0,1.0
2.6565495,2.6616,0.0408966524271852,0.0613000000000001,0.1924999999999999,2.5976,2.627,2.6813,2.7073,-0.7097232313147521,-0.3090129793191383,0.9981153007102088,1.0,-1.0
2.71954555,2.71805,0.0233192377705082,0.0351250000000002,0.1181999999999998,2.6896,2.7015,2.7327,2.7525,-0.6404599200459282,0.1439661236715573,0.9970526815298691,1.0,1.0
2.6345509000000003,2.632,0.0401779990690178,0.0525249999999997,0.2052,2.5831,2.606075,2.6524,2.68773,0.2049685754549539,0.5641421207317288,0.997968812239069,-1.0,-1.0
2.66741305,2.6661,0.0303892211926778,0.0354000000000001,0.1846999999999998,2.6292,2.6491,2.6819,2.70602,0.470554174470418,0.144491533132313,0.997189585214537,1.0,-1.0
2.69564425,2.6945,0.0254731436406561,0.0326000000000004,0.1470000000000002,2.66488,2.6771,2.70703,2.7280100000000003,0.6980786928175071,0.6138145048165141,0.9977877177399368,1.0,1.0
2.6552387,2.65675,0.0298564656701023,0.0410999999999996,0.1661999999999999,2.61659,2.6354,2.6728,2.6924,0.1030991315963665,-0.4233998276583236,0.9961408150185208,-1.0,-1.0
2.6559639,2.6521,0.0324345967570124,0.0442999999999997,0.1688999999999998,2.617,2.632,2.6715,2.70421,-0.3906754429033965,0.35108534252389,0.9980403411105108,-1.0,-1.0
2.6323788500000003,2.6296,0.0348919038987198,0.0467749999999997,0.1846999999999998,2.5886,2.608075,2.64873,2.6823,-0.2600830660982365,0.1547778238492201,0.9964198239631494,-1.0,-1.0
2.69506195,2.6961,0.0298541656590416,0.0380000000000002,0.1629,2.65328,2.678,2.71123,2.73101,0.1196738754144335,-0.327908860982432,0.9973368737907908,1.0,1.0
2.68886815,2.68925,0.0261442970947298,0.0386249999999996,0.1326,2.6547,2.6678,2.703,2.7219,-0.4307829090516883,0.1284241465540737,0.9976064859030842,-1.0,1.0
2.6898105,2.6894,0.0261603514836861,0.0355249999999998,0.1478000000000001,2.6582,2.6713,2.703,2.7228,-0.0838202548040829,0.0955323367854196,0.9968214544267302,1.0,1.0
2.7022567,2.7003,0.0275145284369912,0.0346000000000001,0.1503999999999998,2.6697,2.6854,2.7162,2.742,0.1791329055353769,-0.1529281153535349,0.9962134938151436,1.0,1.0
2.66100145,2.663,0.0293740193520992,0.0389999999999997,0.1528999999999998,2.6203,2.6423,2.6781,2.69671,-0.1883643142923046,-0.3617895270711445,0.997668876962882,-1.0,-1.0
2.67915735,2.6761,0.0333129810430933,0.0441499999999996,0.181,2.6362,2.65635,2.69533,2.72153,0.1610406318240067,0.4214566414846091,0.9976535447266096,1.0,1.0
2.6313638,2.6293,0.0411899281324937,0.0611999999999999,0.1962999999999999,2.5769,2.6013,2.6561,2.6845,-0.5199564993289472,0.093304972015232,0.9979041394139566,-1.0,-1.0
2.66534065,2.6619,0.0317752364676881,0.0423,0.1665000000000001,2.62879,2.642,2.67903,2.70641,0.5920747267348978,0.7241037986603944,0.9965261495726258,-1.0,-1.0
2.6500464000000004,2.6504000000000003,0.0337924628732503,0.0502250000000001,0.1838999999999999,2.60879,2.623475,2.66923,2.69351,-0.4183266038350997,0.2020688145890029,0.9972990341623884,-1.0,-1.0
2.67984085,2.67635,0.0280866287809252,0.0400499999999999,0.1382000000000003,2.64359,2.6591,2.69369,2.71841,-0.4112787767738171,0.3807569469749095,0.9957473401793774,1.0,1.0
2.6403638499999995,2.6433,0.0345627978927849,0.0402999999999997,0.2024999999999996,2.59597,2.6202,2.6578,2.6838,0.4356134758060785,-0.3843842345800781,0.997694331373426,-1.0,-1.0
2.6644377500000003,2.6611,0.033950133577609,0.0451249999999996,0.1636000000000002,2.62399,2.64,2.67853,2.7131,-0.2003176817099778,0.5112141110873736,0.9984911682995464,-1.0,-1.0
2.6587459,2.6563,0.0303458646802163,0.0403250000000001,0.1731999999999995,2.62189,2.6384,2.67303,2.69752,0.128437802923615,0.2421732816106805,0.9981880978425056,-1.0,-1.0
2.7034315500000003,2.7034,0.0271002117998642,0.0387249999999999,0.1350000000000002,2.6691,2.6847,2.7196,2.7384,-0.2911406464778312,-0.19738054267727,0.9968670600205456,1.0,1.0
2.67970445,2.67695,0.0233037017488102,0.0282,0.1180000000000003,2.6512,2.6644,2.68933,2.7145200000000003,-0.1592125998033231,0.36766354283291,0.9959120093630586,1.0,1.0
2.7172677000000003,2.7179,0.0230411537625614,0.0275249999999998,0.1396000000000001,2.68577,2.7037,2.7281,2.74551,0.267365610861999,-0.0520454578544794,0.9966278412523456,1.0,1.0
2.6536698000000003,2.6549,0.0284306371360193,0.0413999999999998,0.1406999999999998,2.61618,2.6339,2.6703,2.69011,-0.1687459932073429,-0.4357679929227371,0.9969060327030204,-1.0,-1.0
2.6461828,2.6516,0.042725319240001,0.0577499999999999,0.2195,2.58579,2.619075,2.672,2.6947,-0.193777781775382,-0.3634659462017003,0.9979923723150742,-1.0,-1.0
2.67031915,2.6697,0.032285378242751,0.043625,0.1736000000000004,2.62579,2.649075,2.68943,2.7111400000000003,-0.3213358007250457,-0.1730224134168742,0.9973403565621992,1.0,-1.0
2.70071505,2.70155,0.0256048145569832,0.0350000000000001,0.1407000000000002,2.66519,2.6834,2.71513,2.73461,-0.2730387361314581,-0.1005612010359455,0.9978256121983438,1.0,1.0
2.6431721,2.6369,0.0401004621119258,0.0478499999999999,0.2290000000000001,2.59889,2.616475,2.65543,2.69892,0.8167393645052345,0.8150823135300184,0.9984999893275388,-1.0,-1.0
2.6575407,2.6597,0.0288408251183977,0.03715,0.1591,2.62109,2.638875,2.67173,2.6958,0.3256938349304743,-0.3511556201003529,0.9971657937914868,1.0,-1.0
2.6330709500000005,2.6333,0.0339967963357946,0.045325,0.1920999999999999,2.5903,2.61,2.6515,2.67341,-0.0348439936238538,0.0624699097257701,0.9973266554062252,-1.0,-1.0
2.63533725,2.6296,0.0316427795466438,0.0382249999999997,0.1774999999999997,2.5982,2.614275,2.6473,2.67951,0.2565655963546218,0.6472929214535753,0.9974368536238896,-1.0,-1.0
2.6702244,2.6692,0.024103868043117,0.0366249999999999,0.1139000000000001,2.63939,2.6523,2.6831,2.703,-0.6389742053581124,0.1335768641386205,0.9965766397336928,1.0,-1.0
2.6740041000000003,2.6754,0.0272253090559134,0.0313000000000003,0.1519999999999997,2.63448,2.6592,2.6868,2.70631,0.2116498786335912,-0.2274961841177825,0.9972624556468924,-1.0,1.0
2.6949082,2.6927,0.0241812971686797,0.0321500000000001,0.1335000000000001,2.6652,2.6788,2.70613,2.727,0.0698438352143573,0.3422600144727079,0.996075166746374,1.0,1.0
2.6352288,2.6344,0.0324905706407259,0.0490249999999998,0.1832000000000002,2.59567,2.611975,2.65523,2.67661,-0.1995158781855051,-0.1290147399483544,0.9981382861735908,-1.0,-1.0
2.6652024,2.6668,0.0329027780626499,0.0507749999999997,0.1661000000000001,2.6251,2.6377,2.68333,2.70491,-0.3947048272481264,0.13754672558623,0.997559679361868,-1.0,-1.0
2.69652265,2.6978,0.0268332853370119,0.0376500000000001,0.1485000000000003,2.66059,2.678175,2.7118,2.7289,-0.0827421721859482,-0.056943755129376,0.997105245551424,1.0,1.0
2.67582345,2.67875,0.0349433938691922,0.0544249999999997,0.1587,2.63058,2.6493,2.6988,2.72,-0.6362298635164203,-0.225017897862921,0.9975283919984486,1.0,1.0
2.6800804,2.6759500000000003,0.0345332182954325,0.0504499999999996,0.1696999999999997,2.6383,2.6547,2.6968,2.7268,-0.3669263912658902,0.3577876586012979,0.9975395887913094,1.0,1.0
2.7126585,2.71395,0.0224405777053533,0.0326249999999999,0.1183999999999998,2.6813,2.697,2.7261,2.7412,-0.4432024083258192,-0.2337228236706243,0.9966904403986168,1.0,1.0
2.69997085,2.6991,0.0298193044063321,0.0390999999999999,0.1611000000000002,2.6624,2.6817,2.71583,2.73944,-0.1006380272695222,-0.1279642770942418,0.997900389738824,1.0,1.0
2.71836795,2.71875,0.0239599865984415,0.0303999999999997,0.1404,2.68709,2.7029,2.7296,2.74791,0.2516322818864971,-0.0508188038243794,0.9969429424852646,1.0,1.0
2.6825139,2.68175,0.0326949379383108,0.04535,0.1532,2.63789,2.660975,2.70013,2.72721,-0.6126712137708199,0.0526936732341526,0.9976246702394668,1.0,1.0
2.72513265,2.7252,0.0192752683243969,0.0280249999999999,0.1036000000000001,2.70138,2.7103,2.7359,2.75021,-0.1775294035687338,0.2543677925537441,0.9966060886406732,1.0,1.0
2.6954253,2.6956,0.0251784560668441,0.0320249999999999,0.1379000000000001,2.66479,2.678375,2.7076,2.72911,0.1118911991496807,-0.0192897797646216,0.99583872157824,1.0,1.0
2.7172167,2.7161,0.0234411710695093,0.0288250000000003,0.1343999999999998,2.68698,2.703375,2.7284,2.7483,0.1185718829272617,-0.0262576211377043,0.9965720372025256,1.0,1.0
2.648754,2.64795,0.034178837663092,0.0489250000000001,0.1787999999999998,2.60429,2.6233,2.6653,2.6901,-0.2429488401193884,0.2287489539448056,0.996638168739016,-1.0,-1.0
2.65560695,2.65675,0.0274605405390625,0.0421749999999998,0.1386999999999996,2.6167,2.63475,2.673,2.68941,-0.6336754585169828,-0.0402203621105057,0.9967197362800444,-1.0,-1.0
2.670615,2.6705,0.0324792375988107,0.0350000000000001,0.2099999999999999,2.63349,2.6532,2.6833,2.71332,1.5971007316647032,-0.4741795644815335,0.9946958192991354,1.0,1.0
2.67402525,2.6726,0.0284245965219825,0.0339,0.1466000000000002,2.6406,2.6564,2.68563,2.71325,0.1610662381782615,0.1824801725090072,0.9966455166855616,1.0,1.0
2.68574715,2.6885,0.0317926976187535,0.0347999999999997,0.1875999999999997,2.64388,2.6703,2.70163,2.72033,0.9311864237066404,-0.5774260173757931,0.998243802951278,1.0,1.0
