Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
821,meanEntropy > 2.68,0.5046,0.6463076068850638,1.0,1.0,1.0
822,medianEntropy <= 2.65,0.2491,0.9339622641509434,-1.0,-1.0,-1.0
823,medianEntropy > 2.68,0.5113,0.671455938697318,1.0,1.0,1.0
824,medianEntropy <= 2.68,0.5086,0.8171428571428572,1.0,1.0,1.0
825,medianEntropy > 2.68,0.4959,0.6708860759493671,1.0,1.0,-1.0
826,meanEntropy <= 2.66,0.2498,0.9401197604790419,-1.0,-1.0,-1.0
827,medianEntropy <= 2.68,0.505,0.8168701442841287,-1.0,-1.0,1.0
828,meanEntropy > 2.68,0.4945,0.6661341853035144,1.0,1.0,1.0
829,meanEntropy <= 2.68,0.4985,0.7957824639289678,-1.0,-1.0,-1.0
830,medianEntropy > 2.68,0.4984,0.6666666666666666,1.0,1.0,1.0
831,medianEntropy > 2.68,0.4955,0.6482345103264491,1.0,1.0,1.0
832,medianEntropy > 2.69,0.2549,0.8080194410692588,1.0,1.0,1.0
833,meanEntropy > 2.68,0.4964,0.6507936507936508,1.0,1.0,1.0
834,medianEntropy > 2.69,0.2547,0.7882117882117882,1.0,1.0,1.0
835,medianEntropy <= 2.65,0.2517,0.9576059850374065,-1.0,-1.0,-1.0
836,medianEntropy <= 2.65,0.2459,0.9226932668329177,-1.0,-1.0,-1.0
837,medianEntropy > 2.69,0.245,0.8309178743961353,1.0,1.0,1.0
838,medianEntropy > 2.68,0.4961,0.6753150481838399,1.0,1.0,1.0
839,meanEntropy <= 2.68,0.5068,0.84,-1.0,-1.0,1.0
840,medianEntropy <= 2.65,0.2557,0.9301745635910225,-1.0,-1.0,-1.0
841,medianEntropy > 2.69,0.2515,0.7948260481712757,1.0,1.0,1.0
842,medianEntropy > 2.68,0.5061,0.6717032967032966,1.0,1.0,1.0
843,medianEntropy > 2.69,0.2545,0.8045356371490281,1.0,1.0,1.0
844,meanEntropy > 2.68,0.5013,0.6407551360355358,1.0,1.0,1.0
845,medianEntropy <= 2.68,0.4945,0.8351648351648352,-1.0,-1.0,1.0
846,medianEntropy <= 2.68,0.4981,0.8603945371775418,-1.0,-1.0,1.0
847,medianEntropy > 2.69,0.2534,0.8031383737517832,1.0,1.0,1.0
848,medianEntropy <= 2.68,0.4953,0.7965043695380774,-1.0,-1.0,-1.0
849,meanEntropy <= 2.68,0.5043,0.8068276436303081,-1.0,-1.0,1.0
850,medianEntropy <= 2.65,0.2505,0.940149625935162,-1.0,-1.0,-1.0
851,meanEntropy <= 2.66,0.2508,0.9321357285429142,-1.0,-1.0,-1.0
852,medianEntropy <= 2.68,0.4999,0.8342245989304813,-1.0,-1.0,-1.0
853,meanEntropy <= 2.68,0.4986,0.8022705771050141,-1.0,-1.0,-1.0
854,meanEntropy > 2.69,0.2444,0.818830242510699,1.0,1.0,1.0
855,medianEntropy <= 2.65,0.2505,0.9173076923076923,-1.0,-1.0,-1.0
856,medianEntropy > 2.68,0.4992,0.6556495003843198,1.0,1.0,1.0
857,meanEntropy > 2.69,0.2521,0.7955846279640229,1.0,1.0,1.0
