meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,y_true,y_conformal
2.8019742105263155,2.8044,0.0168459402623925,0.031225,-1.0,-1.0
2.77904925,2.7763,0.0287420441068045,0.0423249999999999,-1.0,-1.0
2.790300548320768,2.79,0.0250885250970054,0.0319000000000002,-1.0,-1.0
2.77052675,2.77225,0.0280606587491722,0.036,-1.0,-1.0
2.8282215499999994,2.8499,0.0326917800157394,0.0480249999999999,-1.0,-1.0
2.7929964500000004,2.79505,0.0308267681147002,0.0384249999999997,-1.0,-1.0
2.7733114,2.7722,0.0250266889547938,0.0356499999999999,-1.0,-1.0
2.80206565,2.8008,0.0342724124490456,0.0511249999999998,-1.0,-1.0
2.80512780016116,2.8101,0.0186302006490635,0.032,-1.0,-1.0
2.7560222000000003,2.7559,0.0262062919383876,0.0387249999999999,-1.0,-1.0
2.79463885,2.8004,0.0184740847047289,0.0116999999999998,-1.0,-1.0
2.76433925,2.7654,0.0272915046202568,0.039425,-1.0,-1.0
2.7474055,2.7478,0.0299705653892281,0.0468250000000001,-1.0,-1.0
2.79152424916574,2.7868,0.0251057813533401,0.03845,-1.0,-1.0
2.69724915,2.69935,0.0267996852458662,0.0325249999999996,1.0,1.0
2.632146,2.63605,0.0348632182106012,0.0416250000000002,1.0,1.0
2.75105935,2.7526,0.0173002049865745,0.0222999999999999,1.0,-1.0
2.7321318000000003,2.7323500000000003,0.0218560924860781,0.0300249999999997,1.0,1.0
2.75505895,2.75715,0.0245260363674504,0.0322999999999997,-1.0,-1.0
2.7679229191797345,2.76735,0.026252904590536,0.0379249999999999,-1.0,-1.0
2.7628714,2.7644,0.0220451559767673,0.02685,1.0,-1.0
2.7452146,2.7443,0.0294284975294356,0.0444499999999998,-1.0,-1.0
2.7795669039145907,2.7862,0.021302722513793,0.0370500000000002,-1.0,-1.0
2.8126573407202216,2.8169,0.0255870933015212,0.0366499999999998,-1.0,-1.0
2.7350224,2.7384,0.0222701344459345,0.0263249999999999,1.0,1.0
2.7797377,2.78705,0.0356916728202812,0.0409999999999999,-1.0,-1.0
2.7771870933333336,2.7829,0.0267571457138329,0.0334500000000002,-1.0,-1.0
2.76099465,2.76115,0.0174466600350181,0.0229249999999998,1.0,-1.0
2.778111986863711,2.78285,0.0254884758561804,0.0375,-1.0,-1.0
2.7980793000000004,2.8038,0.0255961854874901,0.0386999999999999,-1.0,-1.0
2.7902431151241536,2.7837,0.0289212890922327,0.0666500000000001,-1.0,-1.0
2.74053755,2.7403,0.023431151166716,0.0282249999999999,1.0,1.0
2.8138402564102565,2.8166,0.0152435861227918,0.01295,-1.0,-1.0
2.70030145,2.6981,0.0474975114389954,0.0764999999999997,-1.0,1.0
2.8040258,2.8041,0.0221422301126151,0.0394749999999999,-1.0,-1.0
2.6951214500000003,2.69335,0.0263895953909395,0.0356249999999995,1.0,1.0
2.77229545,2.7789,0.0282760546098196,0.0325999999999999,-1.0,-1.0
2.74280305,2.7492,0.030286355602771,0.0314499999999999,1.0,-1.0
2.6876944,2.69065,0.0299794779580966,0.0358249999999999,1.0,1.0
2.797939332365748,2.8044,0.026854951031604,0.0471000000000003,-1.0,-1.0
2.7804164,2.78295,0.0249050731988484,0.0318499999999994,-1.0,-1.0
2.72702675,2.7285,0.0266829593455729,0.0299249999999999,1.0,1.0
2.7316368000000004,2.7345,0.0197690780199785,0.0270000000000001,1.0,1.0
2.6522210000000004,2.65095,0.0390433653646813,0.0505749999999998,1.0,1.0
2.65025775,2.6549,0.0363741166207167,0.0415999999999998,1.0,1.0
2.66643195,2.6651,0.0291743336547298,0.0417249999999995,1.0,1.0
2.74789755,2.75505,0.0312976393518345,0.0336749999999996,-1.0,-1.0
2.74401665,2.74615,0.028484563499859,0.0443999999999999,-1.0,-1.0
2.75457015,2.75925,0.0280263573083891,0.0374000000000003,1.0,-1.0
2.76199755,2.7695,0.0288943900956137,0.0402999999999997,-1.0,-1.0
2.6916928500000004,2.69115,0.0355672971123404,0.0548250000000001,1.0,1.0
2.7101760000000006,2.71055,0.0284412083779856,0.0371000000000001,-1.0,1.0
2.73596325,2.7362,0.0268539424375174,0.0341249999999999,1.0,1.0
2.7772468,2.7872,0.0306807894253065,0.0376250000000002,-1.0,-1.0
2.63693925,2.63875,0.0310420067720741,0.0409000000000001,1.0,1.0
2.7680269,2.7635,0.019294620141117,0.0282,-1.0,-1.0
2.7948233668341707,2.80025,0.0315163139811096,0.033325,-1.0,-1.0
2.799868397493286,2.7997,0.0248961203384474,0.0328999999999997,-1.0,-1.0
2.72030535,2.7209,0.024635612563472,0.0288249999999998,1.0,1.0
2.78291325,2.7852,0.0253218413516375,0.031225,-1.0,-1.0
