SafetyMargin,Eta,Tau,NumberOfCollisions,NumberOfDeadlocks,meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy
0.12796856462955475,0.4996943175792694,0.38783079385757446,0,0,2.7218202000000002,2.72265,0.01949580395777512,0.0264249999999997
0.07884283363819122,0.15305419266223907,0.8192526698112488,0,0,2.68662815,2.6847,0.025028795467970488,0.027525000000000244
0.16451023519039154,0.20100359618663788,0.9907841086387634,5,0,2.72374135,2.7256,0.02879232510891574,0.0365000000000002
0.3942907750606537,0.8858804702758789,0.9140233993530273,0,20,2.7586033212996393,2.7564,0.021784885707449977,0.03770000000000007
0.32875579595565796,0.6063543558120728,0.5793030858039856,0,19,2.790041,2.79755,0.021482120449341127,0.02190000000000003
0.30361059308052063,0.7193858027458191,0.7851577401161194,0,17,2.7611313,2.75975,0.028590078004615518,0.0391250000000003
0.09534400701522827,0.22880348563194275,0.2583635449409485,0,0,2.7033595000000004,2.70265,0.024452719680027414,0.029900000000000038
0.454751193523407,0.21468688547611237,0.47522664070129395,0,19,2.80524005,2.8051500000000003,0.023720951519648193,0.03190000000000026
0.48511791229248047,0.8369441032409668,0.8217340707778931,0,20,2.7660268535262205,2.7634499999999997,0.018489886597125645,0.032399999999999984
0.2835945188999176,0.7322672605514526,0.32461369037628174,0,17,2.78787,2.7886,0.025303455495248078,0.04262499999999969
0.24403919279575348,0.6722785830497742,0.7225396633148193,0,13,2.7368653,2.7408,0.028209707122017414,0.04150000000000009
0.13918469846248627,0.5434049367904663,0.6711556315422058,0,0,2.71972205,2.7178,0.02297674756786738,0.02839999999999998
0.2853337824344635,0.5163986086845398,0.5525401830673218,0,16,2.7602377500000004,2.759,0.027637306669382605,0.04182499999999978
0.33799344301223755,0.5976815819740295,0.39755743741989136,0,17,2.77189505,2.7748,0.027608983510761496,0.044399999999999995
0.08710762858390808,0.4321112036705017,0.2590940296649933,0,0,2.7088712,2.7135,0.029253104289288685,0.03862500000000013
0.11414917558431625,0.147920623421669,0.12434141337871552,0,0,2.71896865,2.723,0.029998747676819773,0.041449999999999765
0.1667531430721283,0.08373992145061493,0.32826533913612366,0,0,2.73801095,2.73895,0.020471337403733542,0.024325000000000152
0.47715333104133606,0.008564796298742294,0.6945669651031494,0,17,2.7958839499999995,2.7964,0.020959314335099323,0.029300000000000104
0.37739044427871704,0.1627049595117569,0.9910581707954407,0,7,2.7720371,2.7715,0.019527705282239387,0.024824999999999875
0.017193811014294624,0.23361113667488098,0.9072186350822449,83,0,2.64551025,2.648,0.04469319433579905,0.05007500000000009
0.24571320414543152,0.6114605069160461,0.6353805661201477,0,11,2.7557319500000004,2.7585,0.021657194051804125,0.027900000000000258
0.3292276859283447,0.11605885624885559,0.8128532767295837,0,14,2.754785,2.7558499999999997,0.03633833299698818,0.04709999999999992
0.08453487604856491,0.6121701598167419,0.12075778096914291,0,0,2.7000726,2.69885,0.02861042605834454,0.03732500000000005
0.32015231251716614,0.3750571310520172,0.7075755596160889,0,19,2.7504159500000003,2.7518,0.02600474784722013,0.030200000000000227
0.03695179894566536,0.851985514163971,0.12319295853376389,0,0,2.6775715,2.6769499999999997,0.024661996629429663,0.033399999999999874
0.4343726336956024,0.15163196623325348,0.12641876935958862,0,20,2.7834882352941177,2.7769,0.04015909247792481,0.07469999999999999
0.3513872027397156,0.19609230756759644,0.29156693816185,0,19,2.79673585,2.7998,0.017081447238963682,0.019224999999999604
0.1743537038564682,0.3751686215400696,0.5768851041793823,0,0,2.7438775000000004,2.7454,0.022728793935226744,0.026900000000000368
0.14966656267642975,0.4514111280441284,0.7902624607086182,0,0,2.7281417,2.7304,0.02532747976230561,0.03100000000000014
0.2895689606666565,0.9426515698432922,0.11409664899110794,0,20,2.7358071895424834,2.7427,0.026711909045202386,0.044500000000000206
0.24891559779644012,0.8478437662124634,0.16788159310817719,0,15,2.7699702999999998,2.77135,0.02625567306145474,0.04049999999999976
0.256479412317276,0.6779555678367615,0.3655495047569275,0,17,2.7652082,2.7659,0.026139458731197936,0.03445000000000009
0.10538378357887268,0.11133082211017609,0.7912226915359497,0,0,2.70567505,2.70525,0.022733820015507732,0.02784999999999993
0.3511050343513489,0.1569918394088745,0.7963638305664062,0,20,2.756903747433265,2.7628,0.024747307349885166,0.032324999999999715
0.14306966960430145,0.6964691877365112,0.7129552960395813,0,0,2.7284817,2.7295499999999997,0.018104167893333294,0.02330000000000032
0.37273573875427246,0.10606490075588226,0.6977779269218445,0,19,2.7933192,2.796,0.03345036025755179,0.058800000000000185
0.028765346854925156,0.5067260265350342,0.981974184513092,94,0,2.63949405,2.6333,0.033897466566065085,0.03620000000000001
0.06407203525304794,0.10517212003469467,0.9640833139419556,7,0,2.6642658,2.6691,0.032783969868824606,0.04344999999999999
0.01998148486018181,0.5238333344459534,0.05501367151737213,5,0,2.6639977500000005,2.6632,0.03967859170809241,0.06162500000000026
0.131572425365448,0.8666370511054993,0.8920190334320068,0,0,2.72160015,2.7238,0.018194400649032112,0.022025000000000183
0.13412988185882568,0.5705316066741943,0.479164183139801,0,0,2.72869355,2.7308,0.021323725129477257,0.030774999999999775
0.15577217936515808,0.14163026213645935,0.9315087795257568,12,0,2.7221751999999997,2.7239,0.019320815587339994,0.02762500000000001
0.47405457496643066,0.6501535773277283,0.777426540851593,0,20,2.815904059243006,2.8285,0.026680618801236528,0.04499999999999993
0.19057227671146393,0.7809038758277893,0.08226676285266876,0,0,2.75074155,2.754,0.024158560151579817,0.027325000000000266
0.06483042985200882,0.41950860619544983,0.362746924161911,0,0,2.69149395,2.693,0.0379599071178724,0.04499999999999993
0.22388212382793427,0.8114036321640015,0.21409930288791656,0,19,2.7516394,2.756,0.031419431529548715,0.04004999999999992
0.16384735703468323,0.6613289713859558,0.11627702414989471,0,0,2.7496739,2.74985,0.023958650395838246,0.030524999999999913
0.07408391684293747,0.1532159298658371,0.9440820813179016,0,0,2.68305695,2.68385,0.02816815882690063,0.03994999999999971
0.04427201300859451,0.9438502192497253,0.5061460137367249,0,0,2.6679797499999998,2.6653,0.02777470728806156,0.039699999999999847
0.3526150584220886,0.7493422627449036,0.8085767030715942,0,19,2.7761978,2.7818,0.028105639917283504,0.024700000000000166
0.37662240862846375,0.4909623861312866,0.18689532577991486,0,20,2.7708002830856335,2.7723,0.020069049944292358,0.02619999999999978
0.054366160184144974,0.7479054927825928,0.18280713260173798,0,0,2.6951214500000003,2.6933499999999997,0.026389595390939595,0.035624999999999574
0.26119744777679443,0.917385458946228,0.35617077350616455,0,18,2.78336755,2.78255,0.027097409691656874,0.03174999999999972
0.2789037823677063,0.9020615220069885,0.37655049562454224,0,18,2.74854845,2.75625,0.039630088160354876,0.059250000000000025
0.1699773669242859,0.7377549409866333,0.7734761834144592,0,4,2.7245904,2.72545,0.021788242651485226,0.033825000000000216
0.44547149538993835,0.0933440551161766,0.3843768537044525,0,19,2.7686481,2.76515,0.01620071839117019,0.030299999999999994
0.0010149006266146898,0.28304195404052734,0.14449836313724518,59,0,2.63665835,2.6308499999999997,0.03476824140329073,0.04082499999999989
0.30945348739624023,0.4981094300746918,0.6940352320671082,0,14,2.7551530999999994,2.7555,0.024685042239988166,0.03500000000000014
0.31649067997932434,0.3666955828666687,0.19223588705062866,0,19,2.7634391999999997,2.76795,0.02749759813801926,0.03352500000000003
0.07015420496463776,0.5754058361053467,0.16438007354736328,0,0,2.7005427,2.70025,0.027347164143837654,0.03382499999999977
0.48985180258750916,0.8813075423240662,0.16133177280426025,0,20,2.7843476666666667,2.7892,0.013641103128250138,0.02422499999999994
0.12898582220077515,0.90858393907547,0.9318147897720337,0,0,2.71599605,2.7147,0.023243005601632075,0.03302499999999986
0.08841084688901901,0.7697943449020386,0.17417757213115692,0,0,2.7066292499999998,2.7077,0.024196420384790397,0.029100000000000126
0.37182193994522095,0.9487277865409851,0.3018050789833069,0,17,2.7800104,2.7752,0.031633358055065855,0.05010000000000003
0.2645922005176544,0.14769984781742096,0.6848868727684021,0,16,2.7457314999999998,2.75035,0.03387235816635742,0.036775
0.31527531147003174,0.5077237486839294,0.641852080821991,0,17,2.7650843999999997,2.765,0.023402451509190233,0.0360999999999998
0.46056148409843445,0.6523263454437256,0.36310872435569763,0,20,2.785382802547771,2.7907,0.01985972841022484,0.025300000000000544
0.27950018644332886,0.3136194944381714,0.9011628031730652,0,16,2.7463118000000004,2.7448,0.025116696254881936,0.028900000000000148
0.2926102876663208,0.7974020838737488,0.42440569400787354,0,19,2.75983985,2.7628,0.029594233002014088,0.030899999999999928
0.07750336825847626,0.09626934677362442,0.2022814005613327,0,0,2.68891575,2.6876,0.02704881230179063,0.03190000000000026
0.09819605946540833,0.7888463735580444,0.2181219607591629,0,0,2.72358985,2.7204,0.024489777703717523,0.03362500000000024
0.1617172807455063,0.8333927989006042,0.4762580692768097,0,0,2.73944445,2.7405,0.02322045605059255,0.02412499999999973
0.17560410499572754,0.9406735897064209,0.14449617266654968,0,6,2.7405452,2.7416,0.023829648066222047,0.037924999999999986
0.3778775930404663,0.3210000693798065,0.7622047066688538,0,20,2.7829642953020133,2.7878,0.028483037699373607,0.042999999999999705
0.2370448261499405,0.6889638304710388,0.2735185921192169,0,10,2.74750585,2.7468500000000002,0.024186913006365655,0.0349999999999997
0.15335117280483246,0.3569827377796173,0.19072598218917847,0,0,2.73169135,2.73475,0.026501617689822256,0.03359999999999985
0.30795010924339294,0.8262228965759277,0.9779536724090576,0,20,2.770055864978903,2.7594,0.039415386078216354,0.06240000000000023
0.41363853216171265,0.29773902893066406,0.17168433964252472,0,20,2.8105305555555558,2.8088,0.027742341075400266,0.03224999999999989
0.08255775272846222,0.8983790278434753,0.7691053748130798,0,0,2.6993960500000003,2.7038,0.022277106620867536,0.031299999999999883
0.26042309403419495,0.597798764705658,0.09258776903152466,0,14,2.7753934,2.7771,0.020023373502983957,0.03442500000000015
0.45378732681274414,0.6695907711982727,0.11134184896945953,0,20,2.8210748490945674,2.82755,0.02294877401080411,0.023074999999999957
0.11343089491128922,0.052645422518253326,0.3395876884460449,0,0,2.7161033,2.7157,0.02297347969093929,0.034499999999999975
0.4422382116317749,0.6577461957931519,0.668237030506134,0,20,2.780301959247649,2.77245,0.026625946715208043,0.029100000000000126
0.0623040571808815,0.14940184354782104,0.12190619856119156,0,0,2.6942927,2.6958,0.02896758251407942,0.04212499999999997
0.3546075224876404,0.09325747936964035,0.024550803005695343,0,19,2.7942532,2.79765,0.03100607133707849,0.053600000000000314
0.44815772771835327,0.4600387215614319,0.6275993585586548,0,20,2.7950912423625254,2.798,0.03150467758055146,0.061799999999999855
0.13300736248493195,0.8020878434181213,0.41777268052101135,0,0,2.72377945,2.7245,0.019923569777966495,0.026800000000000157
0.10630246996879578,0.35743778944015503,0.934637725353241,0,0,2.6982948500000004,2.7007,0.0253443975757464,0.031124999999999847
0.3929021656513214,0.5028311014175415,0.7870823740959167,0,20,2.7718961217183775,2.77485,0.02362908164272874,0.02582500000000021
0.019179999828338623,0.5245962738990784,0.14941327273845673,0,0,2.6479318000000003,2.6473500000000003,0.036546695729709956,0.04472499999999968
0.145263671875,0.9504550695419312,0.906309187412262,0,0,2.72889995,2.7295,0.01815647694343537,0.02330000000000032
0.04763138294219971,0.5627231001853943,0.961502730846405,2,0,2.6656098499999996,2.6618,0.02873637760709411,0.03452499999999992
0.05704478174448013,0.5240231156349182,0.15977726876735687,0,0,2.6956423999999997,2.6953,0.027901172954555156,0.04012500000000019
0.031431734561920166,0.8765671849250793,0.44621506333351135,6,0,2.66206415,2.6623,0.03453848910675596,0.04342500000000005
0.44631117582321167,0.8233533501625061,0.704203188419342,0,20,2.8011997440273033,2.7967500000000003,0.023891411231888347,0.043524999999999814
0.2526409327983856,0.06845603138208389,0.26702508330345154,0,18,2.7512274,2.75515,0.031662177897927364,0.04512499999999964
0.25752371549606323,0.13055354356765747,0.774493396282196,0,0,2.76099465,2.7611499999999998,0.017446660035018165,0.022924999999999862
0.33774110674858093,0.5426986813545227,0.0509398877620697,0,18,2.7935988000000003,2.7993,0.028909052882444976,0.045725000000000016
0.27495187520980835,0.4200409948825836,0.5702832341194153,0,14,2.7507581,2.75075,0.025819452635367782,0.03520000000000012
0.39484497904777527,0.5119776129722595,0.6040897369384766,0,17,2.77205865,2.7699,0.015531161102039342,0.021700000000000053
0.18894924223423004,0.42270922660827637,0.22672803699970245,0,8,2.73039915,2.7291,0.021158133052741213,0.0290250000000003
0.31359341740608215,0.74512779712677,0.7306840419769287,0,19,2.7787495,2.7825,0.028655157821062507,0.03224999999999989
0.12775446474552155,0.5416097640991211,0.8659324645996094,0,0,2.7147839,2.7144500000000003,0.02436571445268946,0.02962499999999979
0.18297086656093597,0.7572996616363525,0.1078481525182724,0,8,2.75164625,2.7571,0.027085304243030017,0.029900000000000038
0.33156853914260864,0.401988685131073,0.28466400504112244,0,20,2.7810775024777006,2.7824,0.03020336061392623,0.03750000000000009
0.3592683970928192,0.9676985144615173,0.40874966979026794,0,20,2.777845794392523,2.7756,0.01628016146150684,0.0248999999999997
0.04908575490117073,0.8873276710510254,0.7497718930244446,11,0,2.66428805,2.66425,0.03222959590496753,0.044399999999999995
0.2889876961708069,0.6895092725753784,0.39192017912864685,0,16,2.7525344,2.7588,0.031883990444108466,0.04665000000000008
0.3923514485359192,0.8679067492485046,0.6610128283500671,0,19,2.8031458,2.8076499999999998,0.01570476909604213,0.028000000000000025
0.47945499420166016,0.6098015904426575,0.653820276260376,0,20,2.799956113902848,2.7851,0.03477021651870387,0.04479999999999995
0.4910196363925934,0.6547917127609253,0.5670648217201233,0,20,2.8084706033376126,2.8091,0.027529636657631286,0.04084999999999983
0.11327371001243591,0.9476322531700134,0.49414363503456116,0,0,2.7198674499999997,2.71995,0.02152372703547181,0.02959999999999985
0.3739404082298279,0.11390459537506104,0.529537558555603,0,18,2.7644704,2.7683,0.030266307568648013,0.043849999999999945
0.13202714920043945,0.22420617938041687,0.0817667618393898,0,0,2.7354674,2.7353,0.026476853235231714,0.034800000000000164
0.09446921199560165,0.8479000329971313,0.6672279834747314,0,0,2.7017318500000003,2.70065,0.02517690748637529,0.03622499999999995
0.1906013786792755,0.9305565357208252,0.6553329825401306,0,0,2.75002885,2.7509,0.020051933888717566,0.023800000000000043
0.2804710566997528,0.9602606892585754,0.15792818367481232,0,17,2.77563415,2.7765500000000003,0.023840054923961483,0.037799999999999834
0.24244558811187744,0.42732423543930054,0.9990278482437134,0,3,2.75284305,2.7552,0.021529672819100155,0.026124999999999954
0.1830112785100937,0.5029648542404175,0.8481897115707397,0,0,2.73906385,2.7399500000000003,0.020790492735322557,0.028750000000000053
0.40398600697517395,0.1109064593911171,0.7047212719917297,0,20,2.764110936329588,2.7704,0.02439870814302225,0.04485000000000028
0.16905838251113892,0.8432838320732117,0.8731365203857422,0,0,2.7295770500000005,2.7288,0.021802328964986743,0.02892500000000009
0.15142405033111572,0.09992420673370361,0.46789219975471497,0,0,2.7330713500000003,2.734,0.020434422531050392,0.026699999999999946
0.3464144170284271,0.7813680768013,0.13110245764255524,0,18,2.81086645,2.8069,0.025505079286242186,0.0376000000000003
0.45584478974342346,0.23290163278579712,0.1666366010904312,0,19,2.8052491999999996,2.81575,0.03248677868548989,0.034250000000000114
0.45952317118644714,0.21842654049396515,0.5837205052375793,0,20,2.774815821256039,2.7823,0.01855819814224676,0.021949999999999914
0.17786236107349396,0.04824402555823326,0.859623372554779,0,0,2.7398725,2.73955,0.018954466327227467,0.021500000000000075
0.24478256702423096,0.15392158925533295,0.06434974819421768,0,15,2.7586245,2.7617,0.025992840740288466,0.038525000000000365
0.3898223340511322,0.03558903560042381,0.4162314534187317,0,20,2.792056599552573,2.79045,0.020798637670028496,0.023675000000000335
0.39670926332473755,0.10366169363260269,0.007846965454518795,0,20,2.8078299670691544,2.8075,0.020904108911245875,0.04039999999999999
0.07444159686565399,0.3342536985874176,0.9323297142982483,0,0,2.68867745,2.6893,0.027708895439867324,0.03544999999999954
0.13808366656303406,0.013493403792381287,0.12326973676681519,0,0,2.72357425,2.7227,0.028336487290020616,0.03792499999999954
0.1868267059326172,0.3601522147655487,0.4433733820915222,0,10,2.7174109,2.7237,0.032482289038643815,0.044099999999999806
0.48215368390083313,0.5465707182884216,0.13539403676986694,0,20,2.792611312849162,2.79455,0.02923855165266744,0.04874999999999963
0.3426585793495178,0.5260284543037415,0.21243025362491608,0,20,2.7778019986675546,2.7753,0.023361772501098232,0.028500000000000192
0.394183486700058,0.8153854608535767,0.717801570892334,0,20,2.795111162521689,2.7918,0.03365409398525506,0.052300000000000235
