meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,y_true,y_conformal
2.66593895,2.6651,0.0350058679066453,0.0485250000000001,-1.0,-1.0
2.7080230000000003,2.70895,0.0305862166833363,0.037725,1.0,1.0
2.7001435,2.6989,0.0256445467448734,0.0390499999999995,1.0,1.0
2.6666779000000003,2.6674,0.0325312674451826,0.0494249999999998,1.0,-1.0
2.6787448000000005,2.6814,0.0252719770291127,0.0325000000000001,1.0,1.0
2.6636388500000003,2.6647,0.0300714875867074,0.0420249999999997,1.0,-1.0
2.6971411,2.6967,0.0280783306268374,0.0391000000000003,1.0,1.0
2.7008708500000003,2.6971,0.024887631773182,0.0343249999999999,1.0,1.0
2.6632389,2.6619,0.0313357925827638,0.0487999999999999,1.0,-1.0
2.625379950000001,2.6271,0.0321164895808601,0.0458250000000002,-1.0,-1.0
2.70737525,2.70545,0.0242568819603324,0.0316499999999999,1.0,1.0
2.6645692,2.66235,0.0266482294226089,0.0328249999999998,1.0,-1.0
2.67895955,2.6797,0.0336865490781929,0.0496999999999996,1.0,1.0
2.69855665,2.69695,0.0298311943404467,0.0443249999999997,1.0,1.0
2.6725095000000003,2.6732,0.0273933957323658,0.0369999999999999,1.0,1.0
2.667301,2.6671,0.03401443427429,0.0468000000000001,1.0,-1.0
2.70983705,2.71085,0.0233510045243775,0.0335999999999998,1.0,1.0
2.7081992500000007,2.7112,0.0267244398339329,0.0348250000000001,1.0,1.0
2.6655512000000003,2.66725,0.0343197061257814,0.0500249999999997,1.0,-1.0
2.71268055,2.7131,0.0273269178045658,0.0360499999999999,1.0,1.0
2.6509319,2.6509,0.0342172928851772,0.0521500000000001,1.0,-1.0
2.70666095,2.7047,0.024618570837835,0.0388999999999999,1.0,1.0
2.66572305,2.6641,0.0284272507235135,0.0369250000000001,1.0,-1.0
2.6603641500000004,2.6595,0.031545837598287,0.0473249999999998,1.0,-1.0
2.6574954500000003,2.65775,0.0295405303658803,0.0402249999999999,-1.0,-1.0
2.68005535,2.6785,0.0286633401992423,0.0387499999999998,1.0,1.0
2.69561875,2.6958,0.0289029748198606,0.0404499999999998,1.0,1.0
2.6862454500000004,2.6874,0.0272965043420856,0.0344249999999997,1.0,1.0
2.67586285,2.6732,0.0250068783513156,0.0308999999999999,1.0,1.0
2.6465931,2.6419,0.0387233867629111,0.0514999999999998,-1.0,-1.0
2.6724234,2.6759500000000003,0.030810506202268,0.03845,1.0,1.0
2.6922637000000003,2.6937,0.0248374115460931,0.0302249999999997,1.0,1.0
2.67470665,2.6752,0.0231705382064703,0.0278999999999998,1.0,1.0
2.70560315,2.7081,0.0232480421772995,0.0306000000000001,1.0,1.0
2.7027309,2.7004,0.0254868482788672,0.0352000000000001,1.0,1.0
2.6286939,2.62405,0.048388818675289,0.0732749999999997,-1.0,-1.0
2.6542995,2.6567,0.0335771164597259,0.0485250000000001,1.0,-1.0
2.6442873,2.6424,0.042985942687232,0.0507249999999999,-1.0,-1.0
2.7010638,2.7022,0.0216207293947267,0.0339,-1.0,1.0
2.68081795,2.6819,0.0263503812647464,0.0375999999999998,1.0,1.0
2.66453375,2.66065,0.0267364295659966,0.0393249999999998,1.0,-1.0
2.69565535,2.6936,0.0239728188033343,0.0331999999999998,1.0,1.0
2.64511485,2.6429,0.0426895320245783,0.0649250000000001,-1.0,-1.0
2.6590272,2.6564,0.0354736089249458,0.0552499999999995,-1.0,-1.0
2.6319790000000003,2.6322,0.030960982203412,0.0388999999999999,-1.0,-1.0
2.7118843000000004,2.7094,0.0226377830961867,0.0332500000000002,1.0,1.0
2.65891925,2.6595,0.0319504110214172,0.0387249999999999,-1.0,-1.0
2.69223815,2.6883,0.0332861873692001,0.0450249999999998,1.0,1.0
2.6853226,2.6879,0.022828746992334,0.029725,1.0,1.0
2.70236945,2.70305,0.0239054874808588,0.0331999999999998,1.0,1.0
2.65323735,2.6557500000000003,0.040977825100626,0.0564749999999998,-1.0,-1.0
2.63909605,2.6374500000000003,0.0377526610902794,0.0500749999999996,-1.0,-1.0
2.65243455,2.65065,0.0383115739861663,0.0526249999999999,-1.0,-1.0
2.67555735,2.6769,0.0300137644419606,0.0396999999999998,1.0,1.0
2.66814945,2.6668,0.0222387634480314,0.0344999999999999,-1.0,-1.0
2.7055818,2.7055,0.029584572985933,0.0375499999999999,1.0,1.0
2.6496603,2.6485,0.0264338458024934,0.0357249999999997,-1.0,-1.0
2.6803865,2.6825,0.0294778290881469,0.039425,1.0,1.0
2.6975475500000003,2.69885,0.0252916724238928,0.0322249999999999,1.0,1.0
2.6610716,2.66205,0.028086227825039,0.0389000000000003,1.0,-1.0
2.67301695,2.673,0.024264831705526,0.0318999999999998,1.0,1.0
2.673088,2.6717,0.0285172925783637,0.0359249999999997,-1.0,1.0
2.70501495,2.7016,0.0208444503764791,0.0273249999999998,1.0,1.0
2.63858705,2.6359,0.0397220873985431,0.0470999999999999,-1.0,-1.0
2.6677351,2.66575,0.0265637016996878,0.0351000000000003,-1.0,-1.0
2.6356766,2.6341,0.0456155482531998,0.0730249999999999,-1.0,-1.0
2.7099402,2.7115,0.0225945441193222,0.0287249999999996,1.0,1.0
2.69060815,2.6903,0.0288129470651216,0.038675,1.0,1.0
2.6375092,2.6403,0.0395852530036123,0.063625,-1.0,-1.0
2.6384327,2.63565,0.0319866409725997,0.0485249999999997,-1.0,-1.0
2.70085635,2.7002,0.0246167426699289,0.0288249999999998,1.0,1.0
2.7030201500000004,2.7025,0.0257330971508969,0.0337499999999995,1.0,1.0
2.67673215,2.67645,0.0252305053730102,0.03505,1.0,1.0
2.69378375,2.69515,0.0278607708245392,0.0383249999999999,-1.0,1.0
2.683977,2.68195,0.0271324361420053,0.0334249999999998,1.0,1.0
2.71429615,2.7148,0.0226159631715631,0.0321000000000002,1.0,1.0
2.6905032,2.6911,0.0232696078557417,0.0308999999999999,1.0,1.0
2.69031555,2.69025,0.031274721632614,0.0404499999999998,-1.0,1.0
2.6560337,2.65675,0.0253463769464197,0.0344250000000001,1.0,-1.0
2.65534245,2.6531,0.0380175388866441,0.0500249999999997,-1.0,-1.0
2.7089804,2.7088,0.0219377181092291,0.0278999999999998,1.0,1.0
2.65196385,2.6482,0.0311398869326383,0.0428000000000001,-1.0,-1.0
2.6753749,2.67525,0.0359882016776331,0.049525,1.0,1.0
2.6924893,2.693,0.0266058086798728,0.0339249999999999,1.0,1.0
2.65175355,2.6563,0.0482259267137242,0.0645000000000002,-1.0,-1.0
2.6856207000000003,2.6848,0.0255262326149003,0.0354000000000001,1.0,1.0
2.68656515,2.6863,0.0272115383702851,0.0323999999999999,1.0,1.0
2.6758696,2.674,0.0235359524098771,0.0311499999999997,1.0,1.0
2.6765517500000007,2.67315,0.0283169033783268,0.0407999999999999,-1.0,1.0
2.6673411500000004,2.66505,0.0322014987489324,0.0442999999999997,1.0,-1.0
2.69326815,2.6922,0.0234182091667467,0.0320249999999999,1.0,1.0
2.65481685,2.6535,0.0292555953806703,0.036,-1.0,-1.0
2.65282965,2.65555,0.033883096757491,0.0448749999999997,-1.0,-1.0
2.69799505,2.6956,0.0258975193888816,0.0350000000000001,1.0,1.0
2.6512464,2.6494,0.0354024165423774,0.0499999999999998,-1.0,-1.0
2.71133465,2.7123,0.0250387197032416,0.0332499999999997,1.0,1.0
2.6343927000000003,2.6309,0.0359376053279847,0.0502500000000001,-1.0,-1.0
2.6615732,2.6621,0.0296994761192853,0.0385499999999998,1.0,-1.0
2.6682761,2.6672,0.0254685443005681,0.0316,1.0,-1.0
2.6818725,2.6809,0.0289243265046915,0.0324249999999999,1.0,1.0
2.63772545,2.6334,0.0307446476203175,0.0425249999999999,-1.0,-1.0
2.64190175,2.6375,0.0410955342091753,0.0525999999999999,-1.0,-1.0
2.66201975,2.6612,0.0319333680487589,0.0437499999999997,-1.0,-1.0
2.6877596,2.6877,0.0235343945713502,0.0306499999999996,1.0,1.0
2.7003474,2.7,0.0240175723844022,0.0354999999999998,1.0,1.0
2.65304205,2.6546000000000003,0.0390032114933821,0.0518499999999999,1.0,-1.0
2.6756019,2.67735,0.0283480118595643,0.0399249999999997,1.0,1.0
2.63913415,2.6396,0.0327423380163588,0.0415499999999995,-1.0,-1.0
2.6450674,2.644,0.034079321842431,0.042675,-1.0,-1.0
2.6331563,2.6296,0.0291418338528995,0.0324999999999997,-1.0,-1.0
2.6674149500000004,2.6615,0.02849345243205,0.0427249999999999,-1.0,-1.0
2.6459401500000004,2.64655,0.041047551120347,0.0637249999999998,-1.0,-1.0
2.6534832500000003,2.65405,0.02827683688883,0.037725,-1.0,-1.0
2.6671238,2.66685,0.0297992344458712,0.0367250000000001,-1.0,-1.0
2.6552391,2.6529,0.0263680263044089,0.0346000000000001,-1.0,-1.0
2.6555823,2.6538000000000004,0.0294626155782204,0.0406249999999999,-1.0,-1.0
2.6789543000000005,2.6768,0.0268492927562347,0.0336250000000002,1.0,1.0
2.68428495,2.6835,0.031374324032519,0.0409999999999999,1.0,1.0
2.6819244,2.67895,0.0266211300406274,0.0336000000000002,1.0,1.0
2.6906656000000004,2.6918,0.0237987288870645,0.0327249999999996,1.0,1.0
2.6991409,2.69895,0.0198759882066276,0.0248249999999998,1.0,1.0
2.6887108,2.68635,0.0230659353454395,0.033325,1.0,1.0
2.6173242,2.6124,0.0354966275068491,0.0396,-1.0,-1.0
2.62291785,2.6201,0.0353546446224184,0.0457499999999999,-1.0,-1.0
2.6303234000000004,2.6283,0.0419276818157169,0.0528249999999999,-1.0,-1.0
2.7012336,2.7007,0.0212025347786532,0.0285999999999999,1.0,1.0
2.6326773999999995,2.62935,0.0402767216794018,0.0443249999999997,-1.0,-1.0
2.6875257,2.68895,0.0253081903641884,0.0369999999999999,-1.0,1.0
2.67345105,2.6695,0.0343136275974648,0.0451999999999999,1.0,-1.0
2.69261385,2.6919500000000003,0.0233134762139304,0.0304249999999997,-1.0,1.0
2.67313185,2.6752,0.0264516283161831,0.0315250000000002,1.0,1.0
2.6651130000000003,2.6664,0.0316707875020499,0.0414250000000002,1.0,-1.0
2.66493765,2.6662,0.03138130952458,0.0423249999999999,1.0,-1.0
2.6975257000000004,2.6994,0.0237709244563605,0.0257,1.0,1.0
2.70302995,2.70295,0.0196740892545881,0.0254249999999998,1.0,1.0
2.67847145,2.6782,0.0318387231197719,0.0471249999999998,1.0,1.0
