SafetyMargin,Eta,Tau,meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,output
0.0502130351960659,0.0280928164720535,0.8213339447975159,2.66593895,2.6651,0.0350058679066453,0.0485250000000001,33
0.0845698714256286,0.7304198145866394,0.3510732352733612,2.7080230000000003,2.70895,0.0305862166833363,0.037725,0
0.0914765447378158,0.4882470071315765,0.6217706203460693,2.7001435,2.6989,0.0256445467448734,0.0390499999999995,0
0.0306974984705448,0.381998062133789,0.3239024877548218,2.6666779000000003,2.6674,0.0325312674451826,0.0494249999999998,0
0.0520300045609474,0.8516862988471985,0.8050933480262756,2.6787448000000005,2.6814,0.0252719770291127,0.0325000000000001,0
0.0566247291862964,0.564804196357727,0.556728184223175,2.6636388500000003,2.6647,0.0300714875867074,0.0420249999999997,0
0.0658244714140892,0.7312883138656616,0.0065336562693119,2.6971411,2.6967,0.0280783306268374,0.0391000000000003,0
0.0940347537398338,0.1596689522266388,0.2274611890316009,2.7008708500000003,2.6971,0.024887631773182,0.0343249999999999,0
0.0332832708954811,0.6294248700141907,0.0134289823472499,2.6632389,2.6619,0.0313357925827638,0.0487999999999999,0
0.0016182282706722,0.963025152683258,0.873138427734375,2.625379950000001,2.6271,0.0321164895808601,0.0458250000000002,160
0.0879714488983154,0.95754474401474,0.354554533958435,2.70737525,2.70545,0.0242568819603324,0.0316499999999999,0
0.0582647733390331,0.1689922660589218,0.6715793609619141,2.6645692,2.66235,0.0266482294226089,0.0328249999999998,0
0.031346671283245,0.2633722722530365,0.0743931159377098,2.67895955,2.6797,0.0336865490781929,0.0496999999999996,0
0.0666182115674018,0.6184754371643066,0.3098245859146118,2.69855665,2.69695,0.0298311943404467,0.0443249999999997,0
0.0518198609352111,0.9746472239494324,0.765570878982544,2.6725095000000003,2.6732,0.0273933957323658,0.0369999999999999,0
0.0329442434012889,0.1327035129070282,0.0795007571578025,2.667301,2.6671,0.03401443427429,0.0468000000000001,0
0.0859770104289054,0.8580394387245178,0.1100037097930908,2.70983705,2.71085,0.0233510045243775,0.0335999999999998,0
0.0991700962185859,0.9975162148475648,0.6536310911178589,2.7081992500000007,2.7112,0.0267244398339329,0.0348250000000001,0
0.0399290286004543,0.7944063544273376,0.4358113706111908,2.6655512000000003,2.66725,0.0343197061257814,0.0500249999999997,0
0.07992485165596,0.525479793548584,0.0466477908194065,2.71268055,2.7131,0.0273269178045658,0.0360499999999999,0
0.0259139519184827,0.6856197118759155,0.5320625901222229,2.6509319,2.6509,0.0342172928851772,0.0521500000000001,1
0.0903950408101081,0.8015672564506531,0.264010339975357,2.70666095,2.7047,0.024618570837835,0.0388999999999999,0
0.0483318530023098,0.0991978570818901,0.8475029468536377,2.66572305,2.6641,0.0284272507235135,0.0369250000000001,0
0.0251876171678304,0.9084393382072448,0.7341702580451965,2.6603641500000004,2.6595,0.031545837598287,0.0473249999999998,1
0.029485935345292,0.379080981016159,0.62839674949646,2.6574954500000003,2.65775,0.0295405303658803,0.0402249999999999,20
0.0474586151540279,0.9266619086265564,0.6089799404144287,2.68005535,2.6785,0.0286633401992423,0.0387499999999998,0
0.0700846090912818,0.5318423509597778,0.4248820841312408,2.69561875,2.6958,0.0289029748198606,0.0404499999999998,0
0.0583046339452266,0.9750589728355408,0.7034890651702881,2.6862454500000004,2.6874,0.0272965043420856,0.0344249999999997,0
0.0470730289816856,0.8544802665710449,0.48734050989151,2.67586285,2.6732,0.0250068783513156,0.0308999999999999,0
0.0233543720096349,0.1450239270925521,0.8599253296852112,2.6465931,2.6419,0.0387233867629111,0.0514999999999998,101
0.0577576458454132,0.8479863405227661,0.9472028017044068,2.6724234,2.6759500000000003,0.030810506202268,0.03845,0
0.0730843394994735,0.9275740385055542,0.6915248036384583,2.6922637000000003,2.6937,0.0248374115460931,0.0302249999999997,0
0.0519099235534668,0.0557873286306858,0.7192343473434448,2.67470665,2.6752,0.0231705382064703,0.0278999999999998,1
0.0963238328695297,0.6689395308494568,0.5027005076408386,2.70560315,2.7081,0.0232480421772995,0.0306000000000001,0
0.0962634608149528,0.1895882934331894,0.8305625319480896,2.7027309,2.7004,0.0254868482788672,0.0352000000000001,0
0.002590003889054,0.1350593268871307,0.9094835519790648,2.6286939,2.62405,0.048388818675289,0.0732749999999997,409
0.032289121299982,0.274836003780365,0.3718288838863373,2.6542995,2.6567,0.0335771164597259,0.0485250000000001,0
0.0258708503097295,0.3725625276565552,0.9473730325698853,2.6442873,2.6424,0.042985942687232,0.0507249999999999,68
0.0906557589769363,0.0364157073199749,0.8267698287963867,2.7010638,2.7022,0.0216207293947267,0.0339,10
0.0646301731467247,0.6763466000556946,0.8069483041763306,2.68081795,2.6819,0.0263503812647464,0.0375999999999998,0
0.0364080518484115,0.366051584482193,0.5264554619789124,2.66453375,2.66065,0.0267364295659966,0.0393249999999998,1
0.096744954586029,0.537043035030365,0.9082576036453248,2.69565535,2.6936,0.0239728188033343,0.0331999999999998,0
0.0071010128594934,0.1350197494029998,0.0917244032025337,2.64511485,2.6429,0.0426895320245783,0.0649250000000001,37
0.0163094997406005,0.1871925592422485,0.0932502076029777,2.6590272,2.6564,0.0354736089249458,0.0552499999999995,12
0.0046332464553415,0.5636075139045715,0.4742966294288635,2.6319790000000003,2.6322,0.030960982203412,0.0388999999999999,83
0.0995047613978385,0.6097338795661926,0.5330957174301147,2.7118843000000004,2.7094,0.0226377830961867,0.0332500000000002,0
0.0207951236516237,0.1036799550056457,0.3442707657814026,2.65891925,2.6595,0.0319504110214172,0.0387249999999999,33
0.058999877423048,0.3157359063625335,0.073558822274208,2.69223815,2.6883,0.0332861873692001,0.0450249999999998,0
0.0657558068633079,0.6170790791511536,0.855107307434082,2.6853226,2.6879,0.022828746992334,0.029725,0
0.0897297710180282,0.5643154382705688,0.0214003734290599,2.70236945,2.70305,0.0239054874808588,0.0331999999999998,0
0.0096613084897398,0.4131444096565246,0.7827550172805786,2.65323735,2.6557500000000003,0.040977825100626,0.0564749999999998,111
0.0102816587314009,0.173718586564064,0.3475473523139953,2.63909605,2.6374500000000003,0.0377526610902794,0.0500749999999996,91
0.018709285184741,0.3921282887458801,0.5293123126029968,2.65243455,2.65065,0.0383115739861663,0.0526249999999999,25
0.0643631443381309,0.4873802959918976,0.5084679126739502,2.67555735,2.6769,0.0300137644419606,0.0396999999999998,0
0.0419912599027156,0.2149909287691116,0.4368040859699249,2.66814945,2.6668,0.0222387634480314,0.0344999999999999,6
0.0678446814417839,0.2399670332670211,0.1875796765089035,2.7055818,2.7055,0.029584572985933,0.0375499999999999,0
0.029426896944642,0.3998338878154754,0.7311118841171265,2.6496603,2.6485,0.0264338458024934,0.0357249999999997,22
0.0540295839309692,0.3737213313579559,0.374127447605133,2.6803865,2.6825,0.0294778290881469,0.039425,0
