NumberOfCollisions,meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy
0,2.70257175,2.7018,0.0233517992227044,0.03275
0,2.6997061,2.6996,0.0202924632016421,0.0243000000000002
3,2.66015485,2.6592,0.026494726012501,0.0334249999999998
0,2.6904554000000003,2.6929,0.0258461314482457,0.0368249999999998
0,2.67544395,2.6742,0.0370017614904682,0.049925
13,2.6381736,2.6395,0.0337447575638053,0.0423
0,2.66538375,2.6668,0.0283055498257408,0.0373499999999999
0,2.6939610000000003,2.6959,0.0297203344362071,0.0426250000000001
19,2.668974,2.6695,0.031006741105766,0.0465999999999997
19,2.64953835,2.6508,0.0287974317305814,0.0423
21,2.6914337,2.6905,0.0299509695053432,0.0371999999999999
14,2.6471352,2.646,0.0315505868560316,0.039425
11,2.6566429,2.661,0.034572636717352,0.0481249999999997
0,2.71109085,2.7102,0.0243403346582889,0.0374249999999998
0,2.7058735,2.7046,0.0268831599286616,0.0319499999999997
0,2.69498775,2.6939,0.0218994980521814,0.0295249999999995
42,2.6671888,2.6659,0.0264420539020704,0.0342249999999997
0,2.68008845,2.6757,0.0258986579111254,0.0392999999999998
0,2.6904062000000004,2.6917,0.0289618946472774,0.0459
0,2.7020087000000004,2.7041500000000003,0.0333410904787171,0.0461999999999998
129,2.64223695,2.6405,0.0348810891415033,0.0527249999999996
1,2.6661638,2.6687,0.0290158418723289,0.0420249999999997
0,2.6758892,2.67575,0.0262582267748604,0.0358
0,2.70155675,2.7009,0.0311216036610824,0.0463249999999999
0,2.68799225,2.6891,0.0280393315708042,0.0348999999999999
0,2.68929005,2.6896,0.0230146637168023,0.0245000000000001
0,2.6745044,2.67295,0.0408040734564577,0.053725
7,2.6699992999999997,2.669,0.0306991226179185,0.0424999999999999
0,2.6763259,2.67615,0.0280041464642291,0.0379499999999994
0,2.6894634,2.6918,0.0353311294815209,0.0435249999999998
0,2.6915869000000003,2.6922,0.0267513219933146,0.0410249999999998
0,2.6938031,2.6919500000000003,0.0242004774826861,0.029725
0,2.7091678000000003,2.7039,0.0318433817795786,0.0425999999999997
0,2.6835950000000004,2.6829,0.0273264010619766,0.0292250000000002
6,2.6568653,2.65735,0.0286868573724972,0.0411999999999999
0,2.70271015,2.7024,0.0208964765445636,0.0281249999999997
52,2.64393535,2.64135,0.0371774428299943,0.0468250000000001
0,2.67958955,2.6798,0.0291906879980157,0.0342000000000002
0,2.68976565,2.69,0.0212692647987066,0.0278
2,2.6592963,2.66025,0.0339711051676273,0.0495999999999998
26,2.6457835,2.652,0.0399919752919257,0.0570499999999998
101,2.6462954000000005,2.6459,0.0330565852567986,0.0482249999999999
8,2.6632811000000003,2.6615,0.030624666247814,0.04135
6,2.66844955,2.6686,0.0294195470698904,0.0365999999999999
14,2.6635215,2.66295,0.0314889188088444,0.0384249999999997
0,2.6880109,2.6906,0.0250241593503158,0.0321249999999997
91,2.6521177,2.64575,0.040065138421201,0.0494249999999998
25,2.6349752,2.6335,0.0408359137887227,0.0600249999999995
0,2.6911992499999995,2.6879,0.0278620000078511,0.0323000000000002
0,2.7086235500000004,2.70995,0.0284440362887811,0.044375
0,2.6753582,2.6737,0.0249569676194845,0.0318249999999999
0,2.7080294,2.7073,0.0235532631633071,0.0326000000000004
18,2.6693918000000005,2.66695,0.0371954099689733,0.0487250000000001
59,2.6423923000000005,2.6446,0.0390959972466491,0.053925
25,2.6643563999999995,2.6636,0.0250003325785878,0.0268249999999996
7,2.68183125,2.68075,0.023704717640957,0.0318999999999998
0,2.6821358500000008,2.68285,0.0270624431598017,0.0385249999999999
1,2.6543537500000003,2.65115,0.0474526087369019,0.0745749999999998
10,2.67826005,2.6784,0.030341218152828,0.0424999999999999
0,2.7105898,2.711,0.0252705078294837,0.0297499999999999
0,2.67966265,2.6835500000000003,0.0423552420601925,0.0581999999999998
116,2.633502750000001,2.63445,0.0303863069068536,0.0409999999999999
6,2.66632115,2.665,0.0364753783760703,0.0510999999999999
7,2.66242545,2.6599,0.0314095354517939,0.0353249999999998
0,2.6895401,2.68755,0.03324667354774,0.0474999999999998
0,2.6900037,2.69115,0.0320102851644592,0.0478999999999998
0,2.67153815,2.6722,0.030633957295418,0.045725
0,2.6905838,2.6917,0.0348987866201677,0.0535000000000001
348,2.61422765,2.61845,0.0386508746405239,0.0509999999999997
24,2.6721061,2.6745,0.0327182273784812,0.0504999999999999
3,2.689742,2.69015,0.0278069940122984,0.0373999999999998
55,2.64673645,2.64435,0.0334813015935387,0.0423499999999998
0,2.69502085,2.6963,0.021155910528207,0.0277000000000002
0,2.6638939500000003,2.6605,0.0336207291473207,0.0470999999999999
0,2.70584215,2.7073,0.025759482494365,0.0381499999999999
94,2.63913415,2.6396,0.0327423380163588,0.0415499999999995
2,2.66861795,2.66815,0.0248176131567381,0.0311249999999998
0,2.69620525,2.69795,0.0240441347824682,0.0327999999999999
0,2.7158779,2.7145,0.020988334893221,0.0309249999999998
1,2.6717647500000004,2.6712,0.0343080916466873,0.0451499999999995
0,2.71517855,2.7131,0.0209621409903067,0.0269249999999998
0,2.6943112,2.6907,0.0283364989820549,0.0375999999999998
23,2.6572623,2.6604,0.0321734581403678,0.046275
27,2.6564459,2.6589,0.0268693158303295,0.0358
1,2.66180365,2.6624,0.0326059609838063,0.0424999999999999
41,2.6511018,2.6503,0.0481227826165528,0.0679750000000001
13,2.64669885,2.6478,0.0311609217398571,0.0356
87,2.6494610999999995,2.6468,0.0456541288033185,0.0621
101,2.6465931,2.6419,0.0387233867629111,0.0514999999999998
0,2.6879226,2.68975,0.0290575828182593,0.0397500000000001
0,2.69848315,2.69885,0.025717324337448,0.0332250000000002
0,2.6885181,2.68535,0.0288926447801166,0.0419
76,2.6444881,2.63835,0.0331653810228376,0.0525249999999997
6,2.6744029,2.6747,0.0220064131922946,0.0301249999999999
25,2.6585531,2.6563,0.0316786011432007,0.043225
0,2.6819244,2.67895,0.0266211300406274,0.0336000000000002
10,2.6590592500000003,2.6619,0.0277280492360623,0.0384249999999997
0,2.67258965,2.67085,0.0287822976476427,0.0402
0,2.6845197,2.68365,0.0201129809304836,0.0235249999999997
28,2.63940485,2.6332000000000004,0.0334269991395802,0.0480249999999999
0,2.67559395,2.6756,0.0278939265503711,0.044
35,2.6617480500000004,2.65825,0.0301467198248416,0.0368499999999998
1,2.6533059000000003,2.6511,0.0360389501122049,0.0476249999999995
0,2.6921978,2.6937,0.0306189959854989,0.0424999999999999
0,2.69607295,2.6959,0.017949095333679,0.0233499999999997
0,2.6752299,2.6790000000000003,0.0378759712217389,0.0539999999999998
0,2.6893011500000004,2.6891,0.021992536999571,0.0284250000000003
0,2.68904265,2.6892,0.0284077442958341,0.0321250000000001
0,2.6796385499999995,2.6793,0.0278833896593921,0.0325999999999999
8,2.66112935,2.66295,0.0289490572139663,0.0346499999999996
0,2.6751349,2.6732,0.0205151015593391,0.0307249999999998
0,2.69631165,2.6996,0.0260852161056315,0.0385249999999999
0,2.679635,2.681,0.0285615238564051,0.0336250000000002
0,2.6856055000000003,2.68675,0.0299905223320635,0.0364249999999999
9,2.6572947,2.6552,0.0343702175132773,0.0428999999999999
0,2.6836185500000003,2.6848,0.0330407651378944,0.0392000000000001
6,2.6707863,2.67085,0.0236087344495633,0.0287250000000001
2,2.67532315,2.6753,0.0298477002309641,0.0370499999999998
0,2.66947355,2.6688,0.0287101129464427,0.0407000000000001
9,2.6808168500000003,2.6814,0.0341433096093143,0.0404999999999997
0,2.6841187,2.6841,0.0276611044665609,0.0346999999999999
0,2.72492225,2.7237,0.0248914931239068,0.0384249999999997
30,2.6472597500000004,2.6475,0.0366925874658288,0.0469249999999998
79,2.63632715,2.63905,0.033165844446923,0.0432000000000001
144,2.63280115,2.6318,0.0368634289462809,0.045525
33,2.65339375,2.6546,0.026834266264191,0.0350000000000001
2,2.684765,2.6808,0.0310984736763719,0.0379249999999999
0,2.7100799,2.7117,0.0230573217436457,0.0262999999999999
0,2.69121425,2.6898,0.0216276654296643,0.0276
0,2.69476,2.6966,0.0267412780173274,0.0354499999999999
0,2.67557925,2.67755,0.0286866168175597,0.0384999999999999
0,2.67691615,2.6751,0.0318047748644366,0.0447250000000001
4,2.66167065,2.6612,0.0283932865934449,0.0379999999999998
1,2.66244345,2.6596,0.0306716207119464,0.0409499999999996
0,2.6778922999999994,2.6785,0.0253108976670129,0.0279000000000002
0,2.6871037,2.689,0.0265603660801202,0.0364000000000004
427,2.611335,2.6073500000000003,0.0478147373202028,0.0692249999999998
115,2.63615235,2.63345,0.031019155766679,0.0421
0,2.70511835,2.70815,0.0268765843863668,0.0357500000000001
4,2.6454472,2.6479,0.0327114691226181,0.0399500000000001
0,2.69005135,2.68975,0.0215153607494157,0.0307249999999998
0,2.66152565,2.6598,0.036614541743377,0.0513249999999998
0,2.7022685,2.7027,0.0294796429379665,0.0438
0,2.6996962,2.7022,0.0254961984531027,0.033525
0,2.66875425,2.66935,0.0256721281146986,0.0360999999999998
6,2.67996035,2.6805,0.02748725291617,0.0346000000000001
0,2.6787011999999994,2.6804,0.0301010222178583,0.0405250000000001
0,2.6702476500000003,2.66905,0.029504854761166,0.0461499999999999
143,2.63301505,2.63295,0.0286510509143643,0.0390999999999999
10,2.6496451,2.646,0.0406324200114883,0.0529249999999996
0,2.65552675,2.6548,0.0251434371046899,0.0344000000000002
0,2.7069376000000003,2.70625,0.0231097320676809,0.031425
1,2.6854569500000003,2.6832000000000003,0.0228008519949913,0.0291000000000001
9,2.6517606,2.6493,0.0332371625991148,0.0470499999999995
10,2.6731400999999995,2.6742,0.0312880298515262,0.0421999999999997
55,2.63653675,2.6357,0.040270612168646,0.0591249999999998
0,2.6857116000000003,2.68715,0.0327783266113448,0.0477000000000003
0,2.6743215,2.67575,0.0213601846375446,0.0289999999999999
19,2.65192935,2.6519500000000003,0.0394528029875888,0.0562
1,2.65183075,2.6507,0.0306179700410967,0.0402249999999999
0,2.67226505,2.6725,0.0285638879268474,0.0375999999999998
0,2.6884572,2.68995,0.0280332923175284,0.0378250000000002
0,2.7001678,2.7013,0.0205461617622367,0.027025
0,2.69633205,2.69605,0.0215535945447041,0.0277249999999997
27,2.6638801,2.6658,0.0249609177313255,0.0316249999999995
0,2.68865885,2.6859,0.033349428655938,0.0522
17,2.6554029,2.65835,0.0394149674817828,0.0574499999999997
0,2.6763332,2.6755,0.0288532214451003,0.0363250000000001
21,2.64726615,2.6488,0.0249455410680446,0.0313999999999996
38,2.65720285,2.66125,0.0414286494696303,0.0573749999999999
127,2.62703555,2.62815,0.040419164652396,0.0531999999999999
0,2.6688572999999995,2.6668,0.0335487237717025,0.0428249999999996
50,2.65038395,2.651,0.0293819690864567,0.0416249999999998
0,2.6957165,2.6966,0.0252815204793936,0.0343999999999997
52,2.6383991,2.6351500000000003,0.0355583773419148,0.0460499999999997
0,2.67186075,2.67265,0.0275022205364857,0.0366249999999999
0,2.6764793,2.6758,0.0283817492679714,0.039825
147,2.6405121000000005,2.64115,0.0244121802301638,0.0336250000000002
0,2.70035985,2.69705,0.0239999436036316,0.0317499999999997
0,2.6745649,2.67605,0.0274086739553375,0.0424250000000001
61,2.64548605,2.6454,0.030452142295699,0.0365000000000002
1,2.65479425,2.6539,0.028978822818353,0.0383249999999999
0,2.7041291000000003,2.704,0.0280892775483813,0.0382499999999996
0,2.6732114,2.6719,0.0244253184224894,0.0331000000000001
0,2.6646621,2.6622,0.0297413695647998,0.0416999999999996
12,2.6395028500000004,2.6375,0.0319793040399177,0.0445250000000001
0,2.6672463000000004,2.666,0.0303625976541863,0.0394999999999998
9,2.6498264500000004,2.6506,0.0257565744111576,0.0352999999999998
4,2.66929085,2.6683,0.0310651794019847,0.0367000000000001
0,2.6544077,2.65305,0.0282116710017326,0.038675
5,2.6595256499999995,2.654,0.0375917332278986,0.0452249999999998
0,2.6940352,2.6975,0.0254629939512226,0.0305999999999997
0,2.68514705,2.6848,0.0253632754449716,0.0336000000000002
63,2.64122115,2.64015,0.0356899950641282,0.0504999999999999
0,2.70467685,2.70695,0.0286545085296799,0.0407999999999999
13,2.6513476,2.652,0.0270711119875043,0.0429249999999998
0,2.6855583000000003,2.686,0.0296901930123399,0.0402
1,2.67814865,2.6796,0.0279366354126172,0.0391249999999998
0,2.67408095,2.67185,0.031053466345925,0.0413999999999998
42,2.64681075,2.64435,0.0308111825387715,0.037525
73,2.63103305,2.6313,0.0331333789809838,0.0458250000000002
0,2.70044145,2.7014,0.0239177690618815,0.0362
28,2.6497525,2.6497,0.0267978072563782,0.0379
2,2.6620695,2.6653,0.0272141757132197,0.0275249999999998
8,2.66987765,2.66665,0.0362566758746234,0.0529999999999999
0,2.67937835,2.67945,0.0256113253518341,0.0344249999999997
3,2.6672958,2.6656,0.0311237101316665,0.0437249999999997
3,2.67000285,2.6716,0.0342932594962552,0.046275
0,2.679097,2.6805,0.0318689745834408,0.0428499999999996
0,2.6969002,2.698,0.0215444259603267,0.0247000000000001
0,2.70118095,2.7033,0.0327376725210803,0.0429499999999998
0,2.7012707,2.7039,0.0204647172350365,0.028925
0,2.6792479,2.6823,0.0346573306183554,0.03925
0,2.67901855,2.6771,0.0275448256646779,0.0381
0,2.7161979,2.7173,0.0192999581758614,0.0247999999999999
3,2.6722773500000003,2.67235,0.0348477616494589,0.0495499999999999
0,2.6910205,2.6901,0.0330260209493968,0.0416750000000001
0,2.69695935,2.6977,0.02308665096062,0.0298500000000001
54,2.63394925,2.6301,0.0353965317430606,0.0362999999999997
2,2.7000289,2.6982,0.0208441688438277,0.0255999999999998
103,2.63029025,2.62895,0.0461600379109192,0.0713000000000003
0,2.69442155,2.6928,0.0272114817787914,0.0352000000000001
0,2.66983175,2.671,0.0268285289745356,0.0381249999999999
0,2.6973256,2.7007,0.0236659663787473,0.031625
9,2.6664191500000003,2.6631,0.0348177697200366,0.0461249999999999
0,2.6659202000000004,2.66665,0.0293692204860803,0.0396
1,2.653203,2.6549,0.0191498026360586,0.0221
0,2.68355915,2.6817,0.0347414578893503,0.0515749999999997
10,2.66716125,2.6674,0.0312425316425782,0.0434499999999999
1,2.6764976500000004,2.6736500000000003,0.0302826011015814,0.0394499999999999
0,2.6961099,2.6969,0.0261405103620797,0.0398499999999999
15,2.65714355,2.6575,0.0305552694047606,0.0427249999999999
0,2.6973224,2.69555,0.0274621668525992,0.0364499999999998
0,2.6737609000000004,2.67205,0.0313376763846651,0.0342000000000002
0,2.7090642000000003,2.7087,0.0191884456994306,0.0288249999999998
112,2.6347249,2.6343,0.0351151161181335,0.0493000000000001
2,2.66679345,2.6673,0.0307193205018844,0.0409250000000001
0,2.7050063,2.7072,0.0214380775796245,0.0299249999999999
1,2.69739545,2.69875,0.024697428495645,0.0346249999999996
20,2.6561279000000004,2.6572,0.0233527268555515,0.0353500000000002
0,2.7096826500000004,2.70935,0.0204918121203933,0.0254249999999998
0,2.6876303,2.6865,0.0267330473741771,0.0351499999999997
12,2.6998551,2.6974,0.0211409818596488,0.0303249999999999
0,2.68752335,2.68835,0.0248486615288932,0.0346250000000001
5,2.65542485,2.6555,0.0268596149912373,0.0343249999999999
0,2.70353365,2.7035,0.021228618247015,0.0306000000000001
0,2.6937739,2.6928,0.0245711719051004,0.0324249999999999
158,2.6255449,2.6207,0.0404910941317964,0.0539499999999999
0,2.6627949,2.66255,0.0221167787887386,0.0304999999999999
10,2.6468554,2.6471,0.0294618789427965,0.0341
0,2.6996002,2.7006,0.0263586682129427,0.0329000000000001
13,2.66693575,2.6663,0.0320864040823757,0.0504499999999996
