Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
724,SafetyMargin > 0.05,0.5046,0.7262737262737263,1.0,1.0,1.0
725,SafetyMargin <= 0.02,0.2492,0.8289637952559301,-1.0,-1.0,-1.0
726,Tau > 0.75,0.2438,0.842948717948718,-1.0,-1.0,1.0
728,Tau <= 0.25,0.2425,0.8618968386023295,1.0,1.0,1.0
729,Tau <= 0.25,0.24,0.8778054862842892,1.0,1.0,1.0
730,Eta <= 0.25,0.2606,0.7493188010899182,-1.0,-1.0,-1.0
731,Tau > 0.75,0.2454,0.8128,-1.0,-1.0,-1.0
732,SafetyMargin > 0.05,0.5003,0.734225621414914,1.0,1.0,1.0
733,Tau > 0.51,0.5033,0.7320617620345141,-1.0,-1.0,-1.0
734,SafetyMargin <= 0.02,0.2416,0.8262068965517242,-1.0,-1.0,-1.0
735,Tau <= 0.51,0.499,0.7470355731225297,1.0,1.0,-1.0
736,Tau <= 0.25,0.2474,0.874439461883408,1.0,1.0,-1.0
737,SafetyMargin > 0.05,0.5026,0.7229800629590766,1.0,1.0,1.0
738,SafetyMargin > 0.08,0.2513,0.8519134775374376,1.0,1.0,1.0
739,Tau <= 0.25,0.2453,0.8739076154806492,1.0,1.0,1.0
740,SafetyMargin > 0.08,0.2477,0.8581560283687943,1.0,1.0,-1.0
741,SafetyMargin > 0.08,0.2508,0.8352745424292846,1.0,1.0,1.0
742,SafetyMargin <= 0.05,0.5007,0.7611262488646685,-1.0,-1.0,1.0
743,SafetyMargin <= 0.02,0.2545,0.8203592814371258,-1.0,-1.0,-1.0
744,Tau <= 0.25,0.2528,0.8695652173913043,1.0,1.0,1.0
745,Eta <= 0.25,0.2468,0.7253433208489388,-1.0,-1.0,-1.0
746,SafetyMargin <= 0.02,0.2528,0.846307385229541,-1.0,-1.0,-1.0
747,SafetyMargin <= 0.02,0.2475,0.8861538461538462,-1.0,-1.0,-1.0
748,SafetyMargin > 0.05,0.5008,0.7653333333333333,1.0,1.0,1.0
749,Tau > 0.75,0.2636,0.8146503884572697,-1.0,-1.0,-1.0
750,Tau > 0.75,0.2538,0.8502495840266223,-1.0,-1.0,-1.0
751,SafetyMargin > 0.05,0.494,0.7180585296216988,1.0,1.0,1.0
752,SafetyMargin <= 0.05,0.5025,0.7326355851569933,-1.0,-1.0,1.0
753,Tau <= 0.25,0.2489,0.8547169811320755,1.0,1.0,1.0
754,SafetyMargin > 0.05,0.5119,0.7014428412874584,1.0,1.0,1.0
755,Tau > 0.51,0.5026,0.7348726114649682,-1.0,-1.0,-1.0
756,Tau > 0.75,0.2566,0.8553615960099751,-1.0,-1.0,-1.0
757,SafetyMargin > 0.08,0.2502,0.8453865336658354,1.0,1.0,1.0
758,Tau <= 0.51,0.4971,0.7385677308024159,1.0,1.0,1.0
759,SafetyMargin > 0.05,0.5035,0.7471143756558237,1.0,1.0,1.0
760,Tau <= 0.51,0.5023,0.7340619307832422,1.0,1.0,-1.0
761,Tau <= 0.51,0.5024,0.7290886392009988,1.0,1.0,1.0
762,SafetyMargin > 0.08,0.2523,0.8121878121878122,1.0,1.0,1.0
763,Tau <= 0.25,0.2494,0.8952380952380953,1.0,1.0,1.0
764,Tau <= 0.51,0.5015,0.7252066115702479,1.0,1.0,1.0
765,Tau <= 0.25,0.2521,0.8687589158345221,1.0,1.0,1.0
766,SafetyMargin > 0.05,0.5061,0.7272192827748384,1.0,1.0,1.0
767,SafetyMargin <= 0.05,0.4956,0.7309761721752498,-1.0,-1.0,-1.0
768,Tau > 0.51,0.4998,0.7370393504059962,-1.0,-1.0,-1.0
769,SafetyMargin > 0.08,0.2478,0.8364779874213837,1.0,1.0,1.0
770,SafetyMargin <= 0.02,0.2462,0.8059914407988588,-1.0,-1.0,-1.0
771,Eta <= 0.25,0.2444,0.7387580299785867,-1.0,-1.0,-1.0
772,SafetyMargin > 0.05,0.5012,0.7121212121212122,1.0,1.0,1.0
773,SafetyMargin > 0.08,0.2457,0.8339575530586767,1.0,1.0,1.0
774,SafetyMargin > 0.08,0.2584,0.8357142857142857,1.0,1.0,1.0
775,Tau <= 0.25,0.2495,0.8728179551122195,1.0,1.0,-1.0
776,Tau <= 0.25,0.2528,0.8870431893687708,1.0,1.0,1.0
777,SafetyMargin <= 0.02,0.2454,0.8352059925093633,-1.0,-1.0,-1.0
778,SafetyMargin <= 0.02,0.2469,0.8526645768025078,-1.0,-1.0,-1.0
779,Tau <= 0.51,0.5,0.7527272727272727,1.0,1.0,1.0
780,Tau <= 0.25,0.2488,0.8644793152639088,1.0,1.0,1.0
781,Tau > 0.75,0.2542,0.8388017118402282,-1.0,-1.0,-1.0
782,Eta <= 0.25,0.2516,0.7662835249042146,-1.0,-1.0,1.0
783,SafetyMargin <= 0.02,0.2538,0.8216833095577746,-1.0,-1.0,-1.0
784,Tau <= 0.25,0.2474,0.8777292576419214,1.0,1.0,1.0
785,SafetyMargin <= 0.02,0.2565,0.8323353293413174,-1.0,-1.0,-1.0
786,SafetyMargin > 0.08,0.2541,0.8478802992518704,1.0,1.0,1.0
787,Tau > 0.75,0.2445,0.8216833095577746,-1.0,-1.0,-1.0
788,Tau <= 0.25,0.2468,0.8883928571428571,1.0,1.0,1.0
789,SafetyMargin > 0.08,0.2515,0.831946755407654,1.0,1.0,1.0
790,Tau > 0.51,0.4871,0.7407797681770284,-1.0,-1.0,1.0
791,SafetyMargin > 0.05,0.5022,0.6872037914691943,1.0,1.0,1.0
792,SafetyMargin <= 0.02,0.2469,0.8383233532934131,-1.0,-1.0,-1.0
793,Tau <= 0.25,0.2497,0.884375,1.0,1.0,1.0
794,Tau <= 0.25,0.2515,0.8723404255319149,1.0,1.0,-1.0
795,SafetyMargin > 0.05,0.4928,0.7386231038506418,1.0,1.0,1.0
796,SafetyMargin > 0.05,0.489,0.7413249211356467,1.0,1.0,-1.0
797,Tau <= 0.25,0.2478,0.854632587859425,1.0,1.0,1.0
798,SafetyMargin <= 0.02,0.2507,0.8512658227848101,-1.0,-1.0,-1.0
799,SafetyMargin <= 0.02,0.2484,0.8183632734530938,-1.0,-1.0,-1.0
800,SafetyMargin > 0.08,0.2512,0.83645443196005,1.0,1.0,1.0
801,Tau > 0.75,0.2544,0.8273894436519258,-1.0,-1.0,-1.0
802,Tau <= 0.25,0.2497,0.8571428571428571,1.0,1.0,1.0
803,Tau > 0.51,0.499,0.7529722589167768,-1.0,-1.0,-1.0
804,Tau > 0.75,0.2518,0.8271028037383178,-1.0,-1.0,1.0
805,Tau > 0.75,0.2547,0.8468368479467259,-1.0,-1.0,-1.0
806,Tau <= 0.25,0.248,0.8727272727272727,1.0,1.0,-1.0
807,Tau > 0.75,0.2467,0.8380281690140845,-1.0,-1.0,-1.0
808,SafetyMargin <= 0.05,0.4954,0.7317327766179541,-1.0,-1.0,-1.0
809,SafetyMargin > 0.05,0.5063,0.7635135135135135,1.0,1.0,1.0
810,Tau > 0.51,0.4996,0.7602179836512262,-1.0,-1.0,-1.0
811,Tau <= 0.25,0.24,0.85785536159601,1.0,1.0,-1.0
812,SafetyMargin > 0.08,0.2483,0.8569051580698835,1.0,1.0,1.0
813,Tau <= 0.25,0.2408,0.8807339449541285,1.0,1.0,1.0
814,Tau > 0.51,0.5012,0.7429111531190926,-1.0,-1.0,-1.0
815,Tau <= 0.51,0.4989,0.7295238095238096,1.0,1.0,1.0
816,Tau > 0.51,0.4941,0.7316202712348323,-1.0,-1.0,-1.0
817,SafetyMargin <= 0.02,0.2515,0.8524904214559387,-1.0,-1.0,-1.0
818,SafetyMargin > 0.05,0.5071,0.7351891506067095,1.0,1.0,-1.0
819,SafetyMargin <= 0.02,0.2536,0.8216833095577746,-1.0,-1.0,-1.0
820,SafetyMargin > 0.05,0.5039,0.7348434377081945,1.0,1.0,1.0
821,Tau > 0.75,0.2503,0.8685524126455907,-1.0,-1.0,1.0
822,Tau <= 0.25,0.246,0.9002375296912114,1.0,1.0,1.0
823,Tau <= 0.25,0.2496,0.8625235404896422,1.0,1.0,1.0
824,SafetyMargin > 0.05,0.5011,0.7254545454545455,1.0,1.0,1.0
825,Tau <= 0.51,0.5019,0.7193460490463215,1.0,1.0,1.0
826,Tau <= 0.51,0.5062,0.7277441659464131,1.0,1.0,1.0
827,Tau > 0.75,0.2564,0.8639200998751561,-1.0,-1.0,1.0
828,SafetyMargin > 0.05,0.5047,0.7502168256721596,1.0,1.0,1.0
829,Tau <= 0.51,0.5055,0.7240948813982522,1.0,1.0,1.0
830,SafetyMargin <= 0.02,0.2499,0.829073482428115,-1.0,-1.0,-1.0
831,SafetyMargin <= 0.02,0.2509,0.8468368479467259,-1.0,-1.0,-1.0
832,SafetyMargin > 0.08,0.2476,0.8279773156899811,1.0,1.0,1.0
833,Tau <= 0.25,0.2464,0.8616262482168331,1.0,1.0,1.0
834,Tau > 0.51,0.5045,0.743455497382199,-1.0,-1.0,1.0
835,SafetyMargin > 0.05,0.4992,0.7197330791229742,1.0,1.0,1.0
836,Tau <= 0.51,0.5023,0.7397260273972602,1.0,1.0,1.0
837,SafetyMargin > 0.08,0.2497,0.8136439267886856,1.0,1.0,-1.0
838,SafetyMargin > 0.08,0.2498,0.8628428927680798,1.0,1.0,1.0
839,Tau <= 0.25,0.25,0.8569051580698835,1.0,1.0,1.0
840,SafetyMargin > 0.08,0.2518,0.8236272878535774,1.0,1.0,1.0
841,SafetyMargin > 0.05,0.5081,0.7492507492507493,1.0,1.0,1.0
842,Tau > 0.51,0.5012,0.7436582109479306,-1.0,-1.0,1.0
843,SafetyMargin <= 0.02,0.2486,0.8905472636815921,-1.0,-1.0,-1.0
844,Tau <= 0.51,0.506,0.7223042836041359,1.0,1.0,1.0
845,SafetyMargin > 0.08,0.253,0.8302122347066168,1.0,1.0,-1.0
846,SafetyMargin > 0.08,0.2445,0.8244274809160306,1.0,1.0,1.0
847,SafetyMargin > 0.05,0.5,0.7186779400461184,1.0,1.0,1.0
848,Tau > 0.75,0.2558,0.8483033932135728,-1.0,-1.0,-1.0
849,Tau <= 0.25,0.2399,0.8903654485049833,1.0,1.0,1.0
850,Tau <= 0.25,0.2536,0.885286783042394,1.0,1.0,1.0
851,Tau <= 0.25,0.252,0.8589263420724095,1.0,1.0,1.0
852,Tau > 0.75,0.2556,0.8162162162162162,-1.0,-1.0,-1.0
853,Tau <= 0.25,0.2554,0.8652246256239601,1.0,1.0,1.0
854,Tau > 0.75,0.2449,0.8560606060606061,-1.0,-1.0,-1.0
855,Tau <= 0.25,0.2433,0.8654434250764526,1.0,1.0,1.0
856,Tau <= 0.25,0.2521,0.8714107365792759,1.0,1.0,1.0
857,Tau <= 0.25,0.2448,0.8603491271820449,1.0,1.0,1.0
858,SafetyMargin > 0.05,0.4982,0.7111716621253406,1.0,1.0,1.0
859,SafetyMargin > 0.08,0.2538,0.8203592814371258,1.0,1.0,1.0
860,Eta > 0.74,0.2446,0.6765067650676507,1.0,1.0,1.0
861,Tau <= 0.51,0.4987,0.7144351464435147,1.0,1.0,1.0
862,Tau > 0.75,0.2481,0.8410535876475931,-1.0,-1.0,-1.0
863,Tau <= 0.25,0.2507,0.911504424778761,1.0,1.0,1.0
864,SafetyMargin <= 0.02,0.2458,0.8516405135520685,-1.0,-1.0,-1.0
865,SafetyMargin > 0.05,0.5003,0.715522984676882,1.0,1.0,-1.0
866,Tau > 0.75,0.2477,0.8285714285714286,-1.0,-1.0,1.0
867,Eta <= 0.25,0.2426,0.7047075606276747,-1.0,-1.0,1.0
868,Tau <= 0.51,0.5009,0.7287958115183246,1.0,1.0,1.0
869,Tau > 0.51,0.4942,0.7492507492507493,-1.0,-1.0,-1.0
870,SafetyMargin <= 0.02,0.25,0.8323353293413174,-1.0,-1.0,-1.0
871,Tau > 0.75,0.2469,0.8227215980024969,-1.0,-1.0,-1.0
872,Tau > 0.75,0.2497,0.830694275274056,-1.0,-1.0,-1.0
873,SafetyMargin <= 0.05,0.4987,0.7396825396825397,-1.0,-1.0,-1.0
874,Tau <= 0.51,0.4943,0.7291021671826625,1.0,1.0,1.0
875,Tau <= 0.51,0.5028,0.7503121098626716,1.0,1.0,-1.0
876,Eta > 0.50,0.5081,0.6209327548806941,1.0,1.0,-1.0
877,Tau <= 0.51,0.4983,0.7392607392607392,1.0,1.0,1.0
878,SafetyMargin <= 0.05,0.5012,0.7418817651956703,-1.0,-1.0,1.0
879,Tau <= 0.25,0.2504,0.8428927680798005,1.0,1.0,1.0
880,Tau <= 0.25,0.2525,0.8452579034941764,1.0,1.0,1.0
881,Tau <= 0.25,0.2482,0.8660714285714286,1.0,1.0,1.0
882,Tau > 0.75,0.2489,0.8571428571428571,-1.0,-1.0,-1.0
883,Tau > 0.75,0.2525,0.8317535545023697,-1.0,-1.0,-1.0
884,Tau <= 0.25,0.2505,0.885286783042394,1.0,1.0,1.0
885,Tau > 0.75,0.2501,0.8516405135520685,-1.0,-1.0,-1.0
887,Tau <= 0.25,0.2481,0.8944099378881988,1.0,1.0,1.0
888,Tau > 0.75,0.2472,0.8837209302325582,-1.0,-1.0,-1.0
889,Tau <= 0.25,0.2491,0.8386023294509152,1.0,1.0,1.0
890,SafetyMargin > 0.08,0.2555,0.8378378378378378,1.0,1.0,1.0
891,Tau <= 0.25,0.2505,0.8333333333333334,1.0,1.0,1.0
892,Tau > 0.75,0.249,0.8509316770186336,-1.0,-1.0,-1.0
893,Tau <= 0.25,0.2508,0.8769230769230769,1.0,1.0,1.0
894,Tau <= 0.25,0.2458,0.8870431893687708,1.0,1.0,1.0
895,Tau > 0.75,0.2442,0.8342465753424657,-1.0,-1.0,-1.0
896,SafetyMargin <= 0.05,0.4978,0.7438190426091531,-1.0,-1.0,-1.0
897,SafetyMargin > 0.08,0.2498,0.8110687022900763,1.0,1.0,1.0
898,SafetyMargin <= 0.02,0.2498,0.8695652173913043,-1.0,-1.0,-1.0
899,SafetyMargin <= 0.02,0.2427,0.8336520076481836,-1.0,-1.0,-1.0
900,Tau <= 0.51,0.5056,0.7243963363863447,1.0,1.0,-1.0
901,SafetyMargin <= 0.05,0.5014,0.7344794651384909,-1.0,-1.0,-1.0
902,Tau > 0.75,0.2506,0.8086522462562395,-1.0,-1.0,1.0
903,Tau <= 0.25,0.2469,0.8416666666666667,1.0,1.0,1.0
904,SafetyMargin <= 0.02,0.2564,0.8388017118402282,-1.0,-1.0,-1.0
905,Tau > 0.75,0.2473,0.8582834331337326,-1.0,-1.0,-1.0
906,SafetyMargin <= 0.05,0.5039,0.7446153846153846,-1.0,-1.0,1.0
907,SafetyMargin <= 0.02,0.248,0.8402282453637661,-1.0,-1.0,-1.0
908,SafetyMargin > 0.08,0.2482,0.8445078459343794,1.0,1.0,1.0
909,Tau <= 0.51,0.5014,0.7253433208489388,1.0,1.0,1.0
910,Tau > 0.51,0.5042,0.7393278837420527,-1.0,-1.0,-1.0
911,Eta <= 0.25,0.2486,0.7415929203539823,-1.0,-1.0,-1.0
912,SafetyMargin <= 0.05,0.4971,0.7411273486430062,-1.0,-1.0,-1.0
913,Tau > 0.75,0.2473,0.8569051580698835,-1.0,-1.0,-1.0
914,Tau > 0.51,0.4986,0.7261055634807418,-1.0,-1.0,1.0
915,Tau <= 0.25,0.2529,0.8474178403755869,1.0,1.0,-1.0
916,SafetyMargin <= 0.05,0.4977,0.7317448116833205,-1.0,-1.0,-1.0
917,SafetyMargin > 0.08,0.2537,0.8282442748091603,1.0,1.0,1.0
918,SafetyMargin <= 0.02,0.2535,0.8445078459343794,-1.0,-1.0,-1.0
919,Tau <= 0.25,0.2539,0.8380281690140845,1.0,1.0,1.0
920,Tau <= 0.25,0.251,0.8416988416988417,1.0,1.0,1.0
921,Tau > 0.75,0.2484,0.8455172413793104,-1.0,-1.0,1.0
922,Tau <= 0.25,0.2527,0.8682634730538922,1.0,1.0,-1.0
923,Eta <= 0.25,0.2425,0.7244538407329105,-1.0,-1.0,-1.0
924,SafetyMargin <= 0.02,0.2486,0.8402282453637661,-1.0,-1.0,-1.0
925,SafetyMargin <= 0.02,0.2559,0.8401997503121099,-1.0,-1.0,-1.0
926,Tau > 0.75,0.2515,0.8602794411177644,-1.0,-1.0,-1.0
927,Tau > 0.75,0.2486,0.8333333333333334,-1.0,-1.0,1.0
928,Tau <= 0.25,0.2515,0.8950617283950617,1.0,1.0,1.0
929,SafetyMargin > 0.08,0.245,0.8673323823109843,1.0,1.0,1.0
930,Tau <= 0.25,0.2475,0.9102990033222591,1.0,1.0,1.0
931,Tau > 0.75,0.2546,0.8368298368298368,-1.0,-1.0,-1.0
932,SafetyMargin > 0.08,0.2466,0.8452012383900929,1.0,1.0,1.0
933,Tau <= 0.51,0.5062,0.7332071901608326,1.0,1.0,1.0
934,SafetyMargin > 0.08,0.2491,0.83125,1.0,1.0,1.0
935,SafetyMargin <= 0.02,0.2498,0.8785046728971962,-1.0,-1.0,-1.0
936,SafetyMargin > 0.08,0.255,0.8202995008319468,1.0,1.0,1.0
937,SafetyMargin <= 0.02,0.2579,0.8231098430813124,-1.0,-1.0,-1.0
938,Tau <= 0.51,0.5043,0.7491675915649278,1.0,1.0,1.0
939,Tau > 0.75,0.247,0.8290788013318535,-1.0,-1.0,-1.0
940,Tau <= 0.25,0.248,0.8722044728434505,1.0,1.0,1.0
941,Tau > 0.75,0.2459,0.8428927680798005,-1.0,-1.0,1.0
942,Eta <= 0.25,0.2497,0.7632367632367633,-1.0,-1.0,-1.0
943,Tau > 0.75,0.2535,0.8298279158699808,-1.0,-1.0,1.0
944,SafetyMargin > 0.05,0.5003,0.7473884140550807,1.0,1.0,1.0
945,SafetyMargin <= 0.02,0.2581,0.8456057007125891,-1.0,-1.0,-1.0
946,SafetyMargin > 0.08,0.2494,0.844311377245509,1.0,1.0,1.0
947,Tau <= 0.25,0.2544,0.8978622327790974,1.0,1.0,1.0
948,Tau > 0.75,0.2538,0.8625,-1.0,-1.0,-1.0
949,Tau <= 0.51,0.5022,0.7438692098092643,1.0,1.0,1.0
950,SafetyMargin <= 0.02,0.2443,0.8402282453637661,-1.0,-1.0,-1.0
951,SafetyMargin <= 0.05,0.4933,0.7361376673040153,-1.0,-1.0,1.0
952,SafetyMargin <= 0.02,0.2476,0.8454332552693209,-1.0,-1.0,-1.0
953,SafetyMargin > 0.05,0.5078,0.7403245942571786,1.0,1.0,-1.0
954,SafetyMargin <= 0.02,0.2447,0.8290909090909091,-1.0,-1.0,-1.0
955,Tau <= 0.25,0.2398,0.8830769230769231,1.0,1.0,1.0
956,Tau <= 0.25,0.2459,0.8598574821852731,1.0,1.0,1.0
957,SafetyMargin <= 0.02,0.2551,0.8177458033573142,-1.0,-1.0,-1.0
958,SafetyMargin <= 0.02,0.2521,0.8601532567049809,-1.0,-1.0,-1.0
959,Tau > 0.75,0.2527,0.8416547788873039,-1.0,-1.0,-1.0
960,SafetyMargin > 0.08,0.2519,0.8704318936877077,1.0,1.0,1.0
961,Tau <= 0.25,0.2484,0.8685015290519877,1.0,1.0,1.0
962,Tau <= 0.51,0.4972,0.7308461025982678,1.0,1.0,1.0
963,Tau > 0.75,0.2534,0.8805309734513275,-1.0,-1.0,-1.0
964,SafetyMargin > 0.08,0.2565,0.8492307692307692,1.0,1.0,1.0
965,Tau <= 0.51,0.4877,0.7338782924613987,1.0,1.0,1.0
966,Tau > 0.75,0.2519,0.8308115543328748,-1.0,-1.0,-1.0
967,SafetyMargin > 0.08,0.2519,0.844311377245509,1.0,1.0,1.0
968,Tau <= 0.25,0.2596,0.8805970149253731,1.0,1.0,1.0
969,SafetyMargin <= 0.05,0.4961,0.7169025811823481,-1.0,-1.0,-1.0
970,Tau <= 0.25,0.2481,0.8943661971830986,1.0,1.0,1.0
971,Tau > 0.75,0.2455,0.8630527817403709,-1.0,-1.0,-1.0
972,SafetyMargin > 0.05,0.5087,0.7348353552859619,1.0,1.0,1.0
973,Tau > 0.75,0.2536,0.8511627906976744,-1.0,-1.0,1.0
974,SafetyMargin > 0.05,0.5007,0.7232897770945427,1.0,1.0,1.0
975,SafetyMargin > 0.08,0.2513,0.8183060109289617,1.0,1.0,1.0
976,Tau <= 0.25,0.2538,0.8403990024937655,1.0,1.0,-1.0
977,Tau > 0.75,0.2554,0.8190899001109878,-1.0,-1.0,1.0
978,SafetyMargin <= 0.02,0.2483,0.8388017118402282,-1.0,-1.0,-1.0
979,Eta <= 0.25,0.2484,0.7369353410097431,-1.0,-1.0,-1.0
980,SafetyMargin > 0.08,0.2465,0.826955074875208,1.0,1.0,1.0
981,SafetyMargin <= 0.02,0.2524,0.8803986710963455,-1.0,-1.0,-1.0
982,Tau > 0.75,0.2516,0.8154269972451791,-1.0,-1.0,-1.0
983,Tau <= 0.51,0.5035,0.7271062271062271,1.0,1.0,1.0
984,Tau > 0.75,0.2506,0.8478260869565217,-1.0,-1.0,-1.0
985,Eta <= 0.25,0.2477,0.7268292682926829,-1.0,-1.0,-1.0
986,Tau <= 0.25,0.2455,0.8778054862842892,1.0,1.0,1.0
987,SafetyMargin > 0.05,0.4989,0.746044962531224,1.0,1.0,-1.0
988,Eta <= 0.25,0.2508,0.7471162377994676,-1.0,-1.0,-1.0
989,Eta <= 0.50,0.5022,0.6480446927374302,-1.0,-1.0,-1.0
990,SafetyMargin <= 0.02,0.2461,0.8383233532934131,-1.0,-1.0,-1.0
991,Tau > 0.75,0.2552,0.8422053231939164,-1.0,-1.0,-1.0
992,SafetyMargin <= 0.02,0.2488,0.8363636363636363,-1.0,-1.0,-1.0
993,SafetyMargin > 0.08,0.2506,0.8461538461538461,1.0,1.0,1.0
994,SafetyMargin <= 0.02,0.2482,0.8531468531468531,-1.0,-1.0,-1.0
995,Tau <= 0.51,0.4968,0.7391304347826086,1.0,1.0,1.0
996,Tau <= 0.25,0.2544,0.8738738738738738,1.0,1.0,1.0
997,SafetyMargin <= 0.05,0.4984,0.7336448598130841,-1.0,-1.0,1.0
998,SafetyMargin <= 0.05,0.4953,0.7576974564926372,-1.0,-1.0,1.0
999,SafetyMargin <= 0.05,0.4986,0.7229791099000908,-1.0,-1.0,1.0
