Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
410,Tau > 0.51,0.507,0.7332667332667333,-1.0,-1.0,1.0
411,Tau > 0.75,0.253,0.8168701442841287,-1.0,-1.0,-1.0
412,Tau <= 0.51,0.5021,0.7747502270663034,1.0,1.0,1.0
413,Tau > 0.75,0.2462,0.8364928909952607,-1.0,-1.0,-1.0
414,Tau <= 0.51,0.5004,0.7659963436928702,1.0,1.0,-1.0
415,Tau > 0.51,0.4944,0.7261280167890871,-1.0,-1.0,-1.0
416,Tau <= 0.51,0.5068,0.781354051054384,1.0,1.0,1.0
417,Tau > 0.75,0.2472,0.8272552783109405,-1.0,-1.0,-1.0
418,Tau > 0.75,0.2584,0.8361904761904762,-1.0,-1.0,1.0
419,SafetyMargin > 0.08,0.2505,0.8419301164725458,1.0,1.0,1.0
420,Tau > 0.51,0.4931,0.736228813559322,-1.0,-1.0,1.0
421,SafetyMargin > 0.08,0.2487,0.8335625859697386,1.0,1.0,1.0
422,SafetyMargin > 0.08,0.2552,0.8776290630975143,1.0,1.0,1.0
423,SafetyMargin > 0.08,0.2435,0.8307984790874525,1.0,1.0,1.0
424,SafetyMargin > 0.08,0.2513,0.8435940099833611,1.0,1.0,1.0
425,SafetyMargin <= 0.02,0.2491,0.8045649072753209,-1.0,-1.0,-1.0
426,Tau > 0.75,0.2474,0.8228571428571428,-1.0,-1.0,-1.0
427,Tau > 0.75,0.256,0.8222940226171244,-1.0,-1.0,-1.0
428,SafetyMargin > 0.08,0.246,0.8598484848484849,1.0,1.0,1.0
