Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
429,SafetyMargin > 0.05,0.4943,0.7423764458464774,1.0,1.0,1.0
430,Tau <= 0.25,0.2487,0.8802395209580839,1.0,1.0,1.0
431,Tau > 0.75,0.251,0.8087121212121212,-1.0,-1.0,-1.0
432,SafetyMargin > 0.05,0.498,0.7292707292707292,1.0,1.0,1.0
433,Tau <= 0.25,0.2452,0.9230769230769231,1.0,1.0,1.0
434,SafetyMargin <= 0.02,0.2516,0.8161838161838162,-1.0,-1.0,-1.0
435,SafetyMargin <= 0.02,0.2527,0.7776852622814321,-1.0,-1.0,-1.0
436,Eta > 0.74,0.2485,0.7247081712062257,1.0,1.0,1.0
437,SafetyMargin > 0.05,0.4979,0.7275204359673024,1.0,1.0,1.0
438,SafetyMargin > 0.08,0.2455,0.8728179551122195,1.0,1.0,1.0
439,Eta <= 0.25,0.2487,0.7122186495176849,-1.0,-1.0,1.0
440,Tau > 0.51,0.4981,0.7180156657963447,-1.0,-1.0,-1.0
441,Eta <= 0.25,0.2585,0.7100977198697068,-1.0,-1.0,-1.0
442,SafetyMargin <= 0.02,0.2527,0.7992007992007992,-1.0,-1.0,-1.0
443,SafetyMargin > 0.08,0.2556,0.8333333333333334,1.0,1.0,1.0
444,SafetyMargin > 0.05,0.4978,0.7503852080123267,1.0,1.0,1.0
445,Tau > 0.51,0.5022,0.7386722866174921,-1.0,-1.0,1.0
446,Tau <= 0.25,0.2504,0.9253731343283582,1.0,1.0,1.0
447,Eta <= 0.25,0.2569,0.695898161244696,-1.0,-1.0,-1.0
448,Tau > 0.75,0.2509,0.8271728271728271,-1.0,-1.0,-1.0
449,Tau > 0.75,0.2514,0.8246575342465754,-1.0,-1.0,-1.0
450,SafetyMargin <= 0.02,0.2487,0.8097447795823666,-1.0,-1.0,-1.0
451,Tau > 0.51,0.493,0.7472527472527473,-1.0,-1.0,-1.0
452,SafetyMargin <= 0.02,0.2536,0.8224195338512763,-1.0,-1.0,-1.0
453,Tau <= 0.25,0.2539,0.9077306733167082,1.0,1.0,1.0
454,Tau > 0.75,0.2507,0.8219633943427621,-1.0,-1.0,-1.0
455,Tau <= 0.25,0.2567,0.8821656050955414,1.0,1.0,1.0
456,SafetyMargin <= 0.05,0.4985,0.698455949137148,-1.0,-1.0,1.0
457,Tau > 0.75,0.2511,0.801125703564728,-1.0,-1.0,-1.0
458,SafetyMargin > 0.08,0.2415,0.8679245283018868,1.0,1.0,1.0
459,Eta <= 0.25,0.2551,0.7069133398247323,-1.0,-1.0,-1.0
460,SafetyMargin <= 0.02,0.2446,0.8423973362930077,-1.0,-1.0,-1.0
462,Tau > 0.75,0.2509,0.851063829787234,-1.0,-1.0,-1.0
463,Tau <= 0.25,0.2457,0.8952618453865336,1.0,1.0,1.0
464,SafetyMargin <= 0.02,0.2581,0.8223552894211577,-1.0,-1.0,-1.0
465,SafetyMargin > 0.08,0.2457,0.8388017118402282,1.0,1.0,1.0
466,Tau > 0.75,0.2516,0.8290993071593533,-1.0,-1.0,1.0
467,Tau <= 0.51,0.496,0.766541822721598,1.0,1.0,1.0
468,Tau <= 0.25,0.2561,0.9136212624584718,1.0,1.0,1.0
469,Tau <= 0.51,0.5095,0.7502774694783574,1.0,1.0,1.0
470,SafetyMargin > 0.08,0.2534,0.8986784140969163,1.0,1.0,1.0
471,Tau <= 0.25,0.2522,0.891846921797005,1.0,1.0,1.0
472,Tau > 0.75,0.2506,0.8333333333333334,-1.0,-1.0,-1.0
473,Tau <= 0.25,0.2548,0.9002493765586035,1.0,1.0,1.0
474,Eta <= 0.25,0.251,0.711038961038961,-1.0,-1.0,-1.0
475,Tau > 0.75,0.2476,0.8022130013831259,-1.0,-1.0,-1.0
476,SafetyMargin <= 0.02,0.2541,0.8102108768035516,-1.0,-1.0,-1.0
477,Eta > 0.74,0.2534,0.6801881246325691,1.0,1.0,1.0
478,Tau > 0.51,0.4959,0.7195203197868087,-1.0,-1.0,-1.0
479,Tau > 0.75,0.2487,0.8143776824034334,-1.0,-1.0,-1.0
480,Tau > 0.51,0.495,0.7094088259783514,-1.0,-1.0,-1.0
482,Tau > 0.75,0.2461,0.7946859903381642,-1.0,-1.0,-1.0
483,Tau <= 0.25,0.2544,0.896969696969697,1.0,1.0,1.0
484,Tau > 0.51,0.4898,0.7261280167890871,-1.0,-1.0,-1.0
485,Tau <= 0.25,0.2478,0.8870431893687708,1.0,1.0,1.0
486,SafetyMargin > 0.08,0.2454,0.8678304239401496,1.0,1.0,1.0
487,Tau <= 0.25,0.2504,0.9251870324189526,1.0,1.0,-1.0
488,Tau > 0.75,0.2534,0.8254364089775561,-1.0,-1.0,-1.0
489,SafetyMargin > 0.05,0.5021,0.728051391862955,1.0,1.0,1.0
490,Tau <= 0.25,0.2461,0.920265780730897,1.0,1.0,1.0
491,Tau <= 0.51,0.5016,0.7676130389064143,1.0,1.0,1.0
492,Tau <= 0.25,0.2629,0.9174311926605505,1.0,1.0,1.0
493,SafetyMargin <= 0.02,0.2459,0.826645264847512,-1.0,-1.0,-1.0
494,Tau <= 0.25,0.2522,0.9021956087824351,1.0,1.0,1.0
495,Tau > 0.51,0.4994,0.6970033296337403,-1.0,-1.0,-1.0
496,Tau > 0.75,0.2529,0.7988587731811697,-1.0,-1.0,-1.0
497,Tau <= 0.25,0.2535,0.8809523809523809,1.0,1.0,1.0
498,SafetyMargin <= 0.02,0.2516,0.8069883527454242,-1.0,-1.0,-1.0
499,Tau <= 0.25,0.2475,0.9102990033222591,1.0,1.0,-1.0
500,SafetyMargin > 0.08,0.2484,0.8445078459343794,1.0,1.0,1.0
501,Tau <= 0.25,0.2509,0.8865030674846626,1.0,1.0,-1.0
502,SafetyMargin > 0.05,0.4986,0.7116345467523197,1.0,1.0,1.0
503,SafetyMargin <= 0.05,0.4942,0.7177352206494588,-1.0,-1.0,1.0
504,Tau <= 0.25,0.2454,0.9027431421446384,1.0,1.0,1.0
505,Tau <= 0.25,0.2446,0.9118136439267887,1.0,1.0,1.0
506,SafetyMargin <= 0.02,0.2531,0.8075117370892019,-1.0,-1.0,-1.0
507,Tau > 0.75,0.2558,0.8273894436519258,-1.0,-1.0,-1.0
508,Tau > 0.75,0.2572,0.8119800332778702,-1.0,-1.0,-1.0
509,Tau <= 0.25,0.2602,0.9027431421446384,1.0,1.0,1.0
510,SafetyMargin <= 0.02,0.2473,0.8163672654690619,-1.0,-1.0,-1.0
511,Tau <= 0.51,0.5104,0.7652933832709113,1.0,1.0,1.0
512,Tau > 0.51,0.4951,0.7202944269190326,-1.0,-1.0,-1.0
513,Tau > 0.75,0.2528,0.8111888111888111,-1.0,-1.0,-1.0
514,Tau <= 0.25,0.2536,0.8952618453865336,1.0,1.0,1.0
515,Tau > 0.75,0.2514,0.831946755407654,-1.0,-1.0,-1.0
516,SafetyMargin > 0.08,0.2488,0.8952618453865336,1.0,1.0,1.0
517,SafetyMargin <= 0.02,0.254,0.8071833648393195,-1.0,-1.0,-1.0
518,SafetyMargin <= 0.02,0.248,0.8272552783109405,-1.0,-1.0,-1.0
519,Tau <= 0.25,0.26,0.8888888888888888,1.0,1.0,1.0
520,Eta <= 0.25,0.2489,0.6955363091272485,-1.0,-1.0,-1.0
521,SafetyMargin > 0.08,0.2517,0.8668885191347754,1.0,1.0,1.0
522,Tau <= 0.25,0.2482,0.904320987654321,1.0,1.0,1.0
523,Tau <= 0.25,0.2474,0.8892307692307693,1.0,1.0,1.0
524,SafetyMargin > 0.08,0.248,0.8345221112696148,1.0,1.0,1.0
525,Tau > 0.75,0.2541,0.8508771929824561,-1.0,-1.0,1.0
526,SafetyMargin > 0.08,0.2408,0.8870588235294118,1.0,1.0,1.0
527,SafetyMargin <= 0.02,0.2451,0.8101460415065335,-1.0,-1.0,-1.0
528,SafetyMargin > 0.08,0.2458,0.8877805486284289,1.0,1.0,1.0
530,Eta <= 0.25,0.2486,0.7042957042957043,-1.0,-1.0,1.0
531,SafetyMargin > 0.05,0.5033,0.7538601271571299,1.0,1.0,-1.0
532,Tau > 0.75,0.2505,0.7994467496542186,-1.0,-1.0,-1.0
533,SafetyMargin > 0.05,0.4968,0.7478862413528056,1.0,1.0,1.0
534,Tau <= 0.25,0.2501,0.9011976047904192,1.0,1.0,1.0
535,SafetyMargin > 0.08,0.2484,0.8407494145199064,1.0,1.0,1.0
536,Tau > 0.75,0.2606,0.8183632734530938,-1.0,-1.0,-1.0
537,Tau > 0.75,0.2448,0.8076190476190476,-1.0,-1.0,-1.0
538,Tau <= 0.51,0.5029,0.7783783783783784,1.0,1.0,-1.0
539,SafetyMargin <= 0.02,0.2442,0.8002853067047075,-1.0,-1.0,-1.0
540,Eta <= 0.25,0.2536,0.7082917082917083,-1.0,-1.0,1.0
541,Tau <= 0.25,0.2483,0.8830242510699001,1.0,1.0,1.0
542,Tau > 0.75,0.2475,0.8118971061093248,-1.0,-1.0,-1.0
543,SafetyMargin > 0.08,0.2484,0.846441947565543,1.0,1.0,1.0
544,SafetyMargin > 0.05,0.5,0.7469478357380688,1.0,1.0,1.0
545,Tau > 0.75,0.2487,0.8380281690140845,-1.0,-1.0,-1.0
546,SafetyMargin > 0.08,0.2471,0.8457300275482094,1.0,1.0,1.0
547,Tau <= 0.25,0.2484,0.906187624750499,1.0,1.0,1.0
548,Tau > 0.75,0.2516,0.812933025404157,-1.0,-1.0,-1.0
549,SafetyMargin <= 0.02,0.2533,0.8049792531120332,-1.0,-1.0,-1.0
550,SafetyMargin > 0.08,0.2596,0.8678304239401496,1.0,1.0,1.0
551,Eta <= 0.25,0.2415,0.6831896551724138,-1.0,-1.0,-1.0
552,SafetyMargin > 0.08,0.2528,0.8412322274881516,1.0,1.0,1.0
553,Tau <= 0.51,0.4942,0.8130841121495327,1.0,1.0,1.0
554,Tau > 0.75,0.2572,0.7959183673469388,-1.0,-1.0,1.0
555,Tau > 0.75,0.2542,0.812375249500998,-1.0,-1.0,-1.0
556,Tau > 0.51,0.5009,0.7318116975748931,-1.0,-1.0,1.0
557,Tau <= 0.51,0.4975,0.7640449438202247,1.0,1.0,1.0
558,Tau > 0.51,0.5061,0.7169811320754716,-1.0,-1.0,-1.0
559,SafetyMargin > 0.08,0.2515,0.8460076045627376,1.0,1.0,1.0
560,Tau <= 0.25,0.2518,0.9201995012468828,1.0,1.0,1.0
561,Tau > 0.75,0.2395,0.8317535545023697,-1.0,-1.0,-1.0
562,Tau > 0.51,0.5067,0.712778429073857,-1.0,-1.0,1.0
563,Tau <= 0.51,0.4935,0.776303317535545,1.0,1.0,1.0
564,Tau <= 0.25,0.2562,0.8882235528942116,1.0,1.0,1.0
565,Tau <= 0.25,0.2563,0.9102244389027432,1.0,1.0,1.0
566,SafetyMargin > 0.08,0.2521,0.8331668331668332,1.0,1.0,1.0
567,Tau > 0.75,0.2508,0.8263473053892215,-1.0,-1.0,-1.0
568,SafetyMargin <= 0.02,0.2542,0.7953615279672579,-1.0,-1.0,-1.0
569,Tau > 0.75,0.2615,0.830423940149626,-1.0,-1.0,-1.0
570,SafetyMargin > 0.08,0.2469,0.8494117647058823,1.0,1.0,-1.0
571,Eta > 0.50,0.4928,0.6719908727895038,1.0,1.0,-1.0
572,SafetyMargin > 0.08,0.248,0.8769230769230769,1.0,1.0,1.0
573,Tau <= 0.51,0.4946,0.7702297702297702,1.0,1.0,1.0
574,Tau > 0.75,0.254,0.834920634920635,-1.0,-1.0,-1.0
575,SafetyMargin > 0.05,0.5079,0.7512487512487512,1.0,1.0,1.0
576,Eta > 0.74,0.2513,0.6937901498929336,1.0,1.0,1.0
577,Tau > 0.75,0.2473,0.8065040650406504,-1.0,-1.0,-1.0
578,SafetyMargin <= 0.02,0.247,0.8002853067047075,-1.0,-1.0,1.0
579,Tau > 0.75,0.2559,0.8302828618968386,-1.0,-1.0,-1.0
580,SafetyMargin > 0.08,0.2557,0.8602794411177644,1.0,1.0,1.0
581,SafetyMargin <= 0.05,0.5012,0.7127937336814621,-1.0,-1.0,1.0
582,SafetyMargin > 0.08,0.2464,0.8430813124108416,1.0,1.0,-1.0
583,SafetyMargin <= 0.02,0.2545,0.7752247752247752,-1.0,-1.0,1.0
584,Tau <= 0.25,0.2502,0.9235880398671097,1.0,1.0,1.0
585,SafetyMargin <= 0.05,0.5042,0.7152941176470589,-1.0,-1.0,1.0
586,SafetyMargin <= 0.02,0.2477,0.8143712574850299,-1.0,-1.0,-1.0
587,Tau <= 0.25,0.253,0.8899082568807339,1.0,1.0,1.0
588,SafetyMargin > 0.08,0.2527,0.8471760797342193,1.0,1.0,1.0
589,Tau > 0.75,0.25,0.8201798201798202,-1.0,-1.0,-1.0
590,Tau > 0.75,0.2434,0.8083832335329342,-1.0,-1.0,-1.0
591,Tau <= 0.51,0.4976,0.7749546279491834,1.0,1.0,1.0
592,SafetyMargin <= 0.02,0.2524,0.8191808191808192,-1.0,-1.0,-1.0
593,SafetyMargin > 0.05,0.5042,0.7478152309612984,1.0,1.0,1.0
594,SafetyMargin <= 0.02,0.2374,0.8245363766048502,-1.0,-1.0,-1.0
595,SafetyMargin > 0.05,0.4987,0.7628504672897196,1.0,1.0,1.0
597,SafetyMargin > 0.08,0.2542,0.8762475049900199,1.0,1.0,-1.0
598,Tau > 0.51,0.499,0.7340569877883311,-1.0,-1.0,-1.0
599,Tau > 0.75,0.2521,0.8202995008319468,-1.0,-1.0,-1.0
600,SafetyMargin > 0.08,0.252,0.8552412645590682,1.0,1.0,1.0
601,SafetyMargin > 0.08,0.2477,0.8582230623818525,1.0,1.0,1.0
602,SafetyMargin > 0.05,0.4955,0.7602397602397603,1.0,1.0,-1.0
603,Tau <= 0.25,0.247,0.9152119700748129,1.0,1.0,-1.0
604,Tau <= 0.25,0.2516,0.9276807980049875,1.0,1.0,1.0
605,Tau > 0.51,0.5048,0.7257039055404177,-1.0,-1.0,-1.0
606,Tau <= 0.25,0.2517,0.8852459016393442,1.0,1.0,1.0
607,Tau > 0.75,0.2534,0.8476190476190476,-1.0,-1.0,-1.0
608,SafetyMargin > 0.08,0.2468,0.8371531966224367,1.0,1.0,1.0
609,SafetyMargin <= 0.05,0.4944,0.7063609467455622,-1.0,-1.0,-1.0
610,SafetyMargin > 0.08,0.2512,0.8415094339622642,1.0,1.0,-1.0
611,Tau <= 0.25,0.2527,0.8798798798798799,1.0,1.0,1.0
612,Tau <= 0.25,0.2469,0.8803680981595092,1.0,1.0,1.0
613,Tau <= 0.25,0.2494,0.8899082568807339,1.0,1.0,1.0
614,SafetyMargin > 0.08,0.2587,0.8618968386023295,1.0,1.0,-1.0
615,SafetyMargin <= 0.02,0.2555,0.8301886792452831,-1.0,-1.0,-1.0
616,Eta > 0.74,0.2471,0.7048424289008455,1.0,1.0,1.0
617,Tau <= 0.25,0.2463,0.9251870324189526,1.0,1.0,1.0
619,Tau <= 0.25,0.2529,0.8899082568807339,1.0,1.0,1.0
620,SafetyMargin <= 0.02,0.2518,0.8201634877384196,-1.0,-1.0,-1.0
621,Tau <= 0.25,0.2464,0.8768718801996672,1.0,1.0,1.0
622,SafetyMargin > 0.08,0.2511,0.8423973362930077,1.0,1.0,1.0
623,Tau <= 0.51,0.4953,0.7631954350927247,1.0,1.0,1.0
624,SafetyMargin <= 0.02,0.2536,0.8321513002364066,-1.0,-1.0,-1.0
625,Tau <= 0.25,0.2538,0.8960244648318043,1.0,1.0,1.0
626,Tau <= 0.51,0.5081,0.7812187812187812,1.0,1.0,1.0
627,Tau > 0.75,0.249,0.8225806451612904,-1.0,-1.0,-1.0
628,SafetyMargin > 0.05,0.4973,0.7522477522477522,1.0,1.0,1.0
629,Tau <= 0.25,0.2496,0.8902743142144638,1.0,1.0,1.0
630,Tau > 0.75,0.2451,0.8202247191011236,-1.0,-1.0,-1.0
631,Tau > 0.75,0.2591,0.848585690515807,-1.0,-1.0,-1.0
632,Tau <= 0.25,0.2427,0.8951747088186356,1.0,1.0,1.0
633,SafetyMargin <= 0.02,0.2509,0.7880133185349611,-1.0,-1.0,-1.0
634,Tau <= 0.25,0.2479,0.8873239436619719,1.0,1.0,1.0
635,SafetyMargin > 0.08,0.2514,0.851782363977486,1.0,1.0,1.0
636,SafetyMargin <= 0.02,0.2499,0.8140495867768595,-1.0,-1.0,-1.0
637,SafetyMargin <= 0.05,0.5011,0.7194004995836802,-1.0,-1.0,-1.0
638,Tau > 0.75,0.2505,0.8145506419400856,-1.0,-1.0,-1.0
639,Tau > 0.75,0.2489,0.7936772046589018,-1.0,-1.0,-1.0
640,SafetyMargin > 0.08,0.2461,0.8539325842696629,1.0,1.0,1.0
641,SafetyMargin > 0.08,0.2528,0.8528,1.0,1.0,1.0
642,Tau > 0.75,0.252,0.8089887640449438,-1.0,-1.0,1.0
643,SafetyMargin > 0.05,0.4897,0.7437011294526499,1.0,1.0,1.0
644,Tau <= 0.25,0.2521,0.8753894080996885,1.0,1.0,1.0
645,Tau > 0.75,0.2517,0.7935174069627852,-1.0,-1.0,1.0
646,SafetyMargin <= 0.02,0.252,0.7953410981697171,-1.0,-1.0,-1.0
647,SafetyMargin > 0.05,0.4916,0.7386785449146251,1.0,1.0,1.0
648,SafetyMargin > 0.08,0.2497,0.8601997146932953,1.0,1.0,1.0
649,SafetyMargin <= 0.02,0.2531,0.800332778702163,-1.0,-1.0,-1.0
650,SafetyMargin > 0.08,0.25,0.8541666666666666,1.0,1.0,1.0
651,Tau <= 0.51,0.512,0.7615894039735099,1.0,1.0,1.0
652,SafetyMargin <= 0.02,0.2446,0.8336106489184693,-1.0,-1.0,-1.0
653,SafetyMargin <= 0.02,0.2451,0.8102108768035516,-1.0,-1.0,-1.0
654,SafetyMargin <= 0.02,0.2555,0.8037735849056604,-1.0,-1.0,-1.0
655,Tau > 0.51,0.5041,0.7311534968210718,-1.0,-1.0,-1.0
656,Tau <= 0.25,0.2511,0.9144144144144144,1.0,1.0,-1.0
657,Tau > 0.51,0.4942,0.7198391420911529,-1.0,-1.0,1.0
658,Tau <= 0.51,0.4959,0.7699530516431925,1.0,1.0,1.0
659,Tau > 0.51,0.4986,0.7321131447587355,-1.0,-1.0,-1.0
660,SafetyMargin <= 0.02,0.2516,0.8113207547169812,-1.0,-1.0,-1.0
661,Tau <= 0.25,0.2552,0.8812351543942993,1.0,1.0,1.0
662,SafetyMargin > 0.08,0.2552,0.8735440931780366,1.0,1.0,1.0
663,Tau > 0.51,0.4927,0.7115749525616698,-1.0,-1.0,-1.0
664,Eta <= 0.25,0.2451,0.6863950807071484,-1.0,-1.0,1.0
665,SafetyMargin > 0.08,0.2523,0.8457269700332963,1.0,1.0,1.0
666,Tau <= 0.25,0.2523,0.891846921797005,1.0,1.0,1.0
667,SafetyMargin > 0.08,0.2523,0.8602329450915142,1.0,1.0,1.0
668,SafetyMargin <= 0.05,0.4997,0.7061900610287707,-1.0,-1.0,-1.0
669,SafetyMargin > 0.08,0.2467,0.8402662229617305,1.0,1.0,1.0
670,Tau <= 0.51,0.5028,0.7740199846272099,1.0,1.0,1.0
671,SafetyMargin <= 0.02,0.2439,0.8002219755826859,-1.0,-1.0,-1.0
672,SafetyMargin > 0.08,0.2486,0.8323353293413174,1.0,1.0,1.0
673,Eta <= 0.25,0.255,0.701180744777475,-1.0,-1.0,-1.0
674,SafetyMargin <= 0.02,0.2511,0.8112903225806452,-1.0,-1.0,-1.0
675,SafetyMargin <= 0.05,0.5113,0.6942508710801394,-1.0,-1.0,1.0
676,Tau > 0.75,0.2461,0.82574568288854,-1.0,-1.0,-1.0
677,Tau <= 0.51,0.4947,0.7647593097184378,1.0,1.0,-1.0
678,Tau <= 0.25,0.2541,0.8792569659442725,1.0,1.0,1.0
679,SafetyMargin <= 0.02,0.2453,0.8115384615384615,-1.0,-1.0,-1.0
680,SafetyMargin <= 0.02,0.2552,0.8027465667915106,-1.0,-1.0,-1.0
681,Tau > 0.75,0.2449,0.8102710413694721,-1.0,-1.0,-1.0
682,Tau <= 0.25,0.245,0.8903654485049833,1.0,1.0,1.0
683,SafetyMargin > 0.08,0.2571,0.8952618453865336,1.0,1.0,1.0
684,SafetyMargin <= 0.02,0.2535,0.8287092882991556,-1.0,-1.0,-1.0
685,SafetyMargin <= 0.02,0.25,0.8103161397670549,-1.0,-1.0,-1.0
686,SafetyMargin > 0.08,0.2547,0.8635294117647059,1.0,1.0,-1.0
687,Tau <= 0.25,0.253,0.8857808857808858,1.0,1.0,1.0
688,SafetyMargin > 0.08,0.2539,0.879746835443038,1.0,1.0,1.0
689,Tau > 0.75,0.2417,0.8354114713216958,-1.0,-1.0,-1.0
690,Tau <= 0.25,0.2472,0.8734567901234568,1.0,1.0,1.0
691,SafetyMargin <= 0.02,0.2423,0.8036605657237936,-1.0,-1.0,-1.0
692,Tau <= 0.51,0.5074,0.7517831669044223,1.0,1.0,1.0
693,SafetyMargin <= 0.02,0.2539,0.8011049723756906,-1.0,-1.0,-1.0
694,SafetyMargin <= 0.02,0.2467,0.8108974358974359,-1.0,-1.0,-1.0
695,Tau <= 0.25,0.2453,0.8983833718244804,1.0,1.0,1.0
696,Tau <= 0.25,0.2424,0.9168053244592346,1.0,1.0,1.0
697,Tau > 0.75,0.2416,0.8099273607748184,-1.0,-1.0,-1.0
698,SafetyMargin > 0.08,0.2506,0.8345221112696148,1.0,1.0,1.0
699,SafetyMargin > 0.08,0.2492,0.8502994011976048,1.0,1.0,1.0
700,Tau > 0.75,0.2539,0.8354114713216958,-1.0,-1.0,-1.0
701,SafetyMargin > 0.05,0.4953,0.7320617620345141,1.0,1.0,1.0
702,Tau <= 0.25,0.2502,0.8944365192582026,1.0,1.0,1.0
703,Tau > 0.75,0.249,0.827922077922078,-1.0,-1.0,-1.0
704,Tau <= 0.51,0.5063,0.746551724137931,1.0,1.0,1.0
705,Tau <= 0.25,0.2548,0.9036544850498339,1.0,1.0,-1.0
706,SafetyMargin <= 0.02,0.2494,0.7771664374140302,-1.0,-1.0,-1.0
707,SafetyMargin > 0.05,0.505,0.7218984179850125,1.0,1.0,1.0
708,Tau > 0.51,0.4952,0.731585518102372,-1.0,-1.0,1.0
709,SafetyMargin <= 0.02,0.248,0.8043912175648703,-1.0,-1.0,-1.0
710,Tau <= 0.25,0.2516,0.9202453987730062,1.0,1.0,1.0
711,SafetyMargin > 0.08,0.2459,0.8652246256239601,1.0,1.0,1.0
712,SafetyMargin <= 0.02,0.2526,0.8227215980024969,-1.0,-1.0,-1.0
713,Tau <= 0.25,0.2593,0.8650306748466258,1.0,1.0,1.0
714,Tau <= 0.51,0.5109,0.781055900621118,1.0,1.0,1.0
715,Tau > 0.75,0.2373,0.8219633943427621,-1.0,-1.0,-1.0
716,Tau <= 0.51,0.5079,0.8027465667915106,1.0,1.0,1.0
717,SafetyMargin > 0.05,0.5074,0.7488151658767772,1.0,1.0,-1.0
718,Tau > 0.51,0.5008,0.7325134511913912,-1.0,-1.0,-1.0
719,Tau <= 0.25,0.2548,0.9026128266033254,1.0,1.0,1.0
720,Tau <= 0.25,0.2465,0.8967136150234741,1.0,1.0,1.0
721,Tau <= 0.25,0.2513,0.8927680798004988,1.0,1.0,1.0
722,SafetyMargin > 0.05,0.5032,0.7719568567026194,1.0,1.0,1.0
723,Tau <= 0.25,0.2485,0.8860465116279069,1.0,1.0,1.0
724,SafetyMargin > 0.05,0.499,0.7469478357380688,1.0,1.0,1.0
725,SafetyMargin <= 0.02,0.2501,0.7920072661217076,-1.0,-1.0,-1.0
726,Tau > 0.75,0.253,0.8252911813643927,-1.0,-1.0,1.0
727,SafetyMargin <= 0.02,0.252,0.8001998001998002,-1.0,-1.0,-1.0
728,Tau <= 0.25,0.2483,0.9101382488479263,1.0,1.0,1.0
729,Tau <= 0.25,0.2482,0.8728179551122195,1.0,1.0,1.0
730,Eta <= 0.25,0.2468,0.7210657785179018,-1.0,-1.0,-1.0
731,Tau > 0.75,0.2531,0.8360128617363344,-1.0,-1.0,-1.0
732,SafetyMargin > 0.05,0.5004,0.7411444141689373,1.0,1.0,1.0
733,Tau > 0.51,0.5031,0.7094932191291934,-1.0,-1.0,-1.0
734,SafetyMargin <= 0.02,0.2547,0.8035516093229744,-1.0,-1.0,-1.0
735,Tau <= 0.51,0.5016,0.7740863787375415,1.0,1.0,-1.0
736,Tau <= 0.25,0.2455,0.8837209302325582,1.0,1.0,-1.0
737,SafetyMargin > 0.05,0.4927,0.7447306791569087,1.0,1.0,1.0
738,SafetyMargin > 0.08,0.2605,0.8547619047619047,1.0,1.0,1.0
739,Tau <= 0.25,0.2466,0.918552036199095,1.0,1.0,1.0
740,SafetyMargin > 0.08,0.2488,0.8344051446945338,1.0,1.0,-1.0
742,Tau > 0.51,0.4922,0.7655860349127181,-1.0,-1.0,1.0
743,SafetyMargin <= 0.02,0.251,0.8011472275334608,-1.0,-1.0,-1.0
744,Tau <= 0.25,0.2505,0.8943396226415095,1.0,1.0,1.0
745,Eta <= 0.25,0.2547,0.7120799273387829,-1.0,-1.0,-1.0
746,SafetyMargin <= 0.02,0.2484,0.8383233532934131,-1.0,-1.0,-1.0
747,SafetyMargin <= 0.02,0.2508,0.7860082304526749,-1.0,-1.0,-1.0
748,Tau <= 0.51,0.4913,0.7631887456037515,1.0,1.0,1.0
749,Tau > 0.75,0.2494,0.816,-1.0,-1.0,-1.0
750,Tau > 0.75,0.2382,0.8349358974358975,-1.0,-1.0,-1.0
751,SafetyMargin > 0.05,0.4973,0.7735507246376812,1.0,1.0,1.0
752,SafetyMargin <= 0.05,0.5015,0.7135720233139051,-1.0,-1.0,1.0
753,Tau <= 0.25,0.2468,0.8985849056603774,1.0,1.0,1.0
754,SafetyMargin > 0.05,0.4984,0.7492507492507493,1.0,1.0,1.0
755,SafetyMargin <= 0.05,0.497,0.7062101910828026,-1.0,-1.0,-1.0
756,Tau > 0.75,0.2528,0.8227215980024969,-1.0,-1.0,-1.0
757,SafetyMargin > 0.08,0.2495,0.8194774346793349,1.0,1.0,1.0
758,Tau <= 0.51,0.5036,0.7710241465445462,1.0,1.0,1.0
759,Tau <= 0.51,0.5015,0.7838862559241706,1.0,1.0,1.0
760,Tau <= 0.51,0.5007,0.8083832335329342,1.0,1.0,-1.0
761,Tau <= 0.51,0.5016,0.7648305084745762,1.0,1.0,1.0
762,SafetyMargin > 0.08,0.2463,0.8463949843260188,1.0,1.0,1.0
763,Tau <= 0.25,0.2479,0.9285714285714286,1.0,1.0,1.0
765,Tau <= 0.25,0.2475,0.9003322259136213,1.0,1.0,1.0
766,Tau <= 0.51,0.4978,0.780564263322884,1.0,1.0,1.0
767,SafetyMargin <= 0.05,0.5,0.7163865546218487,-1.0,-1.0,-1.0
768,Tau > 0.51,0.4977,0.7302688638334779,-1.0,-1.0,-1.0
769,SafetyMargin > 0.08,0.2545,0.8336106489184693,1.0,1.0,1.0
770,SafetyMargin <= 0.02,0.2469,0.7946236559139785,-1.0,-1.0,-1.0
771,SafetyMargin <= 0.05,0.5024,0.7002497918401333,-1.0,-1.0,-1.0
772,SafetyMargin > 0.05,0.4966,0.7317448116833205,1.0,1.0,1.0
773,SafetyMargin > 0.08,0.2446,0.8552412645590682,1.0,1.0,1.0
774,SafetyMargin > 0.08,0.2476,0.846307385229541,1.0,1.0,1.0
775,Tau <= 0.25,0.2473,0.9152119700748129,1.0,1.0,-1.0
776,Tau <= 0.25,0.2436,0.9002493765586035,1.0,1.0,1.0
777,SafetyMargin <= 0.02,0.2489,0.8033980582524272,-1.0,-1.0,-1.0
778,SafetyMargin <= 0.02,0.2503,0.7862318840579711,-1.0,-1.0,-1.0
779,Tau <= 0.51,0.5,0.7624750499001997,1.0,1.0,1.0
780,Tau <= 0.25,0.2445,0.9016393442622951,1.0,1.0,1.0
