SafetyMargin,Eta,Tau,meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,output
0.299694687128067,0.2708258032798767,0.8391939401626587,2.74990875,2.7533,0.0260783444343673,0.0374249999999998,1
0.4954506754875183,0.3409520983695984,0.2318944036960601,2.770799655469423,2.7816,0.0213499462903222,0.0294999999999996,1
0.2194874435663223,0.7796571254730225,0.1941627115011215,2.7589963,2.7582500000000003,0.0281212899119154,0.0344000000000002,1
0.2249383181333542,0.2659794092178345,0.8978517651557922,2.7519659,2.7546,0.020067929569091,0.0250499999999997,0
0.4061290025711059,0.848176896572113,0.2865912020206451,2.7842311033883576,2.7837,0.027460365348493,0.0297500000000003,1
0.3675684332847595,0.9762555956840516,0.2789966166019439,2.76505665,2.76765,0.0245459635332879,0.0301,1
0.141996830701828,0.3454272747039795,0.2097470611333847,2.7332471000000003,2.733,0.0218908408150532,0.0282,0
0.1460115164518356,0.6176109313964844,0.4325966536998749,2.73264685,2.7331,0.022437666992749,0.0291999999999998,0
0.2494844943284988,0.8518901467323303,0.292223572731018,2.76222865,2.7624500000000003,0.022053004878644,0.033525,1
0.1770325452089309,0.2789741456508636,0.8717430830001831,2.73102705,2.7298,0.0224294537003802,0.0299249999999999,0
0.2501814365386963,0.3656599819660187,0.4385754764080047,2.7638173,2.76745,0.0217878085339026,0.0326249999999999,0
0.4758362770080566,0.424673467874527,0.2504867315292358,2.8109363,2.82215,0.0242252327606981,0.0408249999999998,1
0.1168116405606269,0.913927674293518,0.1826108545064926,2.7273796000000003,2.726,0.0240650766431357,0.0333999999999998,0
0.1127067878842353,0.6115536093711853,0.2953998744487762,2.7174279,2.72255,0.0294699610042158,0.0356999999999998,0
0.276248425245285,0.0898523405194282,0.0724141299724578,2.784245250000001,2.7862,0.0285672688130577,0.0491999999999999,1
0.1167018786072731,0.4869670271873474,0.6845965385437012,2.71781045,2.71655,0.0197466869574999,0.0269249999999998,0
0.1866652369499206,0.3879014551639557,0.7303244471549988,2.74652435,2.7471,0.0189679733255163,0.0285999999999999,0
0.392237514257431,0.8959648013114929,0.4414354860782623,2.798243163538874,2.80085,0.019637061793714,0.0363999999999999,1
0.494536429643631,0.1405310481786728,0.4890753030776977,2.7962942,2.7963,0.019520557788137,0.0165000000000001,1
0.3064863383769989,0.8331323862075806,0.4861028790473938,2.7753944,2.7751,0.0265192156490345,0.0358249999999999,1
0.1958744376897812,0.5907719135284424,0.4201025366783142,2.7449969499999995,2.7464,0.0248059236009768,0.0241249999999997,0
0.0354006625711917,0.659214437007904,0.1812365800142288,2.6757711500000005,2.6711,0.0319929577044308,0.0417499999999999,0
0.4629376530647278,0.3188126683235168,0.1277458071708679,2.79944195,2.8055,0.0112412314804695,0.0118999999999998,1
0.2611060440540313,0.5816562175750732,0.4617671370506286,2.75489575,2.75885,0.0267085457660558,0.0445999999999999,1
0.1384456157684326,0.6813850402832031,0.8032857179641724,2.7214329,2.723,0.0241343472584199,0.0296250000000002,0
0.1520373523235321,0.277912974357605,0.1432559490203857,2.73192955,2.7344,0.0274699170329562,0.0420000000000002,0
0.4517643749713897,0.5674352049827576,0.6583051085472107,2.8153663430420712,2.8126,0.0159511278240652,0.0160500000000003,1
0.0518846958875656,0.0979562327265739,0.1333344727754593,2.66936935,2.6669,0.0283166077696022,0.043225,0
0.4307351112365722,0.7298622727394104,0.9590239524841307,2.7976554042553192,2.7985,0.0249624641306677,0.0408499999999998,1
0.422358900308609,0.1003088727593422,0.1255884915590286,2.7914781321184514,2.8025,0.0291566615255827,0.03105,1
0.1431261152029037,0.7102691531181335,0.12388776242733,2.7406393,2.7414,0.0181865696465826,0.0222999999999999,0
0.2007447630167007,0.6179941296577454,0.6787564754486084,2.751134,2.74965,0.0206930711592068,0.0273250000000002,0
