meanEntropy,medianEntropy,stdsEntropy,iqrsEntropy,y_true,y_conformal
2.80707165,2.80995,0.0180624885128683,0.0302000000000002,-1.0,-1.0
2.7441117,2.745,0.0218258070437269,0.0276999999999998,1.0,-1.0
2.7869996751137096,2.7921,0.0210504223068483,0.0317499999999997,-1.0,-1.0
2.7422064,2.7432,0.0222078251758248,0.0298499999999997,1.0,-1.0
2.8030474316939893,2.8021,0.0264204007420594,0.0293999999999998,-1.0,-1.0
2.7143674,2.7172,0.0260180878859304,0.0344249999999997,1.0,1.0
2.6614068,2.65835,0.0303358562391108,0.0362,-1.0,1.0
2.739812,2.7381,0.0225711130873069,0.0285000000000001,1.0,1.0
2.74481295,2.7451,0.0230777795140152,0.0304250000000001,1.0,-1.0
2.68750805,2.6849,0.0225960713443178,0.0304249999999997,1.0,1.0
2.7591466,2.7614,0.0250874896799181,0.0336250000000002,-1.0,-1.0
2.8036642958748224,2.8103,0.0220733238789417,0.0318499999999994,-1.0,-1.0
2.774040290909091,2.7805,0.0198430362024956,0.0221999999999997,-1.0,-1.0
2.69299845,2.7014,0.0418321803471621,0.0605500000000001,-1.0,-1.0
2.80034995,2.8041,0.0244304578343816,0.0336249999999997,-1.0,-1.0
2.7152188,2.7166,0.0184965209312454,0.0206999999999997,1.0,1.0
2.7501355,2.75355,0.024382554824095,0.0314999999999998,1.0,-1.0
2.74821145,2.7489,0.0295812027121532,0.0417,-1.0,-1.0
2.71460175,2.7142,0.0155152554583384,0.0171000000000001,1.0,1.0
2.6872944500000004,2.6846,0.0302239457086181,0.0381,-1.0,1.0
2.804066430260048,2.7936,0.0305622692378779,0.0678499999999999,-1.0,-1.0
2.7212781999999995,2.71985,0.0221764971255606,0.0284249999999999,1.0,1.0
2.7982059499999994,2.7994000000000003,0.0276609640034019,0.0453999999999998,-1.0,-1.0
2.8009931000000003,2.7984,0.0195916806933453,0.0301499999999999,-1.0,-1.0
2.7914968,2.7917,0.0287768050651909,0.0461249999999999,-1.0,-1.0
2.76113105,2.7593,0.0204510056206901,0.0257249999999999,1.0,-1.0
2.80655215,2.80885,0.0198951706546463,0.0365999999999999,-1.0,-1.0
2.8002201025641025,2.8019,0.02724234761505,0.0414500000000002,-1.0,-1.0
2.806384025854109,2.8014,0.0251508940866626,0.0525999999999999,-1.0,-1.0
2.7353005,2.7354,0.0171371677867143,0.0239250000000001,1.0,1.0
2.7366071,2.7359,0.031886069052017,0.0386999999999995,-1.0,-1.0
2.78633625,2.78085,0.0255690236602319,0.05085,-1.0,-1.0
