SafetyMargin,Eta,Tau,output
0.0695414468646049,0.7445108890533447,0.984487771987915,0
0.0290527306497097,0.950455129146576,0.906309187412262,1
0.0429402999579906,0.8621280193328857,0.2243230044841766,0
0.0771280601620674,0.999248206615448,0.9240543246269226,0
0.0669773370027542,0.4851529896259308,0.5042065978050232,0
0.0596732608973979,0.5966089963912964,0.1105630025267601,0
0.0771223530173301,0.0647041425108909,0.8752536177635193,0
0.0880543813109397,0.0631035417318344,0.7180392742156982,0
0.0887194573879242,0.5582473874092102,0.4183757901191711,0
0.0238910391926765,0.063640758395195,0.041318628937006,1
0.0449684001505374,0.2324606031179428,0.4552311897277832,1
0.0921771973371505,0.5880662798881531,0.9687665104866028,1
0.0424836389720439,0.0729476436972618,0.0998682379722595,0
0.0686974972486496,0.0563576593995094,0.374551385641098,1
0.0420153588056564,0.8702430129051208,0.9525300860404968,1
0.0520745515823364,0.7652171850204468,0.6896932721138,1
0.0666563734412193,0.9362725019454956,0.7132782936096191,0
0.0018155620200559,0.3518969118595123,0.9435290098190308,1
0.0026039429940283,0.6295163035392761,0.7252612709999084,1
0.0505281910300254,0.0684560313820838,0.2670251131057739,0
0.0722445473074913,0.8113781809806824,0.9607915878295898,0
0.0852813124656677,0.9446499943733216,0.8723129034042358,0
0.013403589837253,0.4572958052158355,0.6766067743301392,1
0.0357971116900444,0.8912218809127808,0.3392023146152496,0
0.003795560915023,0.974213182926178,0.9367504715919496,1
0.0962817817926406,0.7065554857254028,0.6457064747810364,0
0.0107678901404142,0.1345317065715789,0.92365962266922,1
0.0098623028025031,0.8043357729911804,0.9565634727478028,1
0.0967931374907493,0.3009550869464874,0.7808588743209839,0
0.0875503495335578,0.0860217735171318,0.9856047034263612,0
0.0727306976914405,0.3584336042404175,0.3778488039970398,0
0.0784123763442039,0.4027450084686279,0.5066298842430115,0
0.0766402333974838,0.0418893694877624,0.5262004733085632,0
0.057652648538351,0.453872799873352,0.5133792757987976,0
0.0168971307575702,0.2676773965358734,0.6231263279914856,1
0.0707069113850593,0.2974756062030792,0.8097661733627319,1
0.05736093968153,0.0376114584505558,0.8090692758560181,0
0.0509233810007572,0.170188695192337,0.9739392995834352,1
0.0215172301977872,0.5309438705444336,0.2600514888763428,0
0.0011250260286033,0.6924747824668884,0.4792324006557464,1
0.0524491593241691,0.3319190144538879,0.8708981275558472,1
0.0330062210559845,0.5398926138877869,0.3263032138347626,0
0.0202145706862211,0.0266246795654296,0.3257691860198974,1
0.0618687495589256,0.0083259288221597,0.5341504812240601,1
0.0247189104557037,0.7136188745498657,0.1058038026094436,0
0.0273915491998195,0.3775126039981842,0.4576758146286011,1
0.0106577202677726,0.7396166920661926,0.0105076301842927,1
0.049053281545639,0.011386870406568,0.5007932186126709,1
0.0444894693791866,0.1407791972160339,0.3941887021064758,0
0.0903751999139785,0.3169636130332947,0.2825537919998169,0
0.0076429801993072,0.981334626674652,0.0934694930911064,1
0.0519012883305549,0.6936653852462769,0.0619326196610927,0
0.0790724977850914,0.7324159741401672,0.9331467151641846,0
0.065582737326622,0.1206651031970977,0.0456696897745132,0
0.0238212198019027,0.0474995300173759,0.5542742013931274,1
0.0355211682617664,0.4154852926731109,0.0962900072336196,1
0.0823873728513717,0.9610530138015748,0.5890583992004395,0
0.0189605392515659,0.7089359164237976,0.6123268008232117,1
0.0189114306122064,0.7610750794410706,0.4852991998195648,1
0.0104825999587774,0.6164898872375488,0.5067017078399658,1
0.0393620394170284,0.4198896884918213,0.6233245730400085,0
0.0111681902781128,0.4070492088794708,0.6249220967292786,1
0.0052041290327906,0.7233843207359314,0.8961129188537598,1
0.0512614510953426,0.5704212188720703,0.4085893034934997,0
0.0755677074193954,0.7686781287193298,0.3472126126289367,0
0.0559595003724098,0.4145902991294861,0.0001172228003269,0
0.0645524486899375,0.9538108110427856,0.3922956883907318,0
0.0605040900409221,0.3419525921344757,0.2498110979795456,0
0.064011812210083,0.5120617747306824,0.5768017172813416,0
0.044890571385622,0.8612576127052307,0.5465434789657593,0
0.0919303223490715,0.1688331961631775,0.5628455281257629,0
0.0467910096049308,0.1201058998703956,0.4662516117095947,1
0.0259327795356512,0.2196093946695327,0.6544082760810852,1
0.0039222571067512,0.3675611913204193,0.5991920828819275,1
0.0385575704276561,0.4495016038417816,0.3924165964126587,1
0.0836595818400383,0.6995276212692261,0.173973798751831,0
0.0877062901854515,0.4954524040222168,0.7711241841316223,0
0.0577091798186302,0.0320526510477066,0.9687522053718568,1
0.0787684097886085,0.3724091053009033,0.0385499112308025,0
0.0024366490542888,0.6065965890884399,0.5097929239273071,1
0.0380413904786109,0.4149729013442993,0.2676979005336761,1
0.0510790906846523,0.6050661206245422,0.7483130097389221,0
0.0204252190887928,0.2733865082263946,0.9347838163375854,1
0.0755252465605735,0.424703299999237,0.6054443717002869,0
0.0079465620219707,0.989697515964508,0.7931544780731201,1
0.0695421323180198,0.5139992237091064,0.6413066983222961,1
0.0136683098971843,0.8070905804634094,0.5492082238197327,1
0.0455337911844253,0.3519580960273742,0.7299066781997681,1
0.0558975487947464,0.2987937033176422,0.393811285495758,0
0.0083246817812323,0.7654668092727661,0.0356193706393241,1
0.0348289087414741,0.3437767922878265,0.5883182883262634,1
0.0894880518317222,0.5752416253089905,0.8806201815605164,0
0.0419912599027156,0.2149908989667892,0.4368040859699249,1
0.0157823804765939,0.6746832728385925,0.2248581945896148,1
0.0656926408410072,0.3389280140399933,0.0901670008897781,0
0.092575617134571,0.1449944972991943,0.4169558882713318,0
0.089856706559658,0.5995054244995117,0.4541560113430023,0
0.0351324491202831,0.6556046009063721,0.3924244940280914,0
0.0677884072065353,0.34324911236763,0.5430405139923096,0
0.0426785200834274,0.3512685000896454,0.9710369110107422,1
0.0499950088560581,0.9168108105659484,0.9304661154747008,1
0.0477731712162494,0.0075954878702759,0.362746387720108,0
0.0373653396964073,0.3601522147655487,0.4433734118938446,0
0.0549388192594051,0.6711732149124146,0.1993688941001892,0
0.0934886634349823,0.9088283777236938,0.6464617252349854,0
0.0109251299872994,0.7515755891799927,0.4192056059837341,1
0.0980702266097068,0.1368034929037094,0.8175216913223267,1
0.0077692340128123,0.7837082743644714,0.6189336776733398,1
0.0104379700496792,0.8284444808959961,0.4888555109500885,1
0.0694771185517311,0.9160838723182678,0.9342911839485168,0
0.0548396594822406,0.4681012034416199,0.197324201464653,0
0.0434154607355594,0.9323577284812928,0.5602201223373413,0
0.0703843310475349,0.3311986029148102,0.3111324906349182,0
0.0970086380839347,0.0844142436981201,0.8299819827079773,1
0.054433200508356,0.8943172097206116,0.8898102045059204,1
0.0390283912420272,0.2436956018209457,0.777695894241333,1
0.0326866395771503,0.3001650869846344,0.4368897974491119,1
0.0361432507634162,0.3602248132228851,0.3148084878921509,1
0.0501267910003662,0.9358447790145874,0.947068989276886,1
0.0789637565612793,0.298394113779068,0.6850234866142273,1
0.0979356989264488,0.6961038708686829,0.735217809677124,0
0.0309391506016254,0.1197535023093223,0.8649563193321228,1
0.041940189898014,0.832555890083313,0.8769187927246094,1
0.0016770520014688,0.7853987812995911,0.8465306758880615,1
0.043053139001131,0.0621825717389583,0.2730737924575805,1
0.0443602092564106,0.816617488861084,0.3381618857383728,0
0.0100511703640222,0.8402191996574402,0.383694589138031,1
0.063417799770832,0.348340094089508,0.9308435916900636,1
0.0390147790312767,0.2673175036907196,0.6030774116516113,1
2.879183921322692e-05,0.585074782371521,0.2227804064750671,1
0.063396617770195,0.0883764401078224,0.3653660118579864,0
0.0208954997360706,0.8091295957565308,0.9992086291313172,1
0.0631832405924797,0.575556218624115,0.8461732268333435,0
0.0359170883893966,0.2375853061676025,0.2433103024959564,1
0.0774717181921005,0.7346013784408569,0.1005636006593704,0
0.0971754267811775,0.2415553033351898,0.9505839943885804,1
0.0948173329234123,0.1357894986867904,0.9125233292579652,1
0.0554139800369739,0.6914200186729431,0.7278308868408203,1
0.012696879915893,0.3252066969871521,0.9870669841766356,1
0.0617792904376983,0.795738697052002,0.390639990568161,0
0.0337641388177871,0.6388847231864929,0.2507160902023315,0
0.0705595165491104,0.90954852104187,0.8344693183898926,0
0.0864992663264274,0.7133939266204834,0.0004189577884972,0
0.0170704908668994,0.0439004898071289,0.0477399714291095,1
0.03067022934556,0.3569827079772949,0.1907259970903396,0
0.0070781991817057,0.6985471844673157,0.6620417237281799,1
0.0021868420299142,0.9616987705230712,0.1958678066730499,1
0.0394345484673976,0.0205960497260093,0.9649723768234252,1
0.0777212530374527,0.9304801225662231,0.8500645160675049,1
0.0266033895313739,0.1894057989120483,0.5661826729774475,1
0.0079326294362545,0.4322828948497772,0.0412477403879165,1
0.0391104407608509,0.686632513999939,0.8509811162948608,1
0.0652443394064903,0.1650944948196411,0.2304197996854782,0
0.0976041406393051,0.8327839970588684,0.5402290225028992,0
0.0816022083163261,0.736904501914978,0.1211640015244484,0
0.0124228000640869,0.4886772036552429,0.9699652791023254,1
0.0092637743800878,0.6756346225738525,0.7993593811988831,1
0.0426628105342388,0.1511543989181518,0.8965110182762146,1
0.0077912360429763,0.8859478831291199,0.8016678094863892,1
0.0077550061978399,0.721977174282074,0.1682761013507843,1
0.0008414114709012,0.6426237225532532,0.3984937965869903,1
0.0768832266330719,0.4691134095191955,0.0613830387592315,0
0.0093744536861777,0.8868088722229004,0.8653392791748047,1
0.067682072520256,0.5287556052207947,0.5679014921188354,1
0.019546590745449,0.3941229879856109,0.718201220035553,1
0.0063006179407238,0.0053322999738156,0.6617308855056763,1
0.0307983309030532,0.9517077803611756,0.9608014225959778,1
0.0222219601273536,0.4360156953334808,0.8890671730041504,1
0.0613946318626403,0.4569168090820312,0.667772114276886,0
0.0277428198605775,0.7466837167739868,0.2248423993587494,0
0.0728069320321083,0.0216238591820001,0.1782315969467163,0
0.0328684896230697,0.5598347187042236,0.0645205080509185,0
0.0756087824702262,0.5495036840438843,0.8117234706878662,0
0.0580606907606124,0.776201605796814,0.4818980097770691,0
0.0961437001824379,0.076766736805439,0.6994354724884033,0
0.0371662303805351,0.6483203172683716,0.8157883286476135,1
0.0865923687815666,0.1052604988217353,0.0143203698098659,0
0.0065089440904557,0.4999595880508423,0.1525754034519195,1
0.012620810419321,0.0922133177518844,0.8959164023399353,1
0.0925252586603164,0.2972298860549927,0.5821802020072937,0
0.0864944234490394,0.1283197999000549,0.3349133133888244,0
0.0266914591193199,0.0696393176913261,0.5050258040428162,1
0.0277696996927261,0.8761134147644043,0.1978588998317718,0
0.0769791826605796,0.9844570159912108,0.2769570052623749,0
0.0812226831912994,0.3797400891780853,0.702380895614624,0
0.0886516496539115,0.5951712727546692,0.5581365823745728,0
0.0484687387943267,0.5106136798858643,0.175515204668045,0
0.010241899639368,0.2777850925922394,0.8427873849868774,1
0.0703001767396926,0.8925855755805969,0.9944751858711244,0
0.0030902510043233,0.9517744183540344,0.3411704003810882,1
0.0510008707642555,0.4924618899822235,0.3718307018280029,0
0.0071742818690836,0.0865148678421974,0.83645099401474,1
0.0292802695184946,0.8833320140838623,0.3570333123207092,0
0.0080998037010431,0.1671255975961685,0.0817989110946655,1
0.0853331908583641,0.9060397744178772,0.2317205071449279,0
0.0843662172555923,0.068775862455368,0.9459732174873352,1
0.0786439180374145,0.9497429132461548,0.2647790014743805,0
0.0164292398840188,0.3948032855987549,0.9756054282188416,1
0.0767070204019546,0.0209602192044258,0.832377016544342,1
0.0699839293956756,0.6631672978401184,0.2148990929126739,0
0.0064220591448247,0.6496701240539551,0.2626237869262695,1
0.011035700328648,0.6058712005615234,0.3555156886577606,1
0.0739064067602157,0.6027820110321045,0.2348680943250656,0
0.0209040492773056,0.627488374710083,0.0045451610349118,0
0.0862529426813125,0.0385741181671619,0.1222905963659286,0
0.0438028387725353,0.727522075176239,0.8949227929115295,1
0.0380782112479209,0.2521103024482727,0.4980045855045318,1
0.0626296773552894,0.6050701141357422,0.4305003881454468,0
0.0183578804135322,0.4671522080898285,0.8564205169677734,1
0.0741777867078781,0.9184197187423706,0.1774379014968872,0
0.019194470718503,0.1806558072566986,0.5181589126586914,1
0.05201917886734,0.9316225051879884,0.902418613433838,1
0.0474175103008747,0.7327637076377869,0.2611098885536194,0
0.0740714073181152,0.9476441144943236,0.0292431991547346,0
0.0904562696814537,0.1401854008436203,0.7434613108634949,0
0.0747880935668945,0.1139046028256416,0.5295376181602478,0
0.0741289630532264,0.7779945731163025,0.3819277882575989,0
0.0398764014244079,0.7522249817848206,0.9289124011993408,1
0.0928841531276702,0.7011576294898987,0.7567505240440369,0
0.092490866780281,0.5807347297668457,0.5684425830841064,0
0.0329292602837085,0.4514369964599609,0.5050808787345886,0
0.0167226791381835,0.8198382258415222,0.4498046934604645,1
0.0127591397613286,0.4604595005512237,0.4776369929313659,1
0.0187759604305028,0.6585162878036499,0.9015445709228516,1
0.035949058830738,0.2945868074893951,0.649085283279419,1
0.0260702408850193,0.9472808837890624,0.0600396916270256,1
0.0942216217517852,0.0855937674641609,0.9578974843025208,1
0.07227224111557,0.3257780969142914,0.6551632881164551,1
0.0519286394119262,0.6994808912277222,0.9257978200912476,1
0.0807285234332084,0.4593322873115539,0.58388352394104,0
0.0188555195927619,0.235558196902275,0.4303830862045288,1
0.0704454630613327,0.6406129002571106,0.4175015985965729,0
0.0583001300692558,0.120407298207283,0.5252529978752136,1
0.0949562564492225,0.9802355766296388,0.0175903607159852,0
0.0766790732741355,0.1602091938257217,0.0911417230963707,0
0.0292864702641963,0.0146502396091818,0.9631550908088684,1
0.0646143704652786,0.8301265835762024,0.3569034934043884,0
0.0163574498146772,0.5175607204437256,0.2260641008615493,1
0.0986083969473838,0.2474469989538192,0.152638703584671,0
0.08625528216362,0.909963309764862,0.6308751702308655,0
0.0905304178595542,0.4625250995159149,0.7392424941062927,1
0.0456895790994167,0.6180691123008728,0.8542010188102722,1
0.0571847781538963,0.4614233076572418,0.0465722307562828,0
0.0276521202176809,0.7391265034675598,0.5323718786239624,1
0.0468006618320941,0.1315556019544601,0.011991330422461,0
0.0475559383630752,0.821053683757782,0.7895895838737488,1
0.0639616027474403,0.1311828941106796,0.9047625064849854,0
0.0153346201404929,0.0828077867627143,0.341667890548706,1
0.0288860592991113,0.7828950881958008,0.0247034206986427,0
0.0387198403477668,0.3384366035461426,0.3533296883106231,0
0.0585911385715007,0.4140956997871399,0.4113292992115021,1
0.0055501870810985,0.3330341875553131,0.0215740595012903,1
0.0509284399449825,0.3501229882240295,0.747342586517334,1
0.0394118912518024,0.7959160208702087,0.8880754113197327,1
0.0279600992798805,0.9966099858283995,0.1188184022903442,0
0.035567719489336,0.3685953021049499,0.105579100549221,0
0.0925875306129455,0.3188126981258392,0.1277458071708679,0
0.0487809889018535,0.5862876176834106,0.2712497115135193,0
0.072744607925415,0.8222076296806335,0.1692775934934616,0
0.0988464429974556,0.1991617977619171,0.6751127243041992,0
0.0814488232135772,0.9069752097129822,0.2205657064914703,0
0.0652900710701942,0.5980892181396484,0.2629162073135376,0
0.0777160823345184,0.6467248797416687,0.4696893095970154,0
0.0176821704953908,0.7697942852973938,0.1741776019334793,0
0.0095307230949401,0.2949692010879516,0.7911136746406555,1
0.0013927960535511,0.4584048986434936,0.8541526794433594,1
0.0899527072906494,0.8817567825317383,0.8051648736000061,0
0.0684248432517051,0.4510402977466583,0.1164337992668151,0
0.0073006758466362,0.5188133120536804,0.7367299199104309,1
0.0365283004939556,0.9047353267669678,0.5475255846977234,1
0.0398696213960647,0.7198796272277832,0.3427290916442871,0
0.0519125796854496,0.8584328889846802,0.2125032991170883,0
0.0556623190641403,0.8903797268867493,0.8696749210357666,0
0.0448733605444431,0.5426014065742493,0.7750992178916931,1
0.0997299924492836,0.4044835865497589,0.1079690977931022,0
0.053508810698986,0.4775379002094269,0.6624578237533569,1
0.0882532000541687,0.9337345957756042,0.3161458075046539,0
0.0967638790607452,0.3447887897491455,0.136283203959465,0
0.0814949497580528,0.8871434926986694,0.0346632003784179,0
0.0426859110593795,0.5357409715652466,0.3094626069068908,0
0.0492414012551307,0.3281045854091644,0.0034796961117535,1
0.0967145413160324,0.6631245017051697,0.4526974856853485,0
0.0751726329326629,0.1514603942632675,0.962693214416504,1
