SafetyMargin,Eta,Tau,output
0.0727540701627731,0.6959996819496155,0.8431745767593384,0
0.0704346224665641,0.2420846968889236,0.4064157903194427,1
0.059769120067358,0.2055061012506485,0.6745027899742126,1
0.0858915299177169,0.7800257802009583,0.0534803383052349,0
0.0498049892485141,0.9590572118759156,0.2938328087329864,0
0.0958054363727569,0.2456730008125305,0.4980059862136841,0
0.0075629549100995,0.4245955049991607,0.8232852220535278,1
0.0466127805411815,0.4399898052215576,0.23279669880867,0
0.0104590998962521,0.2487442940473556,0.7667959928512573,1
0.04896742105484,0.96193128824234,0.2065751999616623,0
0.0045426078140735,0.9914178848266602,0.5818657875061035,1
0.0658244714140892,0.7312883138656616,0.0065336558036506,0
0.0454983599483966,0.8058795928955078,0.435593694448471,0
0.0089273564517498,0.6432073712348938,0.0023888810537755,1
0.0302715506404638,0.4347732067108154,0.1674489974975586,0
0.0788018405437469,0.7378215193748474,0.2271759957075119,0
0.065430149435997,0.1994040012359619,0.6519973278045654,0
0.0180020797997713,0.1937714964151382,0.0537088811397552,1
0.0381030887365341,0.5650172233581543,0.9620646238327026,1
0.0410808101296424,0.1570084989070892,0.8597285151481628,1
0.0025977839250117,0.271085113286972,0.8041936159133911,1
0.0861683115363121,0.3964630961418152,0.9724655151367188,0
0.0414072014391422,0.7664099931716919,0.7755541205406189,1
0.04958987981081,0.1434715986251831,0.1712045073509216,0
0.0100031197071075,0.4250315129756927,0.6226807832717896,1
0.0666034966707229,0.0809430405497551,0.7533698081970215,0
0.0025283980648964,0.690449595451355,0.7452219724655151,1
0.0715437829494476,0.5954750776290894,0.9013277292251588,0
0.0470761805772781,0.1527100056409835,0.6071047782897949,1
0.014619150198996,0.2836722135543823,0.2536692023277282,1
0.0988051816821098,0.6183050870895386,0.3609904944896698,0
0.0850491672754287,0.4071055948734283,0.0474391616880893,0
0.0099032903090119,0.4252361059188843,0.1094629988074302,1
0.0162580497562885,0.1432211995124817,0.7729607820510864,1
0.0969645529985427,0.2228426039218902,0.7227519154548645,0
0.0194563902914524,0.9514151811599731,0.8483415246009827,1
0.0405673086643219,0.3850466012954712,0.4780215919017792,0
0.0646115988492965,0.4102756083011627,0.5954933762550354,0
0.0566051416099071,0.5975160002708435,0.2813670933246612,0
0.0609027594327926,0.8510411977767944,0.2640275955200195,0
0.0846247225999832,0.4750160872936249,0.4942475855350494,0
0.0394818596541881,0.21268230676651,0.459849089384079,1
0.0129518499597907,0.6685249209403992,0.9440199732780457,1
0.068568967282772,0.7733796238899231,0.0711706131696701,0
0.011902630329132,0.3989242911338806,0.9411134719848632,1
