Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
626,medianEntropy <= 2.72,0.2504,0.7122877122877123,1.0,1.0,1.0
627,medianEntropy <= 2.72,0.2553,0.704119850187266,1.0,1.0,1.0
628,medianEntropy <= 2.72,0.2499,0.7319688109161794,1.0,1.0,1.0
629,meanEntropy <= 2.72,0.2504,0.6714761376248612,1.0,1.0,-1.0
633,medianEntropy <= 2.72,0.2441,0.7342657342657343,1.0,1.0,1.0
634,medianEntropy <= 2.72,0.2448,0.7127393838467944,1.0,1.0,1.0
635,medianEntropy <= 2.72,0.2494,0.7238873751135332,1.0,1.0,1.0
636,medianEntropy > 2.78,0.2449,0.9681818181818181,-1.0,-1.0,-1.0
639,meanEntropy > 2.75,0.5003,0.8958630527817404,-1.0,-1.0,-1.0
642,medianEntropy <= 2.72,0.2476,0.7142857142857143,1.0,1.0,1.0
643,medianEntropy > 2.75,0.4974,0.9089900110987791,-1.0,-1.0,1.0
646,medianEntropy > 2.72,0.7461,0.8221778221778222,-1.0,-1.0,1.0
647,medianEntropy > 2.78,0.2538,0.9601328903654485,-1.0,-1.0,-1.0
656,medianEntropy <= 2.72,0.2427,0.7253433208489388,1.0,1.0,1.0
659,medianEntropy > 2.78,0.2497,0.9751243781094527,-1.0,-1.0,-1.0
661,medianEntropy <= 2.72,0.2487,0.7228464419475655,1.0,1.0,1.0
662,medianEntropy > 2.78,0.2436,0.9476309226932669,-1.0,-1.0,-1.0
664,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4916,0.6485207100591716,1.0,1.0,1.0
665,meanEntropy <= 2.75 AND medianEntropy <= 2.75,0.4951,0.6210131332082551,1.0,1.0,1.0
667,medianEntropy <= 2.72,0.2478,0.7057220708446866,1.0,1.0,1.0
668,meanEntropy <= 2.75 AND medianEntropy <= 2.75,0.4882,0.6081342801807618,1.0,1.0,1.0
669,medianEntropy > 2.75,0.4964,0.906187624750499,-1.0,-1.0,1.0
670,medianEntropy > 2.72,0.7471,0.8224974200206399,-1.0,-1.0,1.0
671,medianEntropy <= 2.72,0.2445,0.7175324675324676,1.0,1.0,1.0
673,medianEntropy > 2.72,0.7473,0.8007495315427857,-1.0,-1.0,-1.0
