Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
65,y <= 5.00,0.4991,0.5581727337615988,1.0,1.0,1.0
66,y > 5.00,0.4967,0.8305785123966942,-1.0,-1.0,1.0
67,y <= 8.02,0.7498,0.5910224438902744,1.0,1.0,1.0
68,x <= 5.12,0.507,0.7293298520452568,-1.0,-1.0,-1.0
69,y <= 8.02,0.7477,0.5616835994194485,1.0,1.0,1.0
70,x <= 5.12,0.5036,0.7297811607992388,-1.0,-1.0,-1.0
71,y > 2.17,0.7497,0.7433537832310838,-1.0,-1.0,-1.0
72,y <= 8.02,0.7493,0.5570358034970858,1.0,1.0,1.0
73,y > 8.02,0.2506,0.9920634920634921,-1.0,-1.0,-1.0
74,y <= 8.02,0.7514,0.5838150289017341,1.0,1.0,1.0
75,y > 5.00,0.4956,0.854493580599144,-1.0,-1.0,-1.0
76,y <= 8.02,0.7505,0.5624195624195624,1.0,1.0,1.0
77,y <= 8.02,0.7536,0.5667396061269147,1.0,1.0,1.0
78,y > 5.00,0.4903,0.8428927680798005,-1.0,-1.0,-1.0
79,y <= 5.00,0.4914,0.5916429249762583,1.0,1.0,1.0
80,y > 5.00,0.5111,0.8469217970049917,-1.0,-1.0,-1.0
81,y <= 5.00,0.5025,0.5620316402997502,1.0,1.0,1.0
82,y <= 5.00,0.5019,0.5703069236259815,1.0,1.0,1.0
83,y > 8.02,0.25,0.9801980198019802,-1.0,-1.0,1.0
84,y <= 8.02,0.753,0.5477888730385164,1.0,1.0,1.0
85,y <= 8.02,0.7525,0.5720233139050791,1.0,1.0,1.0
86,y <= 8.02,0.7525,0.5861781848459617,1.0,1.0,1.0
87,y <= 8.02,0.7565,0.5827937095282146,1.0,1.0,1.0
88,y > 5.00,0.5023,0.8486486486486486,-1.0,-1.0,-1.0
89,y <= 8.02,0.7489,0.5944798301486199,1.0,1.0,1.0
90,x <= 2.47,0.2532,0.8853211009174312,-1.0,-1.0,-1.0
91,y <= 8.02,0.7469,0.5738068812430632,1.0,1.0,1.0
92,y > 5.00,0.5034,0.8635607321131448,-1.0,-1.0,-1.0
93,y <= 8.02,0.7536,0.5791284403669725,1.0,1.0,1.0
94,y <= 8.02,0.7432,0.5861182519280206,1.0,1.0,1.0
95,y <= 5.00,0.5003,0.5802075019952115,1.0,1.0,1.0
96,y > 8.02,0.2561,0.9701492537313433,-1.0,-1.0,-1.0
97,y > 8.02,0.2588,0.9568965517241379,-1.0,-1.0,-1.0
98,y <= 8.02,0.7504,0.5460122699386503,1.0,1.0,1.0
99,y > 5.00,0.5065,0.844311377245509,-1.0,-1.0,-1.0
100,y > 8.02,0.2576,0.9847328244274809,-1.0,-1.0,-1.0
101,x <= 2.47,0.2495,0.8290788013318535,-1.0,-1.0,-1.0
102,y <= 8.02,0.7523,0.5724482512491078,1.0,1.0,1.0
103,y <= 8.02,0.7453,0.5676657584014533,1.0,1.0,1.0
104,y > 8.02,0.2528,0.9900332225913622,-1.0,-1.0,-1.0
105,x <= 2.47,0.2579,0.8377862595419847,-1.0,-1.0,-1.0
106,x <= 2.47,0.2523,0.8419301164725458,-1.0,-1.0,-1.0
107,y <= 8.02,0.7517,0.5688793718772306,1.0,1.0,1.0
108,y <= 8.02,0.7513,0.5495772482705611,1.0,1.0,1.0
109,y > 5.00,0.4998,0.8502495840266223,-1.0,-1.0,-1.0
110,y <= 8.02,0.7435,0.5794205794205795,1.0,1.0,1.0
111,x <= 2.47,0.2472,0.8038740920096852,-1.0,-1.0,-1.0
112,y > 2.17,0.7553,0.7327141382868937,-1.0,-1.0,-1.0
113,y <= 5.00,0.5047,0.5611990008326395,1.0,1.0,1.0
114,y > 5.00,0.5004,0.8467966573816156,-1.0,-1.0,-1.0
115,y <= 8.02,0.7423,0.5502998001332445,1.0,1.0,1.0
116,y <= 8.02,0.7523,0.5514365152919369,1.0,1.0,1.0
117,y > 5.00,0.4983,0.8354114713216958,-1.0,-1.0,-1.0
118,y > 5.00,0.5071,0.8473609129814551,-1.0,-1.0,-1.0
119,y > 5.00,0.5078,0.8461538461538461,-1.0,-1.0,-1.0
120,y > 8.02,0.246,0.9745762711864406,-1.0,-1.0,-1.0
121,y <= 8.02,0.7474,0.5467523197715917,1.0,1.0,1.0
122,x <= 2.47,0.2415,0.8582834331337326,-1.0,-1.0,-1.0
123,y > 5.00,0.4953,0.8195652173913044,-1.0,-1.0,-1.0
124,y <= 8.02,0.757,0.5661948376353039,1.0,1.0,1.0
125,x <= 2.47,0.2454,0.8283433133732535,-1.0,-1.0,-1.0
126,y <= 8.02,0.742,0.5587010824313072,1.0,1.0,1.0
127,y <= 8.02,0.7601,0.5602981029810298,1.0,1.0,1.0
128,x <= 2.47,0.2517,0.8153078202995009,-1.0,-1.0,-1.0
129,x <= 5.12,0.4983,0.7553058676654182,-1.0,-1.0,-1.0
130,y <= 5.00,0.4948,0.5564516129032258,1.0,1.0,1.0
131,y > 5.00,0.5043,0.8855721393034826,-1.0,-1.0,-1.0
132,y <= 8.02,0.7549,0.6020408163265306,1.0,1.0,1.0
133,y <= 8.02,0.7523,0.5685740236148955,1.0,1.0,1.0
134,y > 5.00,0.5099,0.8553615960099751,-1.0,-1.0,-1.0
135,y > 5.00,0.5021,0.9054726368159204,-1.0,-1.0,-1.0
136,y > 5.00,0.4963,0.8376811594202899,-1.0,-1.0,-1.0
137,y > 8.02,0.2404,0.9508196721311475,-1.0,-1.0,-1.0
138,y <= 8.02,0.7516,0.5717344753747323,1.0,1.0,1.0
139,y > 5.00,0.4952,0.8299120234604106,-1.0,-1.0,-1.0
140,y > 5.00,0.4965,0.8649425287356322,-1.0,-1.0,1.0
141,y > 8.02,0.2553,0.9747899159663865,-1.0,-1.0,-1.0
142,x <= 2.47,0.2479,0.8160919540229885,-1.0,-1.0,-1.0
144,y > 8.02,0.2539,0.9552238805970149,-1.0,-1.0,-1.0
145,y > 8.02,0.2527,0.9767441860465116,-1.0,-1.0,-1.0
146,x <= 2.47,0.2516,0.8236272878535774,-1.0,-1.0,-1.0
147,y <= 5.00,0.4995,0.556217423678332,1.0,1.0,1.0
149,y <= 5.00,0.4953,0.5324768022840828,1.0,1.0,1.0
150,y > 5.00,0.5004,0.8523076923076923,-1.0,-1.0,-1.0
151,y > 5.00,0.4901,0.8770764119601329,-1.0,-1.0,-1.0
152,y <= 8.02,0.7545,0.573968253968254,1.0,1.0,1.0
153,y <= 5.00,0.5021,0.5672082717872969,1.0,1.0,1.0
154,y <= 5.00,0.4952,0.547158026233604,1.0,1.0,1.0
155,y > 5.00,0.4963,0.8503740648379052,-1.0,-1.0,-1.0
156,y <= 8.02,0.7528,0.5848303393213573,1.0,1.0,1.0
157,y > 8.02,0.2477,0.9800995024875622,-1.0,-1.0,-1.0
158,y > 8.02,0.2531,0.9844961240310077,-1.0,-1.0,-1.0
159,y > 2.17,0.7518,0.7746077032810271,-1.0,-1.0,-1.0
160,y > 8.02,0.2527,0.9867109634551495,-1.0,-1.0,-1.0
161,x > 7.65 AND y > 2.17,0.2522,0.48494288681204567,1.0,1.0,1.0
162,y > 2.17,0.7482,0.7404580152671756,-1.0,-1.0,1.0
163,y <= 8.02,0.7463,0.5852156057494866,1.0,1.0,1.0
164,y > 8.02,0.2547,0.9667774086378738,-1.0,-1.0,-1.0
165,y <= 8.02,0.7465,0.5614525139664804,1.0,1.0,1.0
166,x <= 2.47,0.2567,0.8245363766048502,-1.0,-1.0,-1.0
167,y <= 8.02,0.7558,0.5591489361702128,1.0,1.0,1.0
168,y > 8.02,0.25,0.9763779527559056,-1.0,-1.0,-1.0
169,y <= 8.02,0.7478,0.547683923705722,1.0,1.0,1.0
170,y <= 8.02,0.755,0.584014532243415,1.0,1.0,1.0
171,y <= 8.02,0.7412,0.5370843989769821,1.0,1.0,1.0
172,y <= 8.02,0.751,0.55858310626703,1.0,1.0,1.0
173,y > 8.02,0.2545,0.9800995024875622,-1.0,-1.0,-1.0
174,y <= 8.02,0.7446,0.5488086087624904,1.0,1.0,1.0
175,y > 8.02,0.255,0.9765625,-1.0,-1.0,-1.0
176,y <= 8.02,0.7496,0.5897674418604651,1.0,1.0,1.0
177,y > 8.02,0.2467,0.9850746268656716,-1.0,-1.0,-1.0
178,y > 5.00,0.5118,0.8189845474613686,-1.0,-1.0,1.0
179,y > 8.02,0.2567,0.9850746268656716,-1.0,-1.0,-1.0
180,y > 8.02,0.2523,0.9751243781094527,-1.0,-1.0,-1.0
181,y > 8.02,0.2509,0.9850746268656716,-1.0,-1.0,-1.0
182,y > 8.02,0.2474,0.9568106312292359,-1.0,-1.0,-1.0
183,y <= 8.02,0.7518,0.5794205794205795,1.0,1.0,1.0
185,y <= 8.02,0.751,0.5678601165695254,1.0,1.0,1.0
186,y > 5.00,0.5006,0.8770764119601329,-1.0,-1.0,-1.0
187,y > 5.00,0.5016,0.8302122347066168,-1.0,-1.0,-1.0
188,y > 8.02,0.2513,0.9751243781094527,-1.0,-1.0,-1.0
189,y > 8.02,0.2526,0.9651741293532339,-1.0,-1.0,-1.0
190,y > 8.02,0.2485,0.9651741293532339,-1.0,-1.0,-1.0
191,y > 5.00,0.5017,0.8602794411177644,-1.0,-1.0,-1.0
192,y > 5.00,0.5047,0.8553615960099751,-1.0,-1.0,-1.0
193,y > 8.02,0.245,1.0,-1.0,-1.0,-1.0
194,y > 8.02,0.2485,0.96,-1.0,-1.0,-1.0
195,x <= 2.47,0.2538,0.8466257668711656,-1.0,-1.0,-1.0
196,y <= 8.02,0.7466,0.5955940204563336,1.0,1.0,1.0
197,x <= 5.12,0.4911,0.730299667036626,-1.0,-1.0,-1.0
198,x <= 2.47,0.2511,0.8227215980024969,-1.0,-1.0,-1.0
199,y > 5.00,0.507,0.8704453441295547,-1.0,-1.0,-1.0
200,y <= 8.02,0.7502,0.5734375,1.0,1.0,1.0
201,y > 5.00,0.5012,0.8478802992518704,-1.0,-1.0,-1.0
202,y <= 8.02,0.7544,0.5678601165695254,1.0,1.0,1.0
203,y <= 8.02,0.7438,0.5689479060265578,1.0,1.0,1.0
